FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Total_Pop,Perc_Pov
34009020600,96246789,3529716,34,"Census Tract 206, Cape May County, New Jersey",2003,2.82
34009020700,60242206,6521197,34,"Census Tract 207, Cape May County, New Jersey",4230,0
34009020800,5709357,5105950,34,"Census Tract 208, Cape May County, New Jersey",2079,4.11
34009020901,3676782,4868413,34,"Census Tract 209.01, Cape May County, New Jersey",853,1.12
34009020902,11059075,6417183,34,"Census Tract 209.02, Cape May County, New Jersey",1478,2.31
34009021001,59825003,27904253,34,"Census Tract 210.01, Cape May County, New Jersey",2253,3.24
34009021002,65525776,7952180,34,"Census Tract 210.02, Cape May County, New Jersey",3907,2.89
34009021100,22421919,2520866,34,"Census Tract 211, Cape May County, New Jersey",5375,23.96
34009021300,4467965,3301937,34,"Census Tract 213, Cape May County, New Jersey",3620,2.64
34009021400,3408501,655198,34,"Census Tract 214, Cape May County, New Jersey",3788,7.23
34009021500,1322945,269465,34,"Census Tract 215, Cape May County, New Jersey",1916,8.24
34009021600,3361724,1461310,34,"Census Tract 216, Cape May County, New Jersey",3094,3.75
34009021701,10222267,290090,34,"Census Tract 217.01, Cape May County, New Jersey",2756,3.29
34009021702,24838291,8957876,34,"Census Tract 217.02, Cape May County, New Jersey",2563,0.97
34009021803,2702843,1676334,34,"Census Tract 218.03, Cape May County, New Jersey",3922,7.86
34009021804,12689986,574506,34,"Census Tract 218.04, Cape May County, New Jersey",5975,18.72
34009021805,5513836,11589,34,"Census Tract 218.05, Cape May County, New Jersey",4064,5
34009021806,3519780,1758078,34,"Census Tract 218.06, Cape May County, New Jersey",2171,1.74
34009021900,15385557,4327776,34,"Census Tract 219, Cape May County, New Jersey",1686,0.78
34009022000,6244521,3757152,34,"Census Tract 220, Cape May County, New Jersey",2789,2.85
34009022101,7661427,783863,34,"Census Tract 221.01, Cape May County, New Jersey",1858,0
34009022102,26482159,1077256,34,"Census Tract 221.02, Cape May County, New Jersey",6954,6.75
34009990100,0,826098382,34,"Census Tract 9901, Cape May County, New Jersey",0,
34011010101,236975302,7075115,34,"Census Tract 101.01, Cumberland County, New Jersey",2423,9.63
34011010103,4324641,942,34,"Census Tract 101.03, Cumberland County, New Jersey",3168,
34011010200,82655642,6472398,34,"Census Tract 102, Cumberland County, New Jersey",4665,9.79
34011010301,95631367,3797769,34,"Census Tract 103.01, Cumberland County, New Jersey",3079,6.29
34011010302,125363234,15179265,34,"Census Tract 103.02, Cumberland County, New Jersey",1559,3.99
34011010401,105429858,6974001,34,"Census Tract 104.01, Cumberland County, New Jersey",4404,6.34
34011010402,1093686,0,34,"Census Tract 104.02, Cumberland County, New Jersey",1065,
34011010500,93337231,4145142,34,"Census Tract 105, Cumberland County, New Jersey",2068,3.65
34011010600,80531226,2544942,34,"Census Tract 106, Cumberland County, New Jersey",4655,7
34011010701,52112467,175481,34,"Census Tract 107.01, Cumberland County, New Jersey",3974,16.46
34011010702,28802551,216539,34,"Census Tract 107.02, Cumberland County, New Jersey",3752,13.53
34011010800,43619758,96957,34,"Census Tract 108, Cumberland County, New Jersey",3143,3.9
34011020100,518254,66298,34,"Census Tract 201, Cumberland County, New Jersey",1282,55.67
34011020200,609670,27072,34,"Census Tract 202, Cumberland County, New Jersey",2992,11.74
34011020301,771874,25644,34,"Census Tract 203.01, Cumberland County, New Jersey",2295,34.16
34011020302,784139,86481,34,"Census Tract 203.02, Cumberland County, New Jersey",4268,45.52
34011020400,3685666,7103,34,"Census Tract 204, Cumberland County, New Jersey",3438,9.17
34011020502,353813,0,34,"Census Tract 205.02, Cumberland County, New Jersey",2632,
34011020503,4508477,209373,34,"Census Tract 205.03, Cumberland County, New Jersey",5168,51.6
34011020600,4899528,268174,34,"Census Tract 206, Cumberland County, New Jersey",4761,10.93
34011030100,524734,0,34,"Census Tract 301, Cumberland County, New Jersey",789,16.95
34011030200,2637341,97757,34,"Census Tract 302, Cumberland County, New Jersey",4435,12.27
34011030300,2390226,115012,34,"Census Tract 303, Cumberland County, New Jersey",3756,1.25
34011030401,8065740,57212,34,"Census Tract 304.01, Cumberland County, New Jersey",3820,21.95
34011030402,30287914,3490176,34,"Census Tract 304.02, Cumberland County, New Jersey",4065,5.13
34011030501,42021678,1121242,34,"Census Tract 305.01, Cumberland County, New Jersey",6552,11.85
34011030502,22850249,1589871,34,"Census Tract 305.02, Cumberland County, New Jersey",4015,3.39
34011040300,1878754,0,34,"Census Tract 403, Cumberland County, New Jersey",3801,0.96
34011040400,5290442,1449,34,"Census Tract 404, Cumberland County, New Jersey",6517,12
34011040500,5433138,4305,34,"Census Tract 405, Cumberland County, New Jersey",6035,21.82
34011040601,4099238,0,34,"Census Tract 406.01, Cumberland County, New Jersey",3596,6.88
34011040602,2365001,0,34,"Census Tract 406.02, Cumberland County, New Jersey",4228,12.11
34011040701,7722849,105511,34,"Census Tract 407.01, Cumberland County, New Jersey",4582,8.55
34011040702,8116941,57139,34,"Census Tract 407.02, Cumberland County, New Jersey",3699,2.09
34011040800,16112648,21517,34,"Census Tract 408, Cumberland County, New Jersey",5209,5.36
34011040901,20145873,202170,34,"Census Tract 409.01, Cumberland County, New Jersey",2437,26.89
34011040902,19259987,73016,34,"Census Tract 409.02, Cumberland County, New Jersey",6464,12.25
34011041001,59214996,366181,34,"Census Tract 410.01, Cumberland County, New Jersey",4245,5.35
34011041002,24465160,685917,34,"Census Tract 410.02, Cumberland County, New Jersey",3259,2.66
34011041101,2074768,0,34,"Census Tract 411.01, Cumberland County, New Jersey",2615,2.26
34011041102,982111,0,34,"Census Tract 411.02, Cumberland County, New Jersey",4005,33.72
34011990000,0,448306028,34,"Census Tract 9900, Cumberland County, New Jersey",0,
34013000100,938930,6653,34,"Census Tract 1, Essex County, New Jersey",6075,5.72
34013000200,763973,22301,34,"Census Tract 2, Essex County, New Jersey",3741,25.13
34013000300,327802,0,34,"Census Tract 3, Essex County, New Jersey",4316,22.85
34013000400,178899,0,34,"Census Tract 4, Essex County, New Jersey",2611,15.51
34013000500,207629,0,34,"Census Tract 5, Essex County, New Jersey",2146,23.76
34013000600,327539,0,34,"Census Tract 6, Essex County, New Jersey",4146,15.3
34013000700,653282,0,34,"Census Tract 7, Essex County, New Jersey",6530,16.97
34013000800,382013,0,34,"Census Tract 8, Essex County, New Jersey",5089,9.15
34013000900,328056,0,34,"Census Tract 9, Essex County, New Jersey",3210,6.42
34013001000,529858,0,34,"Census Tract 10, Essex County, New Jersey",4042,22.19
34013001100,569149,0,34,"Census Tract 11, Essex County, New Jersey",3377,9.76
34013001300,223286,0,34,"Census Tract 13, Essex County, New Jersey",2453,40.24
34013001400,332955,0,34,"Census Tract 14, Essex County, New Jersey",3492,9.15
34013001500,237650,0,34,"Census Tract 15, Essex County, New Jersey",2059,37.71
34013001600,261037,0,34,"Census Tract 16, Essex County, New Jersey",2042,12.03
34013001700,286405,0,34,"Census Tract 17, Essex County, New Jersey",2550,19.82
34013001800,694976,0,34,"Census Tract 18, Essex County, New Jersey",2390,3.01
34013001900,709181,0,34,"Census Tract 19, Essex County, New Jersey",2259,38.07
34013002000,406087,0,34,"Census Tract 20, Essex County, New Jersey",4138,28.38
34013002100,438393,0,34,"Census Tract 21, Essex County, New Jersey",2791,15.55
34013002202,433535,0,34,"Census Tract 22.02, Essex County, New Jersey",3369,14.87
34013002203,145405,0,34,"Census Tract 22.03, Essex County, New Jersey",6237,32.59
34013002204,368054,0,34,"Census Tract 22.04, Essex County, New Jersey",2379,12.8
34013002300,498553,0,34,"Census Tract 23, Essex County, New Jersey",5619,6.67
34013002400,386910,0,34,"Census Tract 24, Essex County, New Jersey",3844,16.53
34013002500,373350,0,34,"Census Tract 25, Essex County, New Jersey",5569,22.19
34013002600,206227,0,34,"Census Tract 26, Essex County, New Jersey",1813,11.66
34013002800,214167,0,34,"Census Tract 28, Essex County, New Jersey",2413,29.15
34013003100,267912,0,34,"Census Tract 31, Essex County, New Jersey",1941,32.09
34013003500,253692,0,34,"Census Tract 35, Essex County, New Jersey",3548,61.15
34013003700,329259,0,34,"Census Tract 37, Essex County, New Jersey",2657,49.84
34013003800,574740,0,34,"Census Tract 38, Essex County, New Jersey",1861,35.27
34013003900,308176,0,34,"Census Tract 39, Essex County, New Jersey",1366,40.61
34013004100,347849,0,34,"Census Tract 41, Essex County, New Jersey",3978,40.23
34013004200,290396,0,34,"Census Tract 42, Essex County, New Jersey",2702,10.18
34013004300,377481,0,34,"Census Tract 43, Essex County, New Jersey",2570,17.1
34013004400,221417,0,34,"Census Tract 44, Essex County, New Jersey",1676,22.07
34013004500,489028,0,34,"Census Tract 45, Essex County, New Jersey",3312,8.14
34013004600,394162,0,34,"Census Tract 46, Essex County, New Jersey",3970,29.4
34013004700,567566,0,34,"Census Tract 47, Essex County, New Jersey",4674,5.25
34013004801,168089,0,34,"Census Tract 48.01, Essex County, New Jersey",2627,18.69
34013004802,3074477,0,34,"Census Tract 48.02, Essex County, New Jersey",3702,31.78
34013004900,394145,0,34,"Census Tract 49, Essex County, New Jersey",3932,35.07
34013005000,797751,0,34,"Census Tract 50, Essex County, New Jersey",3199,14.22
34013005100,308433,0,34,"Census Tract 51, Essex County, New Jersey",2816,16.12
34013005200,268640,0,34,"Census Tract 52, Essex County, New Jersey",2040,27.92
34013005300,320466,0,34,"Census Tract 53, Essex County, New Jersey",3348,20.12
34013005400,351901,0,34,"Census Tract 54, Essex County, New Jersey",4208,60.12
34013005700,864418,0,34,"Census Tract 57, Essex County, New Jersey",2783,35.58
34013006200,235825,0,34,"Census Tract 62, Essex County, New Jersey",1917,60.4
34013006400,309843,0,34,"Census Tract 64, Essex County, New Jersey",1376,16.88
34013006600,161941,0,34,"Census Tract 66, Essex County, New Jersey",1923,24.65
34013006700,326878,0,34,"Census Tract 67, Essex County, New Jersey",3659,4.95
34013006800,1171730,0,34,"Census Tract 68, Essex County, New Jersey",6411,15.73
34013006900,360629,0,34,"Census Tract 69, Essex County, New Jersey",5295,24.84
34013007000,397128,0,34,"Census Tract 70, Essex County, New Jersey",4742,20.17
34013007100,385859,0,34,"Census Tract 71, Essex County, New Jersey",4040,19.82
34013007200,203449,0,34,"Census Tract 72, Essex County, New Jersey",4018,7.37
34013007300,411830,0,34,"Census Tract 73, Essex County, New Jersey",4995,15.23
34013007400,3708900,665362,34,"Census Tract 74, Essex County, New Jersey",6440,15.46
34013007501,1962291,352066,34,"Census Tract 75.01, Essex County, New Jersey",4763,25.47
34013007502,1690702,82608,34,"Census Tract 75.02, Essex County, New Jersey",3258,24.92
34013007600,194441,0,34,"Census Tract 76, Essex County, New Jersey",3976,16.04
34013007700,198946,0,34,"Census Tract 77, Essex County, New Jersey",2886,10.62
34013007800,197685,0,34,"Census Tract 78, Essex County, New Jersey",3835,20.39
34013007900,468606,29821,34,"Census Tract 79, Essex County, New Jersey",4622,16.1
34013008000,847976,16698,34,"Census Tract 80, Essex County, New Jersey",2736,3.74
34013008100,806564,0,34,"Census Tract 81, Essex County, New Jersey",3815,7.39
34013008200,429045,0,34,"Census Tract 82, Essex County, New Jersey",2416,34.84
34013008700,511847,17246,34,"Census Tract 87, Essex County, New Jersey",4094,4.4
34013008800,154461,0,34,"Census Tract 88, Essex County, New Jersey",2073,3.52
34013008900,137212,0,34,"Census Tract 89, Essex County, New Jersey",1898,25.76
34013009000,395369,58937,34,"Census Tract 90, Essex County, New Jersey",1786,8.31
34013009100,442720,39927,34,"Census Tract 91, Essex County, New Jersey",3997,7.9
34013009200,370972,34248,34,"Census Tract 92, Essex County, New Jersey",3326,27.21
34013009300,552903,0,34,"Census Tract 93, Essex County, New Jersey",5162,31.76
34013009400,622913,0,34,"Census Tract 94, Essex County, New Jersey",5764,28.37
34013009500,603392,0,34,"Census Tract 95, Essex County, New Jersey",6717,5.78
34013009600,1089630,139142,34,"Census Tract 96, Essex County, New Jersey",5245,26.36
34013009700,410689,1472,34,"Census Tract 97, Essex County, New Jersey",5619,12.08
34013009900,437611,0,34,"Census Tract 99, Essex County, New Jersey",2330,1.78
34013010000,794179,0,34,"Census Tract 100, Essex County, New Jersey",3680,4.76
34013010100,761270,0,34,"Census Tract 101, Essex County, New Jersey",2600,9.94
34013010200,956900,0,34,"Census Tract 102, Essex County, New Jersey",4544,4.2
34013010300,583934,0,34,"Census Tract 103, Essex County, New Jersey",4168,12.47
34013010400,607052,0,34,"Census Tract 104, Essex County, New Jersey",4610,21.68
34013010500,489573,0,34,"Census Tract 105, Essex County, New Jersey",5742,7.39
34013010600,490320,0,34,"Census Tract 106, Essex County, New Jersey",5192,28.39
34013010700,464231,0,34,"Census Tract 107, Essex County, New Jersey",4357,12.96
34013010800,252323,0,34,"Census Tract 108, Essex County, New Jersey",3054,24.71
34013010900,993008,0,34,"Census Tract 109, Essex County, New Jersey",1915,18.5
34013011100,248423,0,34,"Census Tract 111, Essex County, New Jersey",3965,35.34
34013011200,460955,0,34,"Census Tract 112, Essex County, New Jersey",2865,9.87
34013011300,519591,0,34,"Census Tract 113, Essex County, New Jersey",3993,7.33
34013011400,592524,0,34,"Census Tract 114, Essex County, New Jersey",4054,7.88
34013011500,337248,0,34,"Census Tract 115, Essex County, New Jersey",2884,13.62
34013011600,303264,0,34,"Census Tract 116, Essex County, New Jersey",3612,7.83
34013011700,573069,0,34,"Census Tract 117, Essex County, New Jersey",2973,19.19
34013011800,306936,0,34,"Census Tract 118, Essex County, New Jersey",2645,13.38
34013011900,345499,0,34,"Census Tract 119, Essex County, New Jersey",1856,20.3
34013012000,945101,0,34,"Census Tract 120, Essex County, New Jersey",7363,12.55
34013012100,354751,0,34,"Census Tract 121, Essex County, New Jersey",4148,8.92
34013012200,601505,0,34,"Census Tract 122, Essex County, New Jersey",6788,5.32
34013012300,617151,0,34,"Census Tract 123, Essex County, New Jersey",4790,10.21
34013012400,594247,0,34,"Census Tract 124, Essex County, New Jersey",4223,28.16
34013012500,420799,0,34,"Census Tract 125, Essex County, New Jersey",3570,3.21
34013012600,389420,0,34,"Census Tract 126, Essex County, New Jersey",3381,16.02
34013012700,617383,0,34,"Census Tract 127, Essex County, New Jersey",3793,22.16
34013012800,592354,0,34,"Census Tract 128, Essex County, New Jersey",4156,20.87
34013012900,487742,5417,34,"Census Tract 129, Essex County, New Jersey",3983,16.86
34013013000,109870,0,34,"Census Tract 130, Essex County, New Jersey",2459,0
34013013100,718841,0,34,"Census Tract 131, Essex County, New Jersey",2509,10.79
34013013200,327929,0,34,"Census Tract 132, Essex County, New Jersey",3016,18.97
34013013300,425179,0,34,"Census Tract 133, Essex County, New Jersey",4299,16.52
34013013400,1537644,5828,34,"Census Tract 134, Essex County, New Jersey",3942,0.49
34013013500,1528812,12834,34,"Census Tract 135, Essex County, New Jersey",4594,4.79
34013013600,1701812,94870,34,"Census Tract 136, Essex County, New Jersey",6968,1.8
34013013700,1176528,8937,34,"Census Tract 137, Essex County, New Jersey",4870,7.91
34013013800,1300780,0,34,"Census Tract 138, Essex County, New Jersey",4280,0
34013013900,1487706,0,34,"Census Tract 139, Essex County, New Jersey",5113,9.41
34013014000,1218006,0,34,"Census Tract 140, Essex County, New Jersey",3916,0
34013014100,1075579,0,34,"Census Tract 141, Essex County, New Jersey",3766,5.16
34013014200,905967,0,34,"Census Tract 142, Essex County, New Jersey",4384,5.81
34013014300,840829,0,34,"Census Tract 143, Essex County, New Jersey",6166,12.12
34013014400,1568383,138360,34,"Census Tract 144, Essex County, New Jersey",3982,11.23
34013014500,922282,10326,34,"Census Tract 145, Essex County, New Jersey",3968,9.59
34013014600,735330,8784,34,"Census Tract 146, Essex County, New Jersey",5101,13.17
34013014700,1269780,20449,34,"Census Tract 147, Essex County, New Jersey",6473,8.5
34013014800,1688192,3155,34,"Census Tract 148, Essex County, New Jersey",3478,3.85
34013014900,2140167,7757,34,"Census Tract 149, Essex County, New Jersey",4913,1.11
34013015000,1394616,6893,34,"Census Tract 150, Essex County, New Jersey",3657,3.38
34013015100,1100746,13422,34,"Census Tract 151, Essex County, New Jersey",4905,4.14
34013015200,927380,0,34,"Census Tract 152, Essex County, New Jersey",4463,9
34013015300,1180259,0,34,"Census Tract 153, Essex County, New Jersey",3178,3.83
34013015400,1272880,2136,34,"Census Tract 154, Essex County, New Jersey",6161,9.67
34013015500,868794,15735,34,"Census Tract 155, Essex County, New Jersey",4491,6.3
34013015600,976011,13690,34,"Census Tract 156, Essex County, New Jersey",4631,1.6
34013015700,593557,0,34,"Census Tract 157, Essex County, New Jersey",2835,0
34013015800,779227,436,34,"Census Tract 158, Essex County, New Jersey",4304,8.94
34013015900,900738,0,34,"Census Tract 159, Essex County, New Jersey",5958,21.07
34013016000,3301621,12037,34,"Census Tract 160, Essex County, New Jersey",7827,0
34013016100,2050770,0,34,"Census Tract 161, Essex County, New Jersey",3729,1.07
34013016200,1948562,1990,34,"Census Tract 162, Essex County, New Jersey",3872,1.59
34013016300,1527377,0,34,"Census Tract 163, Essex County, New Jersey",3606,0.72
34013016400,2232910,12537,34,"Census Tract 164, Essex County, New Jersey",3884,1.69
34013016500,1695101,0,34,"Census Tract 165, Essex County, New Jersey",3999,6.3
34013016600,668296,0,34,"Census Tract 166, Essex County, New Jersey",2747,1.99
34013016700,510283,0,34,"Census Tract 167, Essex County, New Jersey",2666,9.25
34013016800,749914,0,34,"Census Tract 168, Essex County, New Jersey",4271,1.9
34013016900,2237828,0,34,"Census Tract 169, Essex County, New Jersey",3017,4.18
34013017000,1070050,0,34,"Census Tract 170, Essex County, New Jersey",2680,1.8
34013017100,437409,2798,34,"Census Tract 171, Essex County, New Jersey",2039,23.44
34013017200,1027626,0,34,"Census Tract 172, Essex County, New Jersey",3363,3.03
34013017301,4401118,10142,34,"Census Tract 173.01, Essex County, New Jersey",5302,0.83
34013017302,6324411,1453,34,"Census Tract 173.02, Essex County, New Jersey",7485,9.55
34013017400,7137606,27066,34,"Census Tract 174, Essex County, New Jersey",5186,2.99
34013017500,4647860,23765,34,"Census Tract 175, Essex County, New Jersey",5996,2.7
34013017600,812901,0,34,"Census Tract 176, Essex County, New Jersey",5523,8.65
34013017700,1003759,0,34,"Census Tract 177, Essex County, New Jersey",5120,8.24
34013017800,621593,0,34,"Census Tract 178, Essex County, New Jersey",3694,6.17
34013017900,1167241,0,34,"Census Tract 179, Essex County, New Jersey",3680,0.59
34013018000,4971553,254763,34,"Census Tract 180, Essex County, New Jersey",6290,1.68
34013018100,557560,0,34,"Census Tract 181, Essex County, New Jersey",2161,10.63
34013018200,489203,0,34,"Census Tract 182, Essex County, New Jersey",4512,30.18
34013018300,576534,0,34,"Census Tract 183, Essex County, New Jersey",4577,12.58
34013018400,456623,0,34,"Census Tract 184, Essex County, New Jersey",2651,8.01
34013018600,1001358,0,34,"Census Tract 186, Essex County, New Jersey",5837,33.53
34013018700,856790,5154,34,"Census Tract 187, Essex County, New Jersey",5143,16.64
34013018800,1247165,0,34,"Census Tract 188, Essex County, New Jersey",4875,18.23
34013018900,545567,0,34,"Census Tract 189, Essex County, New Jersey",4217,10.12
34013019000,3010165,0,34,"Census Tract 190, Essex County, New Jersey",4941,1.65
34013019100,2209040,0,34,"Census Tract 191, Essex County, New Jersey",4716,2.49
34013019200,1029128,0,34,"Census Tract 192, Essex County, New Jersey",5049,0
34013019300,1122226,4806,34,"Census Tract 193, Essex County, New Jersey",3593,4.09
34013019400,3113784,8951,34,"Census Tract 194, Essex County, New Jersey",2986,1.58
34013019500,1518145,0,34,"Census Tract 195, Essex County, New Jersey",3862,0
34013019600,1604237,0,34,"Census Tract 196, Essex County, New Jersey",6344,2.04
34013019700,1228935,0,34,"Census Tract 197, Essex County, New Jersey",6816,0
34013019800,851422,0,34,"Census Tract 198, Essex County, New Jersey",2879,1.32
34013019900,1717114,0,34,"Census Tract 199, Essex County, New Jersey",2519,1.41
34013020000,9131984,1333333,34,"Census Tract 200, Essex County, New Jersey",6327,1.47
34013020100,10483155,112425,34,"Census Tract 201, Essex County, New Jersey",5245,1.23
34013020200,2201918,1319,34,"Census Tract 202, Essex County, New Jersey",5076,2.96
34013020300,2356725,3972,34,"Census Tract 203, Essex County, New Jersey",5145,9.06
34013020400,6426124,54142,34,"Census Tract 204, Essex County, New Jersey",4892,1.94
34013020500,6729912,2288,34,"Census Tract 205, Essex County, New Jersey",8210,0
34013020600,5660535,2745,34,"Census Tract 206, Essex County, New Jersey",5325,1.12
34013020700,2450093,4213,34,"Census Tract 207, Essex County, New Jersey",4627,1.26
34013020800,14436936,814684,34,"Census Tract 208, Essex County, New Jersey",8074,2.99
34013020901,3647513,15705,34,"Census Tract 209.01, Essex County, New Jersey",2320,0.31
34013020902,9369871,59871,34,"Census Tract 209.02, Essex County, New Jersey",6211,1.14
34013021000,3007961,2460,34,"Census Tract 210, Essex County, New Jersey",5634,3.79
34013021100,1937554,1370,34,"Census Tract 211, Essex County, New Jersey",5171,1.18
34013021200,2291470,50540,34,"Census Tract 212, Essex County, New Jersey",3636,2.78
34013021300,5933401,7198,34,"Census Tract 213, Essex County, New Jersey",6360,1.02
34013021400,5039946,312053,34,"Census Tract 214, Essex County, New Jersey",6892,2.22
34013021601,26225811,572417,34,"Census Tract 216.01, Essex County, New Jersey",7712,9.32
34013021602,7945473,13324,34,"Census Tract 216.02, Essex County, New Jersey",6622,2.24
34013021701,1208739,0,34,"Census Tract 217.01, Essex County, New Jersey",3868,5.14
34013021702,1842539,3295,34,"Census Tract 217.02, Essex County, New Jersey",5030,1.33
34013021801,3479985,31214,34,"Census Tract 218.01, Essex County, New Jersey",2825,3.3
34013021802,7444090,10423,34,"Census Tract 218.02, Essex County, New Jersey",3749,0
34013021803,2276138,0,34,"Census Tract 218.03, Essex County, New Jersey",4323,0.81
34013022700,499226,0,34,"Census Tract 227, Essex County, New Jersey",2725,33.55
34013022800,316630,0,34,"Census Tract 228, Essex County, New Jersey",1743,34.18
34013022900,1193764,47234,34,"Census Tract 229, Essex County, New Jersey",4914,30.89
34013023000,367018,0,34,"Census Tract 230, Essex County, New Jersey",3388,18.59
34013023100,478035,0,34,"Census Tract 231, Essex County, New Jersey",2408,15.25
34013023200,524193,0,34,"Census Tract 232, Essex County, New Jersey",3410,41.64
34013980100,1460681,2569,34,"Census Tract 9801, Essex County, New Jersey",2186,
34013980200,15536164,2993500,34,"Census Tract 9802, Essex County, New Jersey",0,
34015500100,2651428,926241,34,"Census Tract 5001, Gloucester County, New Jersey",4285,10.82
34015500201,7772045,2397144,34,"Census Tract 5002.01, Gloucester County, New Jersey",2386,2.18
34015500202,3459044,84818,34,"Census Tract 5002.02, Gloucester County, New Jersey",5114,4.65
34015500203,5541118,171690,34,"Census Tract 5002.03, Gloucester County, New Jersey",5972,1.43
34015500204,11364899,364505,34,"Census Tract 5002.04, Gloucester County, New Jersey",5476,3.15
34015500205,11640184,3329439,34,"Census Tract 5002.05, Gloucester County, New Jersey",3348,4.83
34015500300,2611252,1122125,34,"Census Tract 5003, Gloucester County, New Jersey",3043,3.22
34015500400,4984406,1826931,34,"Census Tract 5004, Gloucester County, New Jersey",6213,8.89
34015500500,23275568,7880372,34,"Census Tract 5005, Gloucester County, New Jersey",4942,2.65
34015500601,18668993,1069600,34,"Census Tract 5006.01, Gloucester County, New Jersey",7734,0.57
34015500602,18739326,140330,34,"Census Tract 5006.02, Gloucester County, New Jersey",4241,0
34015500702,11878785,81786,34,"Census Tract 5007.02, Gloucester County, New Jersey",5847,0.59
34015500703,19717934,75369,34,"Census Tract 5007.03, Gloucester County, New Jersey",1686,1.5
34015500704,3349030,50712,34,"Census Tract 5007.04, Gloucester County, New Jersey",3139,0
34015500705,6506278,11984,34,"Census Tract 5007.05, Gloucester County, New Jersey",4646,5.02
34015500800,2578702,40318,34,"Census Tract 5008, Gloucester County, New Jersey",2248,1.25
34015500900,3227605,16250,34,"Census Tract 5009, Gloucester County, New Jersey",3116,4
34015501001,1159181,7234,34,"Census Tract 5010.01, Gloucester County, New Jersey",1939,9.43
34015501002,2121689,143912,34,"Census Tract 5010.02, Gloucester County, New Jersey",3619,28.27
34015501003,1950250,63956,34,"Census Tract 5010.03, Gloucester County, New Jersey",4434,4.85
34015501101,3676329,55936,34,"Census Tract 5011.01, Gloucester County, New Jersey",3454,11.75
34015501102,8763853,308432,34,"Census Tract 5011.02, Gloucester County, New Jersey",6526,6.82
34015501103,10411794,147502,34,"Census Tract 5011.03, Gloucester County, New Jersey",5304,3.17
34015501104,2754431,13185,34,"Census Tract 5011.04, Gloucester County, New Jersey",3699,9.33
34015501105,3382918,0,34,"Census Tract 5011.05, Gloucester County, New Jersey",3108,0
34015501106,13173124,62100,34,"Census Tract 5011.06, Gloucester County, New Jersey",4350,3.31
34015501107,2725458,27770,34,"Census Tract 5011.07, Gloucester County, New Jersey",5664,10.77
34015501201,7218002,81524,34,"Census Tract 5012.01, Gloucester County, New Jersey",5600,0.74
34015501202,4209976,4584,34,"Census Tract 5012.02, Gloucester County, New Jersey",4676,1.37
34015501203,2997630,133630,34,"Census Tract 5012.03, Gloucester County, New Jersey",3630,8.64
34015501204,3321249,44249,34,"Census Tract 5012.04, Gloucester County, New Jersey",3803,2.53
34015501205,7588350,14081,34,"Census Tract 5012.05, Gloucester County, New Jersey",3528,1.59
34015501206,3773279,22025,34,"Census Tract 5012.06, Gloucester County, New Jersey",4557,1.35
34015501208,6906517,87611,34,"Census Tract 5012.08, Gloucester County, New Jersey",4228,6.28
34015501209,8823243,1996,34,"Census Tract 5012.09, Gloucester County, New Jersey",7200,4.13
34015501210,3219842,56175,34,"Census Tract 5012.10, Gloucester County, New Jersey",3628,0
34015501212,2807301,72730,34,"Census Tract 5012.12, Gloucester County, New Jersey",3712,10.93
34015501213,4421618,7146,34,"Census Tract 5012.13, Gloucester County, New Jersey",4399,4.06
34015501301,2571817,17928,34,"Census Tract 5013.01, Gloucester County, New Jersey",3499,0.73
34015501302,993751,0,34,"Census Tract 5013.02, Gloucester County, New Jersey",2512,2.3
34015501303,2179804,88145,34,"Census Tract 5013.03, Gloucester County, New Jersey",2823,0.98
34015501402,9924917,30135,34,"Census Tract 5014.02, Gloucester County, New Jersey",4025,14
34015501403,5984835,14199,34,"Census Tract 5014.03, Gloucester County, New Jersey",5222,8.77
34015501404,2000841,10545,34,"Census Tract 5014.04, Gloucester County, New Jersey",4890,4.35
34015501405,3059813,43808,34,"Census Tract 5014.05, Gloucester County, New Jersey",4341,1.88
34015501406,3168726,0,34,"Census Tract 5014.06, Gloucester County, New Jersey",4897,13.54
34015501501,11402713,212977,34,"Census Tract 5015.01, Gloucester County, New Jersey",3394,2.96
34015501502,6920748,263642,34,"Census Tract 5015.02, Gloucester County, New Jersey",5473,2.77
34015501603,6669588,1701,34,"Census Tract 5016.03, Gloucester County, New Jersey",5888,2.37
34015501604,9150570,1701,34,"Census Tract 5016.04, Gloucester County, New Jersey",6962,2.18
34015501605,51611464,544328,34,"Census Tract 5016.05, Gloucester County, New Jersey",4600,9.83
34015501606,24423210,701348,34,"Census Tract 5016.06, Gloucester County, New Jersey",7318,2.29
34015501608,7231880,36987,34,"Census Tract 5016.08, Gloucester County, New Jersey",6425,1.45
34015501609,21142853,25914,34,"Census Tract 5016.09, Gloucester County, New Jersey",6198,4.64
34015501701,33519345,14451,34,"Census Tract 5017.01, Gloucester County, New Jersey",5225,4.35
34015501702,51480686,434357,34,"Census Tract 5017.02, Gloucester County, New Jersey",2941,4.9
34015501703,32071132,408809,34,"Census Tract 5017.03, Gloucester County, New Jersey",4344,13.61
34015501704,27528718,584565,34,"Census Tract 5017.04, Gloucester County, New Jersey",3907,10.07
34015501800,4501732,7774,34,"Census Tract 5018, Gloucester County, New Jersey",1811,3.65
34015501900,49616336,465006,34,"Census Tract 5019, Gloucester County, New Jersey",4426,0.43
