"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003
"34035052100","Census Tract 521","Census Tract 521, Somerset County, New Jersey","nj","140","00","ACSSF","0003194",,,,,"34","035",,,,"052100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052100",,,"11415196","19554",1621,89,1532,5.49,94.51
"34035052201","Census Tract 522.01","Census Tract 522.01, Somerset County, New Jersey","nj","140","00","ACSSF","0003195",,,,,"34","035",,,,"052201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052201",,,"19557513","103789",1073,11,1062,1.03,98.97
"34035052203","Census Tract 522.03","Census Tract 522.03, Somerset County, New Jersey","nj","140","00","ACSSF","0003196",,,,,"34","035",,,,"052203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052203",,,"14319502","14132",1289,21,1268,1.63,98.37
"34035052204","Census Tract 522.04","Census Tract 522.04, Somerset County, New Jersey","nj","140","00","ACSSF","0003197",,,,,"34","035",,,,"052204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052204",,,"16798228","66137",1227,80,1147,6.52,93.48
"34035052300","Census Tract 523","Census Tract 523, Somerset County, New Jersey","nj","140","00","ACSSF","0003198",,,,,"34","035",,,,"052300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052300",,,"15580580","71737",1318,43,1275,3.26,96.74
"34035052400","Census Tract 524","Census Tract 524, Somerset County, New Jersey","nj","140","00","ACSSF","0003199",,,,,"34","035",,,,"052400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052400",,,"15651376","126195",1371,0,1371,0,100
"34035052601","Census Tract 526.01","Census Tract 526.01, Somerset County, New Jersey","nj","140","00","ACSSF","0003200",,,,,"34","035",,,,"052601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052601",,,"27272120","52535",2638,18,2620,0.68,99.32
"34035052603","Census Tract 526.03","Census Tract 526.03, Somerset County, New Jersey","nj","140","00","ACSSF","0003201",,,,,"34","035",,,,"052603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052603",,,"7259763","94166",796,71,725,8.92,91.08
"34035052700","Census Tract 527","Census Tract 527, Somerset County, New Jersey","nj","140","00","ACSSF","0003202",,,,,"34","035",,,,"052700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052700",,,"33243864","193274",1969,38,1931,1.93,98.07
"34035052800","Census Tract 528","Census Tract 528, Somerset County, New Jersey","nj","140","00","ACSSF","0003203",,,,,"34","035",,,,"052800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052800",,,"14817953","110143",650,23,627,3.54,96.46
"34035052901","Census Tract 529.01","Census Tract 529.01, Somerset County, New Jersey","nj","140","00","ACSSF","0003204",,,,,"34","035",,,,"052901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052901",,,"12565301","223979",177,13,164,7.34,92.66
"34035052903","Census Tract 529.03","Census Tract 529.03, Somerset County, New Jersey","nj","140","00","ACSSF","0003205",,,,,"34","035",,,,"052903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052903",,,"3723250","19766",846,60,786,7.09,92.91
"34035052904","Census Tract 529.04","Census Tract 529.04, Somerset County, New Jersey","nj","140","00","ACSSF","0003206",,,,,"34","035",,,,"052904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035052904",,,"63928987","648720",382,26,356,6.81,93.19
"34035053000","Census Tract 530","Census Tract 530, Somerset County, New Jersey","nj","140","00","ACSSF","0003207",,,,,"34","035",,,,"053000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053000",,,"1669693","246557",1082,0,1082,0,100
"34035053102","Census Tract 531.02","Census Tract 531.02, Somerset County, New Jersey","nj","140","00","ACSSF","0003208",,,,,"34","035",,,,"053102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053102",,,"1631296","151761",731,71,660,9.71,90.29
"34035053103","Census Tract 531.03","Census Tract 531.03, Somerset County, New Jersey","nj","140","00","ACSSF","0003209",,,,,"34","035",,,,"053103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053103",,,"4047078","0",1242,162,1080,13.04,86.96
"34035053105","Census Tract 531.05","Census Tract 531.05, Somerset County, New Jersey","nj","140","00","ACSSF","0003210",,,,,"34","035",,,,"053105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053105",,,"5299207","192973",1444,0,1444,0,100
"34035053200","Census Tract 532","Census Tract 532, Somerset County, New Jersey","nj","140","00","ACSSF","0003211",,,,,"34","035",,,,"053200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053200",,,"3145759","0",1150,106,1044,9.22,90.78
"34035053300","Census Tract 533","Census Tract 533, Somerset County, New Jersey","nj","140","00","ACSSF","0003212",,,,,"34","035",,,,"053300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053300",,,"2365913","0",1517,260,1257,17.14,82.86
"34035053402","Census Tract 534.02","Census Tract 534.02, Somerset County, New Jersey","nj","140","00","ACSSF","0003213",,,,,"34","035",,,,"053402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053402",,,"32917428","612480",1323,0,1323,0,100
"34035053403","Census Tract 534.03","Census Tract 534.03, Somerset County, New Jersey","nj","140","00","ACSSF","0003214",,,,,"34","035",,,,"053403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053403",,,"2128969","4064",853,43,810,5.04,94.96
"34035053404","Census Tract 534.04","Census Tract 534.04, Somerset County, New Jersey","nj","140","00","ACSSF","0003215",,,,,"34","035",,,,"053404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053404",,,"35091591","259191",2488,13,2475,0.52,99.48
"34035053501","Census Tract 535.01","Census Tract 535.01, Somerset County, New Jersey","nj","140","00","ACSSF","0003216",,,,,"34","035",,,,"053501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053501",,,"18914775","509036",610,14,596,2.3,97.7
"34035053602","Census Tract 536.02","Census Tract 536.02, Somerset County, New Jersey","nj","140","00","ACSSF","0003217",,,,,"34","035",,,,"053602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053602",,,"27282748","338637",1491,157,1334,10.53,89.47
"34035053603","Census Tract 536.03","Census Tract 536.03, Somerset County, New Jersey","nj","140","00","ACSSF","0003218",,,,,"34","035",,,,"053603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053603",,,"11342979","102712",1116,0,1116,0,100
"34035053604","Census Tract 536.04","Census Tract 536.04, Somerset County, New Jersey","nj","140","00","ACSSF","0003219",,,,,"34","035",,,,"053604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053604",,,"13363103","148972",643,7,636,1.09,98.91
"34035053703","Census Tract 537.03","Census Tract 537.03, Somerset County, New Jersey","nj","140","00","ACSSF","0003220",,,,,"34","035",,,,"053703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053703",,,"53298616","262999",803,29,774,3.61,96.39
"34035053704","Census Tract 537.04","Census Tract 537.04, Somerset County, New Jersey","nj","140","00","ACSSF","0003221",,,,,"34","035",,,,"053704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053704",,,"5013207","16315",688,0,688,0,100
"34035053705","Census Tract 537.05","Census Tract 537.05, Somerset County, New Jersey","nj","140","00","ACSSF","0003222",,,,,"34","035",,,,"053705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053705",,,"3224997","17855",1198,0,1198,0,100
"34035053706","Census Tract 537.06","Census Tract 537.06, Somerset County, New Jersey","nj","140","00","ACSSF","0003223",,,,,"34","035",,,,"053706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053706",,,"12326124","102810",1350,9,1341,0.67,99.33
"34035053707","Census Tract 537.07","Census Tract 537.07, Somerset County, New Jersey","nj","140","00","ACSSF","0003224",,,,,"34","035",,,,"053707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053707",,,"15391468","228792",836,0,836,0,100
"34035053801","Census Tract 538.01","Census Tract 538.01, Somerset County, New Jersey","nj","140","00","ACSSF","0003225",,,,,"34","035",,,,"053801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053801",,,"1762709","52339",149,0,149,0,100
"34035053803","Census Tract 538.03","Census Tract 538.03, Somerset County, New Jersey","nj","140","00","ACSSF","0003226",,,,,"34","035",,,,"053803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053803",,,"25231626","136240",2219,112,2107,5.05,94.95
"34035053804","Census Tract 538.04","Census Tract 538.04, Somerset County, New Jersey","nj","140","00","ACSSF","0003227",,,,,"34","035",,,,"053804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053804",,,"10097664","317791",1334,102,1232,7.65,92.35
"34035053805","Census Tract 538.05","Census Tract 538.05, Somerset County, New Jersey","nj","140","00","ACSSF","0003228",,,,,"34","035",,,,"053805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053805",,,"16866178","177932",698,0,698,0,100
"34035053901","Census Tract 539.01","Census Tract 539.01, Somerset County, New Jersey","nj","140","00","ACSSF","0003229",,,,,"34","035",,,,"053901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053901",,,"1581982","8439",138,0,138,0,100
"34035053904","Census Tract 539.04","Census Tract 539.04, Somerset County, New Jersey","nj","140","00","ACSSF","0003230",,,,,"34","035",,,,"053904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053904",,,"11155574","148007",983,0,983,0,100
"34035053905","Census Tract 539.05","Census Tract 539.05, Somerset County, New Jersey","nj","140","00","ACSSF","0003231",,,,,"34","035",,,,"053905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035053905",,,"8691204","67229",1770,29,1741,1.64,98.36
"34035054100","Census Tract 541","Census Tract 541, Somerset County, New Jersey","nj","140","00","ACSSF","0003232",,,,,"34","035",,,,"054100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035054100",,,"12498288","55503",2174,58,2116,2.67,97.33
"34035054201","Census Tract 542.01","Census Tract 542.01, Somerset County, New Jersey","nj","140","00","ACSSF","0003233",,,,,"34","035",,,,"054201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035054201",,,"21194745","86426",1796,165,1631,9.19,90.81
"34035054202","Census Tract 542.02","Census Tract 542.02, Somerset County, New Jersey","nj","140","00","ACSSF","0003234",,,,,"34","035",,,,"054202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035054202",,,"42615218","149047",1474,44,1430,2.99,97.01
"34035054300","Census Tract 543","Census Tract 543, Somerset County, New Jersey","nj","140","00","ACSSF","0003235",,,,,"34","035",,,,"054300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34035054300",,,"14038478","120777",1180,0,1180,0,100
"34037371000","Census Tract 3710","Census Tract 3710, Sussex County, New Jersey","nj","140","00","ACSSF","0003236",,,,,"34","037",,,,"371000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371000",,,"117147401","3618805",714,8,706,1.12,98.88
"34037371100","Census Tract 3711","Census Tract 3711, Sussex County, New Jersey","nj","140","00","ACSSF","0003237",,,,,"34","037",,,,"371100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371100",,,"86983373","691066",860,70,790,8.14,91.86
"34037371200","Census Tract 3712","Census Tract 3712, Sussex County, New Jersey","nj","140","00","ACSSF","0003238",,,,,"34","037",,,,"371200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371200",,,"1536014","79446",296,72,224,24.32,75.68
"34037371300","Census Tract 3713","Census Tract 3713, Sussex County, New Jersey","nj","140","00","ACSSF","0003239",,,,,"34","037",,,,"371300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371300",,,"32333586","496389",633,50,583,7.9,92.1
"34037371400","Census Tract 3714","Census Tract 3714, Sussex County, New Jersey","nj","140","00","ACSSF","0003240",,,,,"34","037",,,,"371400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371400",,,"26575450","236148",608,5,603,0.82,99.18
"34037371502","Census Tract 3715.02","Census Tract 3715.02, Sussex County, New Jersey","nj","140","00","ACSSF","0003241",,,,,"34","037",,,,"371502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371502",,,"37372629","3918820",840,21,819,2.5,97.5
"34037371503","Census Tract 3715.03","Census Tract 3715.03, Sussex County, New Jersey","nj","140","00","ACSSF","0003242",,,,,"34","037",,,,"371503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371503",,,"34599228","493899",608,0,608,0,100
"34037371600","Census Tract 3716","Census Tract 3716, Sussex County, New Jersey","nj","140","00","ACSSF","0003243",,,,,"34","037",,,,"371600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371600",,,"25451115","383138",463,48,415,10.37,89.63
"34037371700","Census Tract 3717","Census Tract 3717, Sussex County, New Jersey","nj","140","00","ACSSF","0003244",,,,,"34","037",,,,"371700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371700",,,"18772395","559606",1212,25,1187,2.06,97.94
"34037371800","Census Tract 3718","Census Tract 3718, Sussex County, New Jersey","nj","140","00","ACSSF","0003245",,,,,"34","037",,,,"371800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371800",,,"85912632","1192997",1511,48,1463,3.18,96.82
"34037371900","Census Tract 3719","Census Tract 3719, Sussex County, New Jersey","nj","140","00","ACSSF","0003246",,,,,"34","037",,,,"371900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037371900",,,"169819715","3570480",351,0,351,0,100
"34037372000","Census Tract 3720","Census Tract 3720, Sussex County, New Jersey","nj","140","00","ACSSF","0003247",,,,,"34","037",,,,"372000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372000",,,"39425153","1622726",500,43,457,8.6,91.4
"34037372100","Census Tract 3721","Census Tract 3721, Sussex County, New Jersey","nj","140","00","ACSSF","0003248",,,,,"34","037",,,,"372100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372100",,,"24207352","740187",291,35,256,12.03,87.97
"34037372200","Census Tract 3722","Census Tract 3722, Sussex County, New Jersey","nj","140","00","ACSSF","0003249",,,,,"34","037",,,,"372200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372200",,,"21711938","3381769",376,0,376,0,100
"34037372300","Census Tract 3723","Census Tract 3723, Sussex County, New Jersey","nj","140","00","ACSSF","0003250",,,,,"34","037",,,,"372300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372300",,,"67562395","311241",881,110,771,12.49,87.51
"34037372400","Census Tract 3724","Census Tract 3724, Sussex County, New Jersey","nj","140","00","ACSSF","0003251",,,,,"34","037",,,,"372400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372400",,,"46317861","225998",461,38,423,8.24,91.76
"34037372500","Census Tract 3725","Census Tract 3725, Sussex County, New Jersey","nj","140","00","ACSSF","0003252",,,,,"34","037",,,,"372500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372500",,,"22072023","80357",700,0,700,0,100
"34037372600","Census Tract 3726","Census Tract 3726, Sussex County, New Jersey","nj","140","00","ACSSF","0003253",,,,,"34","037",,,,"372600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372600",,,"60767339","1637962",851,0,851,0,100
"34037372700","Census Tract 3727","Census Tract 3727, Sussex County, New Jersey","nj","140","00","ACSSF","0003254",,,,,"34","037",,,,"372700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372700",,,"2964811","61923",625,41,584,6.56,93.44
"34037372800","Census Tract 3728","Census Tract 3728, Sussex County, New Jersey","nj","140","00","ACSSF","0003255",,,,,"34","037",,,,"372800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372800",,,"4687084","160363",302,37,265,12.25,87.75
"34037372900","Census Tract 3729","Census Tract 3729, Sussex County, New Jersey","nj","140","00","ACSSF","0003256",,,,,"34","037",,,,"372900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037372900",,,"6595123","24757",743,56,687,7.54,92.46
"34037373000","Census Tract 3730","Census Tract 3730, Sussex County, New Jersey","nj","140","00","ACSSF","0003257",,,,,"34","037",,,,"373000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373000",,,"5707301","112705",445,85,360,19.1,80.9
"34037373100","Census Tract 3731","Census Tract 3731, Sussex County, New Jersey","nj","140","00","ACSSF","0003258",,,,,"34","037",,,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373100",,,"45230358","860142",1748,54,1694,3.09,96.91
"34037373200","Census Tract 3732","Census Tract 3732, Sussex County, New Jersey","nj","140","00","ACSSF","0003259",,,,,"34","037",,,,"373200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373200",,,"32174226","1265020",845,27,818,3.2,96.8
"34037373300","Census Tract 3733","Census Tract 3733, Sussex County, New Jersey","nj","140","00","ACSSF","0003260",,,,,"34","037",,,,"373300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373300",,,"10819666","220860",866,9,857,1.04,98.96
"34037373400","Census Tract 3734","Census Tract 3734, Sussex County, New Jersey","nj","140","00","ACSSF","0003261",,,,,"34","037",,,,"373400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373400",,,"7050647","2875454",1330,18,1312,1.35,98.65
"34037373500","Census Tract 3735","Census Tract 3735, Sussex County, New Jersey","nj","140","00","ACSSF","0003262",,,,,"34","037",,,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373500",,,"23260347","885495",478,0,478,0,100
"34037373600","Census Tract 3736","Census Tract 3736, Sussex County, New Jersey","nj","140","00","ACSSF","0003263",,,,,"34","037",,,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373600",,,"32144486","1090919",693,7,686,1.01,98.99
"34037373700","Census Tract 3737","Census Tract 3737, Sussex County, New Jersey","nj","140","00","ACSSF","0003264",,,,,"34","037",,,,"373700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373700",,,"3820499","38566",617,252,365,40.84,59.16
"34037373800","Census Tract 3738","Census Tract 3738, Sussex County, New Jersey","nj","140","00","ACSSF","0003265",,,,,"34","037",,,,"373800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373800",,,"4882120","17862",671,19,652,2.83,97.17
"34037373900","Census Tract 3739","Census Tract 3739, Sussex County, New Jersey","nj","140","00","ACSSF","0003266",,,,,"34","037",,,,"373900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037373900",,,"69719336","3446085",723,96,627,13.28,86.72
"34037374000","Census Tract 3740","Census Tract 3740, Sussex County, New Jersey","nj","140","00","ACSSF","0003267",,,,,"34","037",,,,"374000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374000",,,"45687477","711575",778,140,638,17.99,82.01
"34037374100","Census Tract 3741","Census Tract 3741, Sussex County, New Jersey","nj","140","00","ACSSF","0003268",,,,,"34","037",,,,"374100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374100",,,"41526880","705908",865,108,757,12.49,87.51
"34037374200","Census Tract 3742","Census Tract 3742, Sussex County, New Jersey","nj","140","00","ACSSF","0003269",,,,,"34","037",,,,"374200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374200",,,"19920248","1296709",443,15,428,3.39,96.61
"34037374300","Census Tract 3743","Census Tract 3743, Sussex County, New Jersey","nj","140","00","ACSSF","0003270",,,,,"34","037",,,,"374300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374300",,,"16333250","1148151",629,0,629,0,100
"34037374400","Census Tract 3744","Census Tract 3744, Sussex County, New Jersey","nj","140","00","ACSSF","0003271",,,,,"34","037",,,,"374400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374400",,,"19292367","669797",472,8,464,1.69,98.31
"34037374500","Census Tract 3745","Census Tract 3745, Sussex County, New Jersey","nj","140","00","ACSSF","0003272",,,,,"34","037",,,,"374500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374500",,,"17112898","977568",304,0,304,0,100
"34037374600","Census Tract 3746","Census Tract 3746, Sussex County, New Jersey","nj","140","00","ACSSF","0003273",,,,,"34","037",,,,"374600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374600",,,"4759611","662690",835,32,803,3.83,96.17
"34037374700","Census Tract 3747","Census Tract 3747, Sussex County, New Jersey","nj","140","00","ACSSF","0003274",,,,,"34","037",,,,"374700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374700",,,"3701872","2409637",711,23,688,3.23,96.77
"34037374800","Census Tract 3748","Census Tract 3748, Sussex County, New Jersey","nj","140","00","ACSSF","0003275",,,,,"34","037",,,,"374800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374800",,,"5541896","424758",686,20,666,2.92,97.08
"34037374900","Census Tract 3749","Census Tract 3749, Sussex County, New Jersey","nj","140","00","ACSSF","0003276",,,,,"34","037",,,,"374900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34037374900",,,"1979625","0",855,92,763,10.76,89.24
"34039030200","Census Tract 302","Census Tract 302, Union County, New Jersey","nj","140","00","ACSSF","0003277",,,,,"34","039",,,,"030200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34039030200",,,"396855","0",1074,317,757,29.52,70.48
"34039030400","Census Tract 304","Census Tract 304, Union County, New Jersey","nj","140","00","ACSSF","0003278",,,,,"34","039",,,,"030400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34039030400",,,"538486","0",1957,701,1256,35.82,64.18
"34039030500","Census Tract 305","Census Tract 305, Union County, New Jersey","nj","140","00","ACSSF","0003279",,,,,"34","039",,,,"030500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34039030500",,,"943692","39077",1501,324,1177,21.59,78.41
"34039030600","Census Tract 306","Census Tract 306, Union County, New Jersey","nj","140","00","ACSSF","0003280",,,,,"34","039",,,,"030600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34039030600",,,"1688960","234422",875,254,621,29.03,70.97
"34039030701","Census Tract 307.01","Census Tract 307.01, Union County, New Jersey","nj","140","00","ACSSF","0003281",,,,,"34","039",,,,"030701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34039030701",,,"324112","0",435,88,347,20.23,79.77
"34039030702","Census Tract 307.02","Census Tract 307.02, Union County, New Jersey","nj","140","00","ACSSF","0003282",,,,,"34","039",,,,"030702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34039030702",,,"779315","2296",2439,354,2085,14.51,85.49
"34039030802","Census Tract 308.02","Census Tract 308.02, Union County, New Jersey","nj","140","00","ACSSF","0003283",,,,,"34","039",,,,"030802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34039030802",,,"601392","19398",719,263,456,36.58,63.42
"34039030900","Census Tract 309","Census Tract 309, Union County, New Jersey","nj","140","00","ACSSF","0003284",,,,,"34","039",,,,"030900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34039030900",,,"760387","20306",1829,320,1509,17.5,82.5
"34039031000","Census Tract 310","Census Tract 310, Union County, New Jersey","nj","140","00","ACSSF","0003285",,,,,"34","039",,,,"031000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34039031000",,,"280707","0",1283,464,819,36.17,63.83
