FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Total_Pop,Perc_Pov
09120073100,2887276,22088,9,"Census Tract 731, Greater Bridgeport Planning Region, Connecticut",4877,9.78
09120073200,877230,0,9,"Census Tract 732, Greater Bridgeport Planning Region, Connecticut",3999,25.53
09120073300,502620,0,9,"Census Tract 733, Greater Bridgeport Planning Region, Connecticut",3222,14.56
09120073400,1241390,20085,9,"Census Tract 734, Greater Bridgeport Planning Region, Connecticut",3183,23.09
09120073500,444174,17207,9,"Census Tract 735, Greater Bridgeport Planning Region, Connecticut",3098,25.71
09120073600,269194,0,9,"Census Tract 736, Greater Bridgeport Planning Region, Connecticut",2139,24.75
09120073700,881822,4891,9,"Census Tract 737, Greater Bridgeport Planning Region, Connecticut",4410,25.88
09120073800,527984,5532,9,"Census Tract 738, Greater Bridgeport Planning Region, Connecticut",1907,38.99
09120073900,510134,34332,9,"Census Tract 739, Greater Bridgeport Planning Region, Connecticut",3280,22.67
09120074000,944567,287380,9,"Census Tract 740, Greater Bridgeport Planning Region, Connecticut",2044,19.39
09120074300,1372825,80504,9,"Census Tract 743, Greater Bridgeport Planning Region, Connecticut",3987,33.96
09120074400,1951522,1929317,9,"Census Tract 744, Greater Bridgeport Planning Region, Connecticut",4326,20.76
09120080100,1198442,0,9,"Census Tract 801, Greater Bridgeport Planning Region, Connecticut",4664,9.58
09120080200,1338468,2977,9,"Census Tract 802, Greater Bridgeport Planning Region, Connecticut",3546,13.7
09120080400,3649098,98374,9,"Census Tract 804, Greater Bridgeport Planning Region, Connecticut",4451,3.49
09120080500,8345990,3881238,9,"Census Tract 805, Greater Bridgeport Planning Region, Connecticut",3795,5.98
09120080600,1707445,594288,9,"Census Tract 806, Greater Bridgeport Planning Region, Connecticut",2833,11.01
09120080700,1750427,283029,9,"Census Tract 807, Greater Bridgeport Planning Region, Connecticut",1952,2.26
09120080800,3268077,629719,9,"Census Tract 808, Greater Bridgeport Planning Region, Connecticut",5104,2.04
09120080900,1848471,0,9,"Census Tract 809, Greater Bridgeport Planning Region, Connecticut",5084,2.93
09120081000,2795938,0,9,"Census Tract 810, Greater Bridgeport Planning Region, Connecticut",4681,3.1
09120081100,3366225,0,9,"Census Tract 811, Greater Bridgeport Planning Region, Connecticut",4745,2.38
09120081200,6000772,435905,9,"Census Tract 812, Greater Bridgeport Planning Region, Connecticut",6146,1.98
09120081300,9979288,384421,9,"Census Tract 813, Greater Bridgeport Planning Region, Connecticut",5402,3.03
09120090100,8551041,87362,9,"Census Tract 901, Greater Bridgeport Planning Region, Connecticut",3008,2.85
09120090200,9739615,257766,9,"Census Tract 902, Greater Bridgeport Planning Region, Connecticut",8234,4.2
09120090300,4764507,0,9,"Census Tract 903, Greater Bridgeport Planning Region, Connecticut",4554,5.64
09120090400,7347827,0,9,"Census Tract 904, Greater Bridgeport Planning Region, Connecticut",6891,3.87
09120090500,8916506,35371,9,"Census Tract 905, Greater Bridgeport Planning Region, Connecticut",5111,3.25
09120090600,8077308,235157,9,"Census Tract 906, Greater Bridgeport Planning Region, Connecticut",3504,0
09120090700,12819470,7898,9,"Census Tract 907, Greater Bridgeport Planning Region, Connecticut",5626,5.74
09120100100,21959638,26341,9,"Census Tract 1001, Greater Bridgeport Planning Region, Connecticut",5466,2.87
09120100200,16376641,66768,9,"Census Tract 1002, Greater Bridgeport Planning Region, Connecticut",6637,2.93
09120100300,29186165,417988,9,"Census Tract 1003, Greater Bridgeport Planning Region, Connecticut",6730,0.98
09120105100,31856125,1290889,9,"Census Tract 1051, Greater Bridgeport Planning Region, Connecticut",4057,0
09120105200,39169961,1941105,9,"Census Tract 1052, Greater Bridgeport Planning Region, Connecticut",3555,9.23
09120257200,1537836,39122,9,"Census Tract 2572, Greater Bridgeport Planning Region, Connecticut",4419,26.69
09120990000,0,230554513,9,"Census Tract 9900, Greater Bridgeport Planning Region, Connecticut",0,
09130541100,1560653,126325,9,"Census Tract 5411, Lower Connecticut River Valley Planning Region, Connecticut",2144,14.06
09130541200,8848906,160514,9,"Census Tract 5412, Lower Connecticut River Valley Planning Region, Connecticut",5463,1
09130541301,1065043,0,9,"Census Tract 5413.01, Lower Connecticut River Valley Planning Region, Connecticut",1864,15.71
09130541302,1090277,0,9,"Census Tract 5413.02, Lower Connecticut River Valley Planning Region, Connecticut",3773,7.66
09130541401,22388715,185298,9,"Census Tract 5414.01, Lower Connecticut River Valley Planning Region, Connecticut",3350,2.25
09130541402,8009316,117558,9,"Census Tract 5414.02, Lower Connecticut River Valley Planning Region, Connecticut",5690,6.64
09130541500,1223466,914,9,"Census Tract 5415, Lower Connecticut River Valley Planning Region, Connecticut",3330,3.03
09130541600,676257,200773,9,"Census Tract 5416, Lower Connecticut River Valley Planning Region, Connecticut",1368,26.3
09130541700,1859404,134564,9,"Census Tract 5417, Lower Connecticut River Valley Planning Region, Connecticut",3684,26.32
09130542000,4055346,46026,9,"Census Tract 5420, Lower Connecticut River Valley Planning Region, Connecticut",4831,8.22
09130542100,4876226,105245,9,"Census Tract 5421, Lower Connecticut River Valley Planning Region, Connecticut",4025,10.1
09130542200,3806501,7061,9,"Census Tract 5422, Lower Connecticut River Valley Planning Region, Connecticut",1692,0
09130550100,32757816,2145839,9,"Census Tract 5501, Lower Connecticut River Valley Planning Region, Connecticut",6017,7.37
09130550201,32077115,0,9,"Census Tract 5502.01, Lower Connecticut River Valley Planning Region, Connecticut",3997,0
09130550202,27500688,1081821,9,"Census Tract 5502.02, Lower Connecticut River Valley Planning Region, Connecticut",2820,0
09130560100,54709142,2797188,9,"Census Tract 5601, Lower Connecticut River Valley Planning Region, Connecticut",5895,0.71
09130560200,5767184,1099114,9,"Census Tract 5602, Lower Connecticut River Valley Planning Region, Connecticut",3526,4.78
09130570100,10147045,57727,9,"Census Tract 5701, Lower Connecticut River Valley Planning Region, Connecticut",5178,1.65
09130570200,6431331,18619,9,"Census Tract 5702, Lower Connecticut River Valley Planning Region, Connecticut",3370,5.31
09130570300,15672804,1214999,9,"Census Tract 5703, Lower Connecticut River Valley Planning Region, Connecticut",5753,1.91
09130580100,32759592,1581755,9,"Census Tract 5801, Lower Connecticut River Valley Planning Region, Connecticut",4236,1.18
09130585100,61276966,395266,9,"Census Tract 5851, Lower Connecticut River Valley Planning Region, Connecticut",7182,1.52
09130590101,53429271,5442244,9,"Census Tract 5901.01, Lower Connecticut River Valley Planning Region, Connecticut",3825,2.11
09130590102,60366785,632142,9,"Census Tract 5901.02, Lower Connecticut River Valley Planning Region, Connecticut",4737,2.97
09130595101,88816450,2206060,9,"Census Tract 5951.01, Lower Connecticut River Valley Planning Region, Connecticut",3472,5.58
09130595102,51699559,3827724,9,"Census Tract 5951.02, Lower Connecticut River Valley Planning Region, Connecticut",5462,1.51
09130600100,41573119,2010913,9,"Census Tract 6001, Lower Connecticut River Valley Planning Region, Connecticut",3786,6.98
09130610100,5273485,2536626,9,"Census Tract 6101, Lower Connecticut River Valley Planning Region, Connecticut",2179,10.66
09130610200,8192788,4470427,9,"Census Tract 6102, Lower Connecticut River Valley Planning Region, Connecticut",3656,3.3
09130610300,16435816,223402,9,"Census Tract 6103, Lower Connecticut River Valley Planning Region, Connecticut",4250,1.35
09130610400,12073364,52873,9,"Census Tract 6104, Lower Connecticut River Valley Planning Region, Connecticut",3232,1.52
09130620100,35001764,1684245,9,"Census Tract 6201, Lower Connecticut River Valley Planning Region, Connecticut",4432,2.37
09130630101,16730087,345298,9,"Census Tract 6301.01, Lower Connecticut River Valley Planning Region, Connecticut",4041,1.37
09130630102,10212089,3418887,9,"Census Tract 6301.02, Lower Connecticut River Valley Planning Region, Connecticut",2725,0
09130640100,91506573,1170681,9,"Census Tract 6401, Lower Connecticut River Valley Planning Region, Connecticut",6219,0.65
09130650100,82353554,6919728,9,"Census Tract 6501, Lower Connecticut River Valley Planning Region, Connecticut",2356,2.06
09130660101,29356011,6721978,9,"Census Tract 6601.01, Lower Connecticut River Valley Planning Region, Connecticut",3386,1.94
09130660103,20531283,315132,9,"Census Tract 6601.03, Lower Connecticut River Valley Planning Region, Connecticut",2752,0.96
09130660104,9717710,8002167,9,"Census Tract 6601.04, Lower Connecticut River Valley Planning Region, Connecticut",1506,1.94
09130670100,25188555,4830189,9,"Census Tract 6701, Lower Connecticut River Valley Planning Region, Connecticut",5030,3.55
09130670200,13814587,12084886,9,"Census Tract 6702, Lower Connecticut River Valley Planning Region, Connecticut",5485,2.83
09130680101,30040880,604541,9,"Census Tract 6801.01, Lower Connecticut River Valley Planning Region, Connecticut",2922,2.49
09130680102,10803050,14350388,9,"Census Tract 6801.02, Lower Connecticut River Valley Planning Region, Connecticut",3910,2.1
09130680200,46775743,2403946,9,"Census Tract 6802, Lower Connecticut River Valley Planning Region, Connecticut",6432,7.26
09130990100,0,145359959,9,"Census Tract 9901, Lower Connecticut River Valley Planning Region, Connecticut",0,
09140110100,787597,87527,9,"Census Tract 1101, Naugatuck Valley Planning Region, Connecticut",3521,6.97
09140110201,3233210,397179,9,"Census Tract 1102.01, Naugatuck Valley Planning Region, Connecticut",5322,5.41
09140110202,10303622,558984,9,"Census Tract 1102.02, Naugatuck Valley Planning Region, Connecticut",5003,3.36
09140110301,10336294,86122,9,"Census Tract 1103.01, Naugatuck Valley Planning Region, Connecticut",6269,5.13
09140110302,7856027,1443071,9,"Census Tract 1103.02, Naugatuck Valley Planning Region, Connecticut",3195,4.78
09140110400,10838548,37032,9,"Census Tract 1104, Naugatuck Valley Planning Region, Connecticut",5084,4.39
09140110500,13074934,74156,9,"Census Tract 1105, Naugatuck Valley Planning Region, Connecticut",5166,1.07
09140110601,12597022,3411,9,"Census Tract 1106.01, Naugatuck Valley Planning Region, Connecticut",2642,2.96
09140110602,10307728,605373,9,"Census Tract 1106.02, Naugatuck Valley Planning Region, Connecticut",5200,0.94
09140120100,6215546,363897,9,"Census Tract 1201, Naugatuck Valley Planning Region, Connecticut",6426,5.3
09140120200,6878579,542471,9,"Census Tract 1202, Naugatuck Valley Planning Region, Connecticut",5933,2.46
09140125100,4155903,17738,9,"Census Tract 1251, Naugatuck Valley Planning Region, Connecticut",4237,6.9
09140125200,6249812,111626,9,"Census Tract 1252, Naugatuck Valley Planning Region, Connecticut",5843,8.3
09140125300,3245123,111625,9,"Census Tract 1253, Naugatuck Valley Planning Region, Connecticut",5105,4.27
09140125400,1937770,194211,9,"Census Tract 1254, Naugatuck Valley Planning Region, Connecticut",3766,7.21
09140130101,8614739,95472,9,"Census Tract 1301.01, Naugatuck Valley Planning Region, Connecticut",5110,7.28
09140130102,7464338,419365,9,"Census Tract 1301.02, Naugatuck Valley Planning Region, Connecticut",3516,3.17
09140130201,13489819,497091,9,"Census Tract 1302.01, Naugatuck Valley Planning Region, Connecticut",3896,3.24
09140130202,8032026,177924,9,"Census Tract 1302.02, Naugatuck Valley Planning Region, Connecticut",4277,1.69
09140341100,25055586,301401,9,"Census Tract 3411, Naugatuck Valley Planning Region, Connecticut",6089,3.8
09140342100,50181137,740227,9,"Census Tract 3421, Naugatuck Valley Planning Region, Connecticut",3398,0.96
09140343101,16786298,0,9,"Census Tract 3431.01, Naugatuck Valley Planning Region, Connecticut",5127,1.3
09140343102,11257182,1159728,9,"Census Tract 3431.02, Naugatuck Valley Planning Region, Connecticut",4179,0.62
09140343200,22367984,35360,9,"Census Tract 3432, Naugatuck Valley Planning Region, Connecticut",5930,1.25
09140343300,19600057,40439,9,"Census Tract 3433, Naugatuck Valley Planning Region, Connecticut",6474,2.62
09140343400,15034068,18802,9,"Census Tract 3434, Naugatuck Valley Planning Region, Connecticut",7142,3.31
09140344100,21431289,125103,9,"Census Tract 3441, Naugatuck Valley Planning Region, Connecticut",4697,4.95
09140344200,24557222,1659957,9,"Census Tract 3442, Naugatuck Valley Planning Region, Connecticut",3039,2.01
09140345100,8733918,133101,9,"Census Tract 3451, Naugatuck Valley Planning Region, Connecticut",6484,2.44
09140345201,8639895,67828,9,"Census Tract 3452.01, Naugatuck Valley Planning Region, Connecticut",7675,7.09
09140345202,4896144,8358,9,"Census Tract 3452.02, Naugatuck Valley Planning Region, Connecticut",3850,1.32
09140345300,13205041,0,9,"Census Tract 3453, Naugatuck Valley Planning Region, Connecticut",6555,2.83
09140345400,6960046,37266,9,"Census Tract 3454, Naugatuck Valley Planning Region, Connecticut",7070,2.73
09140346101,36321510,758418,9,"Census Tract 3461.01, Naugatuck Valley Planning Region, Connecticut",6875,0
09140346102,48488146,766788,9,"Census Tract 3461.02, Naugatuck Valley Planning Region, Connecticut",5995,2.37
09140347100,20707979,48569,9,"Census Tract 3471, Naugatuck Valley Planning Region, Connecticut",5710,0
09140347200,16073464,578146,9,"Census Tract 3472, Naugatuck Valley Planning Region, Connecticut",3704,3.07
09140348111,34914933,1921870,9,"Census Tract 3481.11, Naugatuck Valley Planning Region, Connecticut",2450,0.77
09140348122,20065075,0,9,"Census Tract 3481.22, Naugatuck Valley Planning Region, Connecticut",4271,0
09140348123,27816417,626657,9,"Census Tract 3481.23, Naugatuck Valley Planning Region, Connecticut",6054,0
09140348124,8124729,93812,9,"Census Tract 3481.24, Naugatuck Valley Planning Region, Connecticut",2425,0
09140348125,10102238,100961,9,"Census Tract 3481.25, Naugatuck Valley Planning Region, Connecticut",4773,0
09140349100,21900021,362870,9,"Census Tract 3491, Naugatuck Valley Planning Region, Connecticut",5277,0
09140349200,9150021,198878,9,"Census Tract 3492, Naugatuck Valley Planning Region, Connecticut",2199,0
09140350101,1175805,0,9,"Census Tract 3501.01, Naugatuck Valley Planning Region, Connecticut",4410,27.92
09140350200,678678,0,9,"Census Tract 3502, Naugatuck Valley Planning Region, Connecticut",3876,56.34
09140350300,447313,1964,9,"Census Tract 3503, Naugatuck Valley Planning Region, Connecticut",2237,20.97
09140350400,424642,0,9,"Census Tract 3504, Naugatuck Valley Planning Region, Connecticut",2735,29.47
09140350500,781540,0,9,"Census Tract 3505, Naugatuck Valley Planning Region, Connecticut",2836,57.56
09140350800,1067270,0,9,"Census Tract 3508, Naugatuck Valley Planning Region, Connecticut",5679,28.06
09140350900,761546,0,9,"Census Tract 3509, Naugatuck Valley Planning Region, Connecticut",2367,15.78
09140351000,1789925,19789,9,"Census Tract 3510, Naugatuck Valley Planning Region, Connecticut",4314,6.64
09140351100,4039359,273592,9,"Census Tract 3511, Naugatuck Valley Planning Region, Connecticut",4867,19.58
09140351200,1923625,8997,9,"Census Tract 3512, Naugatuck Valley Planning Region, Connecticut",3852,39.29
09140351300,2296209,5632,9,"Census Tract 3513, Naugatuck Valley Planning Region, Connecticut",5068,8.75
09140351400,1127600,0,9,"Census Tract 3514, Naugatuck Valley Planning Region, Connecticut",4759,15.42
09140351500,2803887,51450,9,"Census Tract 3515, Naugatuck Valley Planning Region, Connecticut",4862,15.53
09140351601,1153151,0,9,"Census Tract 3516.01, Naugatuck Valley Planning Region, Connecticut",3479,2.97
09140351602,3682071,0,9,"Census Tract 3516.02, Naugatuck Valley Planning Region, Connecticut",6226,13.69
09140351700,654165,0,9,"Census Tract 3517, Naugatuck Valley Planning Region, Connecticut",2771,26.27
09140351800,3670335,138454,9,"Census Tract 3518, Naugatuck Valley Planning Region, Connecticut",4156,3.86
09140351900,6943395,151596,9,"Census Tract 3519, Naugatuck Valley Planning Region, Connecticut",2546,1.57
09140352000,5530410,0,9,"Census Tract 3520, Naugatuck Valley Planning Region, Connecticut",4875,6.23
09140352100,1712572,0,9,"Census Tract 3521, Naugatuck Valley Planning Region, Connecticut",4259,15.22
09140352200,2106150,0,9,"Census Tract 3522, Naugatuck Valley Planning Region, Connecticut",2721,31.91
09140352300,6499107,195029,9,"Census Tract 3523, Naugatuck Valley Planning Region, Connecticut",2807,33.89
09140352400,4419962,6577,9,"Census Tract 3524, Naugatuck Valley Planning Region, Connecticut",3657,16.06
09140352500,3297841,59513,9,"Census Tract 3525, Naugatuck Valley Planning Region, Connecticut",3753,27.13
09140352600,2337814,0,9,"Census Tract 3526, Naugatuck Valley Planning Region, Connecticut",5265,10.6
09140352701,2954318,0,9,"Census Tract 3527.01, Naugatuck Valley Planning Region, Connecticut",3466,17.65
09140352702,2874849,28828,9,"Census Tract 3527.02, Naugatuck Valley Planning Region, Connecticut",5912,17.23
09140352800,6807663,152160,9,"Census Tract 3528, Naugatuck Valley Planning Region, Connecticut",6601,31.13
09140360100,9356037,31294,9,"Census Tract 3601, Naugatuck Valley Planning Region, Connecticut",5555,9.61
09140360200,54691517,1155588,9,"Census Tract 3602, Naugatuck Valley Planning Region, Connecticut",7453,3.89
09140360300,5692122,64803,9,"Census Tract 3603, Naugatuck Valley Planning Region, Connecticut",3315,2.75
09140360400,5399334,53284,9,"Census Tract 3604, Naugatuck Valley Planning Region, Connecticut",5848,1.27
09140361100,24533309,1219335,9,"Census Tract 3611, Naugatuck Valley Planning Region, Connecticut",6599,1.41
09140361200,9660030,280813,9,"Census Tract 3612, Naugatuck Valley Planning Region, Connecticut",5384,0.4
09140361300,18607368,262793,9,"Census Tract 3613, Naugatuck Valley Planning Region, Connecticut",4209,1.75
09140362101,25911010,297555,9,"Census Tract 3621.01, Naugatuck Valley Planning Region, Connecticut",4097,4.88
09140362102,68257470,439143,9,"Census Tract 3621.02, Naugatuck Valley Planning Region, Connecticut",5690,2.63
09140405100,2590234,8291,9,"Census Tract 4051, Naugatuck Valley Planning Region, Connecticut",3035,3.35
09140405200,3624472,0,9,"Census Tract 4052, Naugatuck Valley Planning Region, Connecticut",4285,4.71
09140405300,3493296,0,9,"Census Tract 4053, Naugatuck Valley Planning Region, Connecticut",5920,3.16
09140405401,3790820,9933,9,"Census Tract 4054.01, Naugatuck Valley Planning Region, Connecticut",3068,0.94
09140405402,4577504,34612,9,"Census Tract 4054.02, Naugatuck Valley Planning Region, Connecticut",4074,1.44
09140405500,8386618,84102,9,"Census Tract 4055, Naugatuck Valley Planning Region, Connecticut",5424,6.16
09140405600,7594394,368150,9,"Census Tract 4056, Naugatuck Valley Planning Region, Connecticut",7614,12.54
09140405700,3590066,77261,9,"Census Tract 4057, Naugatuck Valley Planning Region, Connecticut",2167,2.59
09140405801,3024884,0,9,"Census Tract 4058.01, Naugatuck Valley Planning Region, Connecticut",3337,8.68
09140405802,12469526,441349,9,"Census Tract 4058.02, Naugatuck Valley Planning Region, Connecticut",4741,0.65
09140405900,5300513,12334,9,"Census Tract 4059, Naugatuck Valley Planning Region, Connecticut",5078,2.26
09140406001,4260134,0,9,"Census Tract 4060.01, Naugatuck Valley Planning Region, Connecticut",4093,5.47
09140406002,3871218,0,9,"Census Tract 4060.02, Naugatuck Valley Planning Region, Connecticut",4482,0
09140406100,1800158,4983,9,"Census Tract 4061, Naugatuck Valley Planning Region, Connecticut",3811,12.03
09140425300,18086544,532974,9,"Census Tract 4253, Naugatuck Valley Planning Region, Connecticut",4062,3.76
09140425400,33944750,660137,9,"Census Tract 4254, Naugatuck Valley Planning Region, Connecticut",4711,4.18
09140425500,4642793,6744,9,"Census Tract 4255, Naugatuck Valley Planning Region, Connecticut",2942,1.67
09150708100,100924002,2137004,9,"Census Tract 7081, Northeastern Connecticut Planning Region, Connecticut",2587,6.45
09150815000,50222578,352486,9,"Census Tract 8150, Northeastern Connecticut Planning Region, Connecticut",2168,6.79
09150820000,64988483,1052941,9,"Census Tract 8200, Northeastern Connecticut Planning Region, Connecticut",1628,3.68
09150825000,48254860,131054,9,"Census Tract 8250, Northeastern Connecticut Planning Region, Connecticut",1524,3.59
09150830100,100392972,1832456,9,"Census Tract 8301, Northeastern Connecticut Planning Region, Connecticut",4220,3.7
09150890203,74720104,2514328,9,"Census Tract 8902.03, Northeastern Connecticut Planning Region, Connecticut",991,5.14
09150900100,69571047,2603558,9,"Census Tract 9001, Northeastern Connecticut Planning Region, Connecticut",4365,4.46
09150900200,51925313,1926527,9,"Census Tract 9002, Northeastern Connecticut Planning Region, Connecticut",4910,3.15
09150901101,44717207,1635954,9,"Census Tract 9011.01, Northeastern Connecticut Planning Region, Connecticut",3103,0
09150901102,112448002,1434941,9,"Census Tract 9011.02, Northeastern Connecticut Planning Region, Connecticut",5164,2.73
09150902200,74904508,891568,9,"Census Tract 9022, Northeastern Connecticut Planning Region, Connecticut",1616,6.01
09150902500,104451274,647536,9,"Census Tract 9025, Northeastern Connecticut Planning Region, Connecticut",4294,1.79
09150903101,3637100,54688,9,"Census Tract 9031.01, Northeastern Connecticut Planning Region, Connecticut",3497,12.56
09150903102,5287459,70833,9,"Census Tract 9031.02, Northeastern Connecticut Planning Region, Connecticut",3486,3.12
09150903200,43663480,156989,9,"Census Tract 9032, Northeastern Connecticut Planning Region, Connecticut",2273,2.74
09150904101,52681111,1398669,9,"Census Tract 9041.01, Northeastern Connecticut Planning Region, Connecticut",4628,0.79
09150904102,42221032,1093389,9,"Census Tract 9041.02, Northeastern Connecticut Planning Region, Connecticut",2493,3.33
09150904400,18929068,880329,9,"Census Tract 9044, Northeastern Connecticut Planning Region, Connecticut",4504,9.67
09150904500,11386437,554904,9,"Census Tract 9045, Northeastern Connecticut Planning Region, Connecticut",6160,17.86
09150905101,27110990,123376,9,"Census Tract 9051.01, Northeastern Connecticut Planning Region, Connecticut",4470,2.31
09150905102,48343835,158624,9,"Census Tract 9051.02, Northeastern Connecticut Planning Region, Connecticut",3986,0
09150906100,103456494,683775,9,"Census Tract 9061, Northeastern Connecticut Planning Region, Connecticut",5082,5.76
09150907100,34472892,812212,9,"Census Tract 9071, Northeastern Connecticut Planning Region, Connecticut",4366,2.46
09150907200,34872474,525523,9,"Census Tract 9072, Northeastern Connecticut Planning Region, Connecticut",5500,4.1
09150907300,40498714,142661,9,"Census Tract 9073, Northeastern Connecticut Planning Region, Connecticut",5213,9.94
09150908100,70499825,171521,9,"Census Tract 9081, Northeastern Connecticut Planning Region, Connecticut",3601,15.36
09160260200,50176807,268569,9,"Census Tract 2602, Northwest Hills Planning Region, Connecticut",3200,21.94
09160261100,148239632,7341280,9,"Census Tract 2611, Northwest Hills Planning Region, Connecticut",4206,3.49
09160262100,152201015,2058011,9,"Census Tract 2621, Northwest Hills Planning Region, Connecticut",2710,6.54
09160263200,119297429,656783,9,"Census Tract 2632, Northwest Hills Planning Region, Connecticut",1438,9.91
09160265100,68132140,3219783,9,"Census Tract 2651, Northwest Hills Planning Region, Connecticut",1474,2.63
09160266100,125813160,2676631,9,"Census Tract 2661, Northwest Hills Planning Region, Connecticut",3041,3.96
09160267100,98602270,1482946,9,"Census Tract 2671, Northwest Hills Planning Region, Connecticut",3648,8.72
09160268100,68102993,161539,9,"Census Tract 2681, Northwest Hills Planning Region, Connecticut",2184,0.69
09160290100,93896736,6671465,9,"Census Tract 2901, Northwest Hills Planning Region, Connecticut",3652,2.81
09160293100,81722366,3551365,9,"Census Tract 2931, Northwest Hills Planning Region, Connecticut",1463,3.84
09160296100,113004839,4028683,9,"Census Tract 2961, Northwest Hills Planning Region, Connecticut",3181,4.87
09160298300,17450384,183964,9,"Census Tract 2983, Northwest Hills Planning Region, Connecticut",2734,4.19
09160298400,62309180,712280,9,"Census Tract 2984, Northwest Hills Planning Region, Connecticut",2795,0.87
09160300100,54860268,660814,9,"Census Tract 3001, Northwest Hills Planning Region, Connecticut",2618,2.11
09160300400,30206485,33277,9,"Census Tract 3004, Northwest Hills Planning Region, Connecticut",2115,2.86
09160300500,60229321,1137200,9,"Census Tract 3005, Northwest Hills Planning Region, Connecticut",3516,1.34
09160303100,44961621,3518691,9,"Census Tract 3031, Northwest Hills Planning Region, Connecticut",2100,0
09160306100,95927210,2940726,9,"Census Tract 3061, Northwest Hills Planning Region, Connecticut",6684,0
09160310100,3364645,18317,9,"Census Tract 3101, Northwest Hills Planning Region, Connecticut",4124,4.38
09160310200,1374895,18411,9,"Census Tract 3102, Northwest Hills Planning Region, Connecticut",2569,9.41
09160310300,970255,0,9,"Census Tract 3103, Northwest Hills Planning Region, Connecticut",1633,12.8
09160310400,2018405,0,9,"Census Tract 3104, Northwest Hills Planning Region, Connecticut",2593,2.24
09160310500,1457647,0,9,"Census Tract 3105, Northwest Hills Planning Region, Connecticut",1902,0
09160310601,13575634,0,9,"Census Tract 3106.01, Northwest Hills Planning Region, Connecticut",3161,3.62
09160310602,6133422,0,9,"Census Tract 3106.02, Northwest Hills Planning Region, Connecticut",4385,9.39
09160310700,50039684,1269390,9,"Census Tract 3107, Northwest Hills Planning Region, Connecticut",4396,9.45
09160310801,4102152,4873,9,"Census Tract 3108.01, Northwest Hills Planning Region, Connecticut",2457,28.93
09160310803,5937149,0,9,"Census Tract 3108.03, Northwest Hills Planning Region, Connecticut",5462,10.03
09160310804,14008180,130419,9,"Census Tract 3108.04, Northwest Hills Planning Region, Connecticut",2799,13.4
09160320101,609064,0,9,"Census Tract 3201.01, Northwest Hills Planning Region, Connecticut",1499,27.41
09160320102,24821328,76895,9,"Census Tract 3201.02, Northwest Hills Planning Region, Connecticut",4403,5.91
09160320200,58783174,3309252,9,"Census Tract 3202, Northwest Hills Planning Region, Connecticut",4340,5.27
09160330100,85456173,3932194,9,"Census Tract 3301, Northwest Hills Planning Region, Connecticut",1881,1.11
09160410101,43821489,588924,9,"Census Tract 4101.01, Northwest Hills Planning Region, Connecticut",5397,1.16
09160410102,33106241,1247746,9,"Census Tract 4101.02, Northwest Hills Planning Region, Connecticut",4216,3.74
09160425601,117436917,2861078,9,"Census Tract 4256.01, Northwest Hills Planning Region, Connecticut",1732,6.45
09160425602,85242555,836406,9,"Census Tract 4256.02, Northwest Hills Planning Region, Connecticut",1140,19.19
09170140101,181172,0,9,"Census Tract 1401.01, South Central Connecticut Planning Region, Connecticut",1056,9.23
09170140102,506661,0,9,"Census Tract 1401.02, South Central Connecticut Planning Region, Connecticut",2704,18.47
09170140200,2025494,1619895,9,"Census Tract 1402, South Central Connecticut Planning Region, Connecticut",435,45.45
09170140300,719325,0,9,"Census Tract 1403, South Central Connecticut Planning Region, Connecticut",2623,18.06
09170140400,886631,472133,9,"Census Tract 1404, South Central Connecticut Planning Region, Connecticut",3511,9.21
09170140500,1016311,56739,9,"Census Tract 1405, South Central Connecticut Planning Region, Connecticut",3680,20.66
09170140600,742654,0,9,"Census Tract 1406, South Central Connecticut Planning Region, Connecticut",5002,40.84
09170140700,550604,0,9,"Census Tract 1407, South Central Connecticut Planning Region, Connecticut",3806,32.54
09170140800,1648799,115475,9,"Census Tract 1408, South Central Connecticut Planning Region, Connecticut",4021,40.67
09170140900,980990,0,9,"Census Tract 1409, South Central Connecticut Planning Region, Connecticut",5197,28.95
09170141000,1896847,7050,9,"Census Tract 1410, South Central Connecticut Planning Region, Connecticut",4093,5.93
09170141100,3869431,15739,9,"Census Tract 1411, South Central Connecticut Planning Region, Connecticut",3015,6.74
09170141200,1934378,18034,9,"Census Tract 1412, South Central Connecticut Planning Region, Connecticut",4474,20.09
09170141301,4021242,38905,9,"Census Tract 1413.01, South Central Connecticut Planning Region, Connecticut",6863,32.67
09170141400,1130319,0,9,"Census Tract 1414, South Central Connecticut Planning Region, Connecticut",6139,12.47
09170141500,1609634,18287,9,"Census Tract 1415, South Central Connecticut Planning Region, Connecticut",7289,14.69
09170141600,1068852,0,9,"Census Tract 1416, South Central Connecticut Planning Region, Connecticut",4907,23.45
09170141800,1463923,0,9,"Census Tract 1418, South Central Connecticut Planning Region, Connecticut",4200,5.53
09170141900,1335137,45356,9,"Census Tract 1419, South Central Connecticut Planning Region, Connecticut",5477,0
09170142000,665939,0,9,"Census Tract 1420, South Central Connecticut Planning Region, Connecticut",3488,7.66
09170142100,624051,0,9,"Census Tract 1421, South Central Connecticut Planning Region, Connecticut",1497,48.34
09170142200,874724,50439,9,"Census Tract 1422, South Central Connecticut Planning Region, Connecticut",1708,0
