FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Total_Pop,Perc_Pov
09170142300,1012178,240526,9,"Census Tract 1423, South Central Connecticut Planning Region, Connecticut",5465,32.46
09170142400,1144657,25761,9,"Census Tract 1424, South Central Connecticut Planning Region, Connecticut",5702,16.01
09170142500,1845830,276834,9,"Census Tract 1425, South Central Connecticut Planning Region, Connecticut",6183,10.7
09170142601,3815784,340551,9,"Census Tract 1426.01, South Central Connecticut Planning Region, Connecticut",5970,18.62
09170142604,1524437,88900,9,"Census Tract 1426.04, South Central Connecticut Planning Region, Connecticut",3252,20.17
09170142605,963007,0,9,"Census Tract 1426.05, South Central Connecticut Planning Region, Connecticut",4145,18.32
09170142700,3177377,739944,9,"Census Tract 1427, South Central Connecticut Planning Region, Connecticut",5592,31.58
09170142800,3973586,2312114,9,"Census Tract 1428, South Central Connecticut Planning Region, Connecticut",4965,0.73
09170150100,3165084,153797,9,"Census Tract 1501, South Central Connecticut Planning Region, Connecticut",4781,0
09170150200,2296786,3704431,9,"Census Tract 1502, South Central Connecticut Planning Region, Connecticut",3249,3.73
09170150300,3174930,36882,9,"Census Tract 1503, South Central Connecticut Planning Region, Connecticut",3692,1.52
09170150400,1638869,803084,9,"Census Tract 1504, South Central Connecticut Planning Region, Connecticut",3973,7.58
09170150500,4255061,2196698,9,"Census Tract 1505, South Central Connecticut Planning Region, Connecticut",4158,2.43
09170150600,10283453,838251,9,"Census Tract 1506, South Central Connecticut Planning Region, Connecticut",6509,2.17
09170150700,11471357,491296,9,"Census Tract 1507, South Central Connecticut Planning Region, Connecticut",4430,6.36
09170150800,5526507,37077,9,"Census Tract 1508, South Central Connecticut Planning Region, Connecticut",3946,2.44
09170150900,4476004,955137,9,"Census Tract 1509, South Central Connecticut Planning Region, Connecticut",3956,3.74
09170151000,2080477,905216,9,"Census Tract 1510, South Central Connecticut Planning Region, Connecticut",4104,1.77
09170151100,5668142,2373005,9,"Census Tract 1511, South Central Connecticut Planning Region, Connecticut",6355,0.13
09170151200,3407374,3033,9,"Census Tract 1512, South Central Connecticut Planning Region, Connecticut",3187,1.24
09170154101,2480923,43743,9,"Census Tract 1541.01, South Central Connecticut Planning Region, Connecticut",2734,4.44
09170154102,3915625,208070,9,"Census Tract 1541.02, South Central Connecticut Planning Region, Connecticut",5508,8.6
09170154200,3116828,0,9,"Census Tract 1542, South Central Connecticut Planning Region, Connecticut",6685,9.85
09170154500,1353040,129649,9,"Census Tract 1545, South Central Connecticut Planning Region, Connecticut",4761,12.23
09170154600,2219832,107161,9,"Census Tract 1546, South Central Connecticut Planning Region, Connecticut",4943,10.14
09170154700,5052069,367751,9,"Census Tract 1547, South Central Connecticut Planning Region, Connecticut",6613,4.9
09170154800,1958273,355039,9,"Census Tract 1548, South Central Connecticut Planning Region, Connecticut",4623,0
09170154900,1850369,0,9,"Census Tract 1549, South Central Connecticut Planning Region, Connecticut",3835,18.41
09170155000,1563727,1182829,9,"Census Tract 1550, South Central Connecticut Planning Region, Connecticut",5382,10.18
09170155100,1262790,785958,9,"Census Tract 1551, South Central Connecticut Planning Region, Connecticut",3214,2.31
09170157100,9341972,96412,9,"Census Tract 1571, South Central Connecticut Planning Region, Connecticut",2711,8.04
09170157200,9288029,63034,9,"Census Tract 1572, South Central Connecticut Planning Region, Connecticut",4061,1.93
09170157300,12104612,360991,9,"Census Tract 1573, South Central Connecticut Planning Region, Connecticut",3294,1.93
09170157400,13764151,95916,9,"Census Tract 1574, South Central Connecticut Planning Region, Connecticut",4185,2.35
09170160100,17443257,23631,9,"Census Tract 1601, South Central Connecticut Planning Region, Connecticut",3426,0.81
09170160200,31279070,948311,9,"Census Tract 1602, South Central Connecticut Planning Region, Connecticut",5615,1.16
09170161100,54564789,996204,9,"Census Tract 1611, South Central Connecticut Planning Region, Connecticut",5280,0
09170165100,4735203,582965,9,"Census Tract 1651, South Central Connecticut Planning Region, Connecticut",3636,6.81
09170165200,3546279,314643,9,"Census Tract 1652, South Central Connecticut Planning Region, Connecticut",2740,1.7
09170165300,1305527,219752,9,"Census Tract 1653, South Central Connecticut Planning Region, Connecticut",2482,4.95
09170165400,2866393,274185,9,"Census Tract 1654, South Central Connecticut Planning Region, Connecticut",5501,2.98
09170165500,1557265,0,9,"Census Tract 1655, South Central Connecticut Planning Region, Connecticut",4628,19.97
09170165600,2347325,0,9,"Census Tract 1656, South Central Connecticut Planning Region, Connecticut",5019,10.02
09170165700,2693531,4094,9,"Census Tract 1657, South Central Connecticut Planning Region, Connecticut",4516,0
09170165801,4153554,0,9,"Census Tract 1658.01, South Central Connecticut Planning Region, Connecticut",4849,8.6
09170165802,12882293,179713,9,"Census Tract 1658.02, South Central Connecticut Planning Region, Connecticut",4436,2.19
09170165900,27012406,29123,9,"Census Tract 1659, South Central Connecticut Planning Region, Connecticut",7855,0
09170166002,17299095,161580,9,"Census Tract 1660.02, South Central Connecticut Planning Region, Connecticut",7643,3.05
09170166003,2235070,0,9,"Census Tract 1660.03, South Central Connecticut Planning Region, Connecticut",2236,4.6
09170166004,1879908,0,9,"Census Tract 1660.04, South Central Connecticut Planning Region, Connecticut",4756,9.46
09170167101,12257993,247763,9,"Census Tract 1671.01, South Central Connecticut Planning Region, Connecticut",3730,3.25
09170167102,4211869,0,9,"Census Tract 1671.02, South Central Connecticut Planning Region, Connecticut",4368,0.4
09170167201,10336554,405041,9,"Census Tract 1672.01, South Central Connecticut Planning Region, Connecticut",4149,1.35
09170167202,9823534,55873,9,"Census Tract 1672.02, South Central Connecticut Planning Region, Connecticut",4336,1.4
09170167301,17344744,5776,9,"Census Tract 1673.01, South Central Connecticut Planning Region, Connecticut",7594,5.59
09170170100,475134,0,9,"Census Tract 1701, South Central Connecticut Planning Region, Connecticut",1385,38.36
09170170200,608828,0,9,"Census Tract 1702, South Central Connecticut Planning Region, Connecticut",1615,14.59
09170170300,875299,0,9,"Census Tract 1703, South Central Connecticut Planning Region, Connecticut",2318,22.58
09170170400,5445255,145129,9,"Census Tract 1704, South Central Connecticut Planning Region, Connecticut",1722,22.34
09170170500,7384516,412,9,"Census Tract 1705, South Central Connecticut Planning Region, Connecticut",5537,1.69
09170170600,2091525,285028,9,"Census Tract 1706, South Central Connecticut Planning Region, Connecticut",2702,4.33
09170170700,920217,0,9,"Census Tract 1707, South Central Connecticut Planning Region, Connecticut",2239,8.82
09170170800,3624563,466,9,"Census Tract 1708, South Central Connecticut Planning Region, Connecticut",6330,6.67
09170170900,707433,0,9,"Census Tract 1709, South Central Connecticut Planning Region, Connecticut",2763,22.78
09170171000,515426,0,9,"Census Tract 1710, South Central Connecticut Planning Region, Connecticut",1842,27.72
09170171100,4303802,0,9,"Census Tract 1711, South Central Connecticut Planning Region, Connecticut",5704,13.83
09170171201,5100362,0,9,"Census Tract 1712.01, South Central Connecticut Planning Region, Connecticut",4941,2.68
09170171202,7888634,106599,9,"Census Tract 1712.02, South Central Connecticut Planning Region, Connecticut",2961,2.75
09170171300,1958101,0,9,"Census Tract 1713, South Central Connecticut Planning Region, Connecticut",3944,18.34
09170171400,666493,0,9,"Census Tract 1714, South Central Connecticut Planning Region, Connecticut",2127,11.09
09170171500,1008353,0,9,"Census Tract 1715, South Central Connecticut Planning Region, Connecticut",3547,6.71
09170171600,7708802,237995,9,"Census Tract 1716, South Central Connecticut Planning Region, Connecticut",4704,8.15
09170171700,10183879,164815,9,"Census Tract 1717, South Central Connecticut Planning Region, Connecticut",4037,0
09170175100,1377939,0,9,"Census Tract 1751, South Central Connecticut Planning Region, Connecticut",2912,12.06
09170175200,838797,0,9,"Census Tract 1752, South Central Connecticut Planning Region, Connecticut",2508,7.95
09170175300,4271056,12183,9,"Census Tract 1753, South Central Connecticut Planning Region, Connecticut",4192,4.18
09170175400,10522379,310632,9,"Census Tract 1754, South Central Connecticut Planning Region, Connecticut",4270,1.52
09170175501,5058955,0,9,"Census Tract 1755.01, South Central Connecticut Planning Region, Connecticut",1831,3.17
09170175502,8698031,206055,9,"Census Tract 1755.02, South Central Connecticut Planning Region, Connecticut",5111,0
09170175600,6725037,0,9,"Census Tract 1756, South Central Connecticut Planning Region, Connecticut",5912,1
09170175700,5230372,58609,9,"Census Tract 1757, South Central Connecticut Planning Region, Connecticut",2059,13.93
09170175800,14396911,273927,9,"Census Tract 1758, South Central Connecticut Planning Region, Connecticut",4022,1.24
09170175900,5227304,16182,9,"Census Tract 1759, South Central Connecticut Planning Region, Connecticut",5089,1.2
09170176000,39086876,1270759,9,"Census Tract 1760, South Central Connecticut Planning Region, Connecticut",6133,0
09170180101,2729866,1078817,9,"Census Tract 1801.01, South Central Connecticut Planning Region, Connecticut",2094,0
09170180102,3276559,1155215,9,"Census Tract 1801.02, South Central Connecticut Planning Region, Connecticut",4656,0.87
09170180200,3535585,0,9,"Census Tract 1802, South Central Connecticut Planning Region, Connecticut",5377,5.78
09170180300,1754046,17973,9,"Census Tract 1803, South Central Connecticut Planning Region, Connecticut",2500,19.43
09170180400,4976820,333020,9,"Census Tract 1804, South Central Connecticut Planning Region, Connecticut",2384,11.67
09170180500,4126974,80208,9,"Census Tract 1805, South Central Connecticut Planning Region, Connecticut",4125,9.33
09170180601,3934803,429217,9,"Census Tract 1806.01, South Central Connecticut Planning Region, Connecticut",3461,4.11
09170180602,7512732,21543,9,"Census Tract 1806.02, South Central Connecticut Planning Region, Connecticut",3132,5.7
09170184101,3982632,162843,9,"Census Tract 1841.01, South Central Connecticut Planning Region, Connecticut",5298,12.13
09170184200,5271345,124552,9,"Census Tract 1842, South Central Connecticut Planning Region, Connecticut",4291,2.38
09170184300,4060103,2216307,9,"Census Tract 1843, South Central Connecticut Planning Region, Connecticut",4303,3.31
09170184400,4758338,5299702,9,"Census Tract 1844, South Central Connecticut Planning Region, Connecticut",2998,4
09170184500,5177200,56876,9,"Census Tract 1845, South Central Connecticut Planning Region, Connecticut",2661,0.66
09170184600,12521106,7033952,9,"Census Tract 1846, South Central Connecticut Planning Region, Connecticut",2746,0
09170184700,20797692,1035886,9,"Census Tract 1847, South Central Connecticut Planning Region, Connecticut",5793,0
09170186100,19746090,388280,9,"Census Tract 1861, South Central Connecticut Planning Region, Connecticut",6970,1.23
09170186200,44377362,4550909,9,"Census Tract 1862, South Central Connecticut Planning Region, Connecticut",6517,2.53
09170190100,8256222,685301,9,"Census Tract 1901, South Central Connecticut Planning Region, Connecticut",3037,2.96
09170190200,20159388,6215273,9,"Census Tract 1902, South Central Connecticut Planning Region, Connecticut",3425,1.21
09170190301,29364950,341938,9,"Census Tract 1903.01, South Central Connecticut Planning Region, Connecticut",6581,0
09170190302,20122834,340031,9,"Census Tract 1903.02, South Central Connecticut Planning Region, Connecticut",5590,2.07
09170190303,44029937,728673,9,"Census Tract 1903.03, South Central Connecticut Planning Region, Connecticut",3404,2.62
09170194101,8554618,1550954,9,"Census Tract 1941.01, South Central Connecticut Planning Region, Connecticut",2149,0
09170194102,8389699,1752779,9,"Census Tract 1941.02, South Central Connecticut Planning Region, Connecticut",2806,0
09170194201,47265521,190301,9,"Census Tract 1942.01, South Central Connecticut Planning Region, Connecticut",7061,0.92
09170194202,29412274,790459,9,"Census Tract 1942.02, South Central Connecticut Planning Region, Connecticut",5561,0.42
09170361401,425902,0,9,"Census Tract 3614.01, South Central Connecticut Planning Region, Connecticut",3563,8.45
09170361402,771198,0,9,"Census Tract 3614.02, South Central Connecticut Planning Region, Connecticut",2871,0
09170361500,3069153,52755,9,"Census Tract 3615, South Central Connecticut Planning Region, Connecticut",6849,15.92
09170990000,0,586791386,9,"Census Tract 9900, South Central Connecticut Planning Region, Connecticut",0,
09180690300,3685975,0,9,"Census Tract 6903, Southeastern Connecticut Planning Region, Connecticut",6345,19
09180690400,489965,0,9,"Census Tract 6904, Southeastern Connecticut Planning Region, Connecticut",2195,26.95
09180690500,971222,394888,9,"Census Tract 6905, Southeastern Connecticut Planning Region, Connecticut",2932,25.14
09180690700,1009236,952856,9,"Census Tract 6907, Southeastern Connecticut Planning Region, Connecticut",1283,17.69
09180690800,1237563,0,9,"Census Tract 6908, Southeastern Connecticut Planning Region, Connecticut",3687,7.2
09180690900,3229935,10220075,9,"Census Tract 6909, Southeastern Connecticut Planning Region, Connecticut",5382,7.64
09180693300,17867348,12274617,9,"Census Tract 6933, Southeastern Connecticut Planning Region, Connecticut",5293,1.07
09180693400,8004869,152957,9,"Census Tract 6934, Southeastern Connecticut Planning Region, Connecticut",4502,3.15
09180693500,13079902,15354183,9,"Census Tract 6935, Southeastern Connecticut Planning Region, Connecticut",3560,7.76
09180693600,11212514,1612801,9,"Census Tract 6936, Southeastern Connecticut Planning Region, Connecticut",3144,2.93
09180693700,34957752,1329403,9,"Census Tract 6937, Southeastern Connecticut Planning Region, Connecticut",3130,0
09180695201,41626233,812704,9,"Census Tract 6952.01, Southeastern Connecticut Planning Region, Connecticut",5204,7.55
09180695202,45002992,2153472,9,"Census Tract 6952.02, Southeastern Connecticut Planning Region, Connecticut",5648,0
09180696100,8291306,522413,9,"Census Tract 6961, Southeastern Connecticut Planning Region, Connecticut",5215,11.27
09180696200,27348329,454438,9,"Census Tract 6962, Southeastern Connecticut Planning Region, Connecticut",4958,0
09180696300,9058911,430813,9,"Census Tract 6963, Southeastern Connecticut Planning Region, Connecticut",3141,2.03
09180696401,5272209,376909,9,"Census Tract 6964.01, Southeastern Connecticut Planning Region, Connecticut",5622,22.1
09180696500,2823338,99898,9,"Census Tract 6965, Southeastern Connecticut Planning Region, Connecticut",2961,7.83
09180696600,7834654,31747,9,"Census Tract 6966, Southeastern Connecticut Planning Region, Connecticut",4109,5.52
09180696701,5188295,688495,9,"Census Tract 6967.01, Southeastern Connecticut Planning Region, Connecticut",5861,33.75
09180696800,1155658,99400,9,"Census Tract 6968, Southeastern Connecticut Planning Region, Connecticut",3402,22.57
09180697000,5707486,779720,9,"Census Tract 6970, Southeastern Connecticut Planning Region, Connecticut",4723,10.34
09180700100,79848696,2360639,9,"Census Tract 7001, Southeastern Connecticut Planning Region, Connecticut",4812,0.64
09180701100,69537755,1355192,9,"Census Tract 7011, Southeastern Connecticut Planning Region, Connecticut",8394,2.98
09180701200,28255542,3046686,9,"Census Tract 7012, Southeastern Connecticut Planning Region, Connecticut",7000,13
09180702100,22150937,889208,9,"Census Tract 7021, Southeastern Connecticut Planning Region, Connecticut",4367,1.99
09180702300,2652290,1149376,9,"Census Tract 7023, Southeastern Connecticut Planning Region, Connecticut",2455,3.65
09180702400,2654759,292884,9,"Census Tract 7024, Southeastern Connecticut Planning Region, Connecticut",3411,2.25
09180702500,2680171,552479,9,"Census Tract 7025, Southeastern Connecticut Planning Region, Connecticut",4500,36.39
09180702600,2443713,8499408,9,"Census Tract 7026, Southeastern Connecticut Planning Region, Connecticut",1224,1.2
09180702700,8333686,799911,9,"Census Tract 7027, Southeastern Connecticut Planning Region, Connecticut",5026,17.22
09180702800,12282138,562537,9,"Census Tract 7028, Southeastern Connecticut Planning Region, Connecticut",3833,1.79
09180702900,7700999,21585055,9,"Census Tract 7029, Southeastern Connecticut Planning Region, Connecticut",2314,2.95
09180703000,6218442,1503575,9,"Census Tract 7030, Southeastern Connecticut Planning Region, Connecticut",3650,1.76
09180705101,15545496,4226447,9,"Census Tract 7051.01, Southeastern Connecticut Planning Region, Connecticut",3979,2.05
09180705102,11011936,0,9,"Census Tract 7051.02, Southeastern Connecticut Planning Region, Connecticut",4236,5.04
09180705200,22468431,12586485,9,"Census Tract 7052, Southeastern Connecticut Planning Region, Connecticut",3661,7.19
09180705300,11356301,12437882,9,"Census Tract 7053, Southeastern Connecticut Planning Region, Connecticut",3660,0.62
09180705400,39693439,393127,9,"Census Tract 7054, Southeastern Connecticut Planning Region, Connecticut",2845,1.07
09180707100,140501875,1868223,9,"Census Tract 7071, Southeastern Connecticut Planning Region, Connecticut",5154,5.37
09180709100,77032883,4898064,9,"Census Tract 7091, Southeastern Connecticut Planning Region, Connecticut",6167,1.7
09180709200,12864261,1205965,9,"Census Tract 7092, Southeastern Connecticut Planning Region, Connecticut",5317,4.44
09180710100,42200264,1018780,9,"Census Tract 7101, Southeastern Connecticut Planning Region, Connecticut",4213,6.69
09180711100,34296090,1491928,9,"Census Tract 7111, Southeastern Connecticut Planning Region, Connecticut",2945,7.79
09180712100,51048739,222178,9,"Census Tract 7121, Southeastern Connecticut Planning Region, Connecticut",1925,3.48
09180713100,51708109,723331,9,"Census Tract 7131, Southeastern Connecticut Planning Region, Connecticut",2373,6.62
09180714101,12617992,0,9,"Census Tract 7141.01, Southeastern Connecticut Planning Region, Connecticut",4048,3.14
09180714103,67218720,1000607,9,"Census Tract 7141.03, Southeastern Connecticut Planning Region, Connecticut",6476,2.2
09180714104,46929919,1074385,9,"Census Tract 7141.04, Southeastern Connecticut Planning Region, Connecticut",4981,0.73
09180715100,74924895,2172864,9,"Census Tract 7151, Southeastern Connecticut Planning Region, Connecticut",4247,3.97
09180716101,28697551,588744,9,"Census Tract 7161.01, Southeastern Connecticut Planning Region, Connecticut",5384,1.37
09180716102,40596086,1222159,9,"Census Tract 7161.02, Southeastern Connecticut Planning Region, Connecticut",5506,3.89
09180800300,4333069,41620,9,"Census Tract 8003, Southeastern Connecticut Planning Region, Connecticut",6227,23.84
09180800400,5893651,6408,9,"Census Tract 8004, Southeastern Connecticut Planning Region, Connecticut",3794,13.4
09180800501,13626092,807244,9,"Census Tract 8005.01, Southeastern Connecticut Planning Region, Connecticut",3710,28.75
09180800502,42427986,1124985,9,"Census Tract 8005.02, Southeastern Connecticut Planning Region, Connecticut",2799,0
09180800600,1456494,153517,9,"Census Tract 8006, Southeastern Connecticut Planning Region, Connecticut",4028,25.51
09180800700,1796573,15149,9,"Census Tract 8007, Southeastern Connecticut Planning Region, Connecticut",3347,2.75
09180870100,140113258,2986571,9,"Census Tract 8701, Southeastern Connecticut Planning Region, Connecticut",7137,5.8
09180870200,12136935,365987,9,"Census Tract 8702, Southeastern Connecticut Planning Region, Connecticut",6002,7.72
09180870300,3897500,1339406,9,"Census Tract 8703, Southeastern Connecticut Planning Region, Connecticut",5375,32.14
09180870501,13469015,988231,9,"Census Tract 8705.01, Southeastern Connecticut Planning Region, Connecticut",4183,2.23
09180870502,8178265,1762802,9,"Census Tract 8705.02, Southeastern Connecticut Planning Region, Connecticut",2971,13.46
09180870701,6435668,597670,9,"Census Tract 8707.01, Southeastern Connecticut Planning Region, Connecticut",2071,1.07
09180870703,5659642,5845772,9,"Census Tract 8707.03, Southeastern Connecticut Planning Region, Connecticut",1523,4.45
09180870704,6715928,12405021,9,"Census Tract 8707.04, Southeastern Connecticut Planning Region, Connecticut",4154,1.45
09180980000,2495100,740942,9,"Census Tract 9800, Southeastern Connecticut Planning Region, Connecticut",1304,
09180990100,0,48811567,9,"Census Tract 9901, Southeastern Connecticut Planning Region, Connecticut",0,
09190010101,32765658,217746,9,"Census Tract 101.01, Western Connecticut Planning Region, Connecticut",4112,2.09
09190010102,32619575,1449252,9,"Census Tract 101.02, Western Connecticut Planning Region, Connecticut",4285,2.05
09190010201,11255057,140761,9,"Census Tract 102.01, Western Connecticut Planning Region, Connecticut",3437,5.51
09190010202,9845918,135916,9,"Census Tract 102.02, Western Connecticut Planning Region, Connecticut",5872,2.21
09190010300,9636411,37010,9,"Census Tract 103, Western Connecticut Planning Region, Connecticut",4439,0
09190010400,2699580,38416,9,"Census Tract 104, Western Connecticut Planning Region, Connecticut",5340,3.31
09190010500,1916409,11507,9,"Census Tract 105, Western Connecticut Planning Region, Connecticut",6180,11.4
09190010600,883179,0,9,"Census Tract 106, Western Connecticut Planning Region, Connecticut",1741,3.02
09190010700,1855240,87317,9,"Census Tract 107, Western Connecticut Planning Region, Connecticut",3619,2.44
09190010800,1857937,204390,9,"Census Tract 108, Western Connecticut Planning Region, Connecticut",3397,5.61
09190010900,2595072,102736,9,"Census Tract 109, Western Connecticut Planning Region, Connecticut",5494,3.52
09190011000,4473567,3841129,9,"Census Tract 110, Western Connecticut Planning Region, Connecticut",5361,1.99
09190011100,4370720,1985027,9,"Census Tract 111, Western Connecticut Planning Region, Connecticut",5265,0.52
09190011200,4903702,5042758,9,"Census Tract 112, Western Connecticut Planning Region, Connecticut",1801,3.68
09190011300,1919655,6714176,9,"Census Tract 113, Western Connecticut Planning Region, Connecticut",3162,0.54
09190020101,309714,0,9,"Census Tract 201.01, Western Connecticut Planning Region, Connecticut",2662,3.82
09190020102,638356,0,9,"Census Tract 201.02, Western Connecticut Planning Region, Connecticut",4467,1.31
09190020200,19346004,743384,9,"Census Tract 202, Western Connecticut Planning Region, Connecticut",3454,3.05
09190020301,11795062,765749,9,"Census Tract 203.01, Western Connecticut Planning Region, Connecticut",3442,0
09190020302,7879420,102459,9,"Census Tract 203.02, Western Connecticut Planning Region, Connecticut",3346,1.46
09190020400,9354092,401020,9,"Census Tract 204, Western Connecticut Planning Region, Connecticut",3219,0
09190020500,9236478,32460,9,"Census Tract 205, Western Connecticut Planning Region, Connecticut",4633,0.81
09190020600,3409879,11069,9,"Census Tract 206, Western Connecticut Planning Region, Connecticut",4587,2.75
09190020700,5804965,55870,9,"Census Tract 207, Western Connecticut Planning Region, Connecticut",3752,1.94
09190020800,2308451,0,9,"Census Tract 208, Western Connecticut Planning Region, Connecticut",2406,0
09190020900,1640220,0,9,"Census Tract 209, Western Connecticut Planning Region, Connecticut",5543,10.79
09190021000,1976607,0,9,"Census Tract 210, Western Connecticut Planning Region, Connecticut",3592,9.68
09190021100,1858959,0,9,"Census Tract 211, Western Connecticut Planning Region, Connecticut",5794,10.23
09190021200,2399974,0,9,"Census Tract 212, Western Connecticut Planning Region, Connecticut",3867,1.74
09190021300,2287341,0,9,"Census Tract 213, Western Connecticut Planning Region, Connecticut",4745,0
09190021401,543685,0,9,"Census Tract 214.01, Western Connecticut Planning Region, Connecticut",4292,13.97
09190021402,1120632,0,9,"Census Tract 214.02, Western Connecticut Planning Region, Connecticut",4375,15.33
09190021501,397807,0,9,"Census Tract 215.01, Western Connecticut Planning Region, Connecticut",4528,11.69
09190021502,346295,0,9,"Census Tract 215.02, Western Connecticut Planning Region, Connecticut",3344,5.29
09190021601,459686,0,9,"Census Tract 216.01, Western Connecticut Planning Region, Connecticut",3378,4.13
09190021602,324994,0,9,"Census Tract 216.02, Western Connecticut Planning Region, Connecticut",4777,4.67
09190021701,259960,0,9,"Census Tract 217.01, Western Connecticut Planning Region, Connecticut",4191,7.87
09190021702,505499,0,9,"Census Tract 217.02, Western Connecticut Planning Region, Connecticut",4808,9.92
09190021801,1033438,0,9,"Census Tract 218.01, Western Connecticut Planning Region, Connecticut",4696,5.79
09190021802,1397378,0,9,"Census Tract 218.02, Western Connecticut Planning Region, Connecticut",5322,5.97
09190021900,2155427,2385113,9,"Census Tract 219, Western Connecticut Planning Region, Connecticut",5966,10.83
09190022000,736436,0,9,"Census Tract 220, Western Connecticut Planning Region, Connecticut",3294,23.14
09190022101,566408,0,9,"Census Tract 221.01, Western Connecticut Planning Region, Connecticut",2498,26.99
09190022102,1453419,311983,9,"Census Tract 221.02, Western Connecticut Planning Region, Connecticut",4044,0
09190022201,598429,0,9,"Census Tract 222.01, Western Connecticut Planning Region, Connecticut",3345,11.99
09190022202,842319,228812,9,"Census Tract 222.02, Western Connecticut Planning Region, Connecticut",5355,2.46
09190022300,2724628,886469,9,"Census Tract 223, Western Connecticut Planning Region, Connecticut",6291,6.69
09190022400,1743336,2216785,9,"Census Tract 224, Western Connecticut Planning Region, Connecticut",1793,4.95
09190030100,11129324,27900,9,"Census Tract 301, Western Connecticut Planning Region, Connecticut",3225,3.16
09190030200,4379862,45814,9,"Census Tract 302, Western Connecticut Planning Region, Connecticut",3675,0
09190030300,8427195,5570784,9,"Census Tract 303, Western Connecticut Planning Region, Connecticut",4489,1.99
09190030400,3391739,0,9,"Census Tract 304, Western Connecticut Planning Region, Connecticut",4061,4.4
09190030500,5446368,5422,9,"Census Tract 305, Western Connecticut Planning Region, Connecticut",6233,5.41
09190035101,2200629,14027,9,"Census Tract 351.01, Western Connecticut Planning Region, Connecticut",4054,2.68
09190035102,4346949,115,9,"Census Tract 351.02, Western Connecticut Planning Region, Connecticut",3806,3.7
09190035200,17400725,508352,9,"Census Tract 352, Western Connecticut Planning Region, Connecticut",3241,4.13
09190035300,13444758,46232,9,"Census Tract 353, Western Connecticut Planning Region, Connecticut",4061,0.79
09190035400,20091019,282909,9,"Census Tract 354, Western Connecticut Planning Region, Connecticut",5542,1.17
09190042500,6252677,38740,9,"Census Tract 425, Western Connecticut Planning Region, Connecticut",3352,0.9
09190042600,2941030,0,9,"Census Tract 426, Western Connecticut Planning Region, Connecticut",4289,4.54
09190042700,4107177,43237,9,"Census Tract 427, Western Connecticut Planning Region, Connecticut",5630,6.95
09190042800,2440480,20942,9,"Census Tract 428, Western Connecticut Planning Region, Connecticut",4987,5.8
09190042900,3940799,6271,9,"Census Tract 429, Western Connecticut Planning Region, Connecticut",1428,0
09190043000,3028521,37313,9,"Census Tract 430, Western Connecticut Planning Region, Connecticut",3088,7.32
09190043100,6652728,58522,9,"Census Tract 431, Western Connecticut Planning Region, Connecticut",4480,1.25
09190043200,2769528,11056,9,"Census Tract 432, Western Connecticut Planning Region, Connecticut",3152,14.13
09190043300,1229595,31379,9,"Census Tract 433, Western Connecticut Planning Region, Connecticut",3185,6.26
09190043400,1358476,0,9,"Census Tract 434, Western Connecticut Planning Region, Connecticut",5130,4
09190043500,1837184,0,9,"Census Tract 435, Western Connecticut Planning Region, Connecticut",2303,14.7
09190043600,1451065,62914,9,"Census Tract 436, Western Connecticut Planning Region, Connecticut",3389,0
09190043700,1186979,66141,9,"Census Tract 437, Western Connecticut Planning Region, Connecticut",3602,16.01
09190043800,1944742,0,9,"Census Tract 438, Western Connecticut Planning Region, Connecticut",8308,11.88
09190043900,3443730,11403,9,"Census Tract 439, Western Connecticut Planning Region, Connecticut",5236,4.45
09190044000,1207845,0,9,"Census Tract 440, Western Connecticut Planning Region, Connecticut",6863,19.16
09190044100,956680,194115,9,"Census Tract 441, Western Connecticut Planning Region, Connecticut",3868,24.39
09190044200,1444752,309287,9,"Census Tract 442, Western Connecticut Planning Region, Connecticut",4106,3.23
09190044300,3883905,1198786,9,"Census Tract 443, Western Connecticut Planning Region, Connecticut",3922,0.82
09190044400,2650232,10614309,9,"Census Tract 444, Western Connecticut Planning Region, Connecticut",3998,17.21
09190044500,1287342,0,9,"Census Tract 445, Western Connecticut Planning Region, Connecticut",4022,12.28
09190044600,3259765,2028523,9,"Census Tract 446, Western Connecticut Planning Region, Connecticut",3037,0
09190045101,19680995,1153174,9,"Census Tract 451.01, Western Connecticut Planning Region, Connecticut",4172,2.27
09190045102,26683126,52703,9,"Census Tract 451.02, Western Connecticut Planning Region, Connecticut",5931,2.67
09190045200,8316069,0,9,"Census Tract 452, Western Connecticut Planning Region, Connecticut",2754,0
09190045300,7004133,33258,9,"Census Tract 453, Western Connecticut Planning Region, Connecticut",2462,1.5
09190045400,7692428,36965,9,"Census Tract 454, Western Connecticut Planning Region, Connecticut",3120,0
09190050100,8701513,113408,9,"Census Tract 501, Western Connecticut Planning Region, Connecticut",4318,1.71
09190050200,4878639,90789,9,"Census Tract 502, Western Connecticut Planning Region, Connecticut",3625,4.6
09190050301,7295115,13383,9,"Census Tract 503.01, Western Connecticut Planning Region, Connecticut",4250,2.82
09190050302,10316526,7329,9,"Census Tract 503.02, Western Connecticut Planning Region, Connecticut",4216,4.93
09190050400,3601406,10102279,9,"Census Tract 504, Western Connecticut Planning Region, Connecticut",2379,1.88
09190050500,6757886,2310469,9,"Census Tract 505, Western Connecticut Planning Region, Connecticut",5277,3.65
