Always equal to ACS Summary File identification,State Postal Abbreviation,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),ZIP Code Tabulation Area (3-digit),Qualified Area Name,Total_Pop,Percent_Pov
ACSSF,NJ,1400000US34007607900,"Census Tract 6079, Camden County, New Jersey",,,34007607900,1169240,24856,34,,"Census Tract 6079, Camden County, New Jersey",2025,4.07
ACSSF,NJ,1400000US34007608001,"Census Tract 6080.01, Camden County, New Jersey",,,34007608001,1799724,0,34,,"Census Tract 6080.01, Camden County, New Jersey",3484,9.69
ACSSF,NJ,1400000US34007608202,"Census Tract 6082.02, Camden County, New Jersey",,,34007608202,3392437,25352,34,,"Census Tract 6082.02, Camden County, New Jersey",3596,12.99
ACSSF,NJ,1400000US34007608205,"Census Tract 6082.05, Camden County, New Jersey",,,34007608205,2683489,30840,34,,"Census Tract 6082.05, Camden County, New Jersey",4453,0.75
ACSSF,NJ,1400000US34007608206,"Census Tract 6082.06, Camden County, New Jersey",,,34007608206,2783790,30232,34,,"Census Tract 6082.06, Camden County, New Jersey",3648,0
ACSSF,NJ,1400000US34007608209,"Census Tract 6082.09, Camden County, New Jersey",,,34007608209,2762632,72503,34,,"Census Tract 6082.09, Camden County, New Jersey",3134,4.75
ACSSF,NJ,1400000US34007608210,"Census Tract 6082.10, Camden County, New Jersey",,,34007608210,4835266,40939,34,,"Census Tract 6082.10, Camden County, New Jersey",4144,45.06
ACSSF,NJ,1400000US34007608211,"Census Tract 6082.11, Camden County, New Jersey",,,34007608211,5902356,49488,34,,"Census Tract 6082.11, Camden County, New Jersey",6158,7.05
ACSSF,NJ,1400000US34007608302,"Census Tract 6083.02, Camden County, New Jersey",,,34007608302,2933064,154457,34,,"Census Tract 6083.02, Camden County, New Jersey",5114,5.72
ACSSF,NJ,1400000US34007608303,"Census Tract 6083.03, Camden County, New Jersey",,,34007608303,3780975,22719,34,,"Census Tract 6083.03, Camden County, New Jersey",3030,27.45
ACSSF,NJ,1400000US34007608304,"Census Tract 6083.04, Camden County, New Jersey",,,34007608304,4507707,16162,34,,"Census Tract 6083.04, Camden County, New Jersey",7410,6.6
ACSSF,NJ,1400000US34007608401,"Census Tract 6084.01, Camden County, New Jersey",,,34007608401,3339785,2492,34,,"Census Tract 6084.01, Camden County, New Jersey",3848,2.61
ACSSF,NJ,1400000US34007608402,"Census Tract 6084.02, Camden County, New Jersey",,,34007608402,4315014,3510,34,,"Census Tract 6084.02, Camden County, New Jersey",3747,0
ACSSF,NJ,1400000US34007608403,"Census Tract 6084.03, Camden County, New Jersey",,,34007608403,6368085,188757,34,,"Census Tract 6084.03, Camden County, New Jersey",6324,2.32
ACSSF,NJ,1400000US34007608404,"Census Tract 6084.04, Camden County, New Jersey",,,34007608404,6847061,77942,34,,"Census Tract 6084.04, Camden County, New Jersey",6929,7.2
ACSSF,NJ,1400000US34007608503,"Census Tract 6085.03, Camden County, New Jersey",,,34007608503,2490656,0,34,,"Census Tract 6085.03, Camden County, New Jersey",2659,7.92
ACSSF,NJ,1400000US34007608504,"Census Tract 6085.04, Camden County, New Jersey",,,34007608504,2345652,19056,34,,"Census Tract 6085.04, Camden County, New Jersey",3696,43.47
ACSSF,NJ,1400000US34007608600,"Census Tract 6086, Camden County, New Jersey",,,34007608600,4902290,150323,34,,"Census Tract 6086, Camden County, New Jersey",5351,12.21
ACSSF,NJ,1400000US34007608700,"Census Tract 6087, Camden County, New Jersey",,,34007608700,9307767,35573,34,,"Census Tract 6087, Camden County, New Jersey",7503,11.67
ACSSF,NJ,1400000US34007608800,"Census Tract 6088, Camden County, New Jersey",,,34007608800,8656741,15360,34,,"Census Tract 6088, Camden County, New Jersey",5909,13.92
ACSSF,NJ,1400000US34007608901,"Census Tract 6089.01, Camden County, New Jersey",,,34007608901,9751003,157764,34,,"Census Tract 6089.01, Camden County, New Jersey",5622,13.07
ACSSF,NJ,1400000US34007608903,"Census Tract 6089.03, Camden County, New Jersey",,,34007608903,13499905,22447,34,,"Census Tract 6089.03, Camden County, New Jersey",2803,0
ACSSF,NJ,1400000US34007608904,"Census Tract 6089.04, Camden County, New Jersey",,,34007608904,69994840,384333,34,,"Census Tract 6089.04, Camden County, New Jersey",1991,0
ACSSF,NJ,1400000US34007609000,"Census Tract 6090, Camden County, New Jersey",,,34007609000,4442825,4000,34,,"Census Tract 6090, Camden County, New Jersey",1340,7.47
ACSSF,NJ,1400000US34007609103,"Census Tract 6091.03, Camden County, New Jersey",,,34007609103,21271835,361762,34,,"Census Tract 6091.03, Camden County, New Jersey",5632,7.55
ACSSF,NJ,1400000US34007609201,"Census Tract 6092.01, Camden County, New Jersey",,,34007609201,4539268,1994,34,,"Census Tract 6092.01, Camden County, New Jersey",5384,12.97
ACSSF,NJ,1400000US34007609202,"Census Tract 6092.02, Camden County, New Jersey",,,34007609202,3476709,24579,34,,"Census Tract 6092.02, Camden County, New Jersey",4819,0
ACSSF,NJ,1400000US34007609204,"Census Tract 6092.04, Camden County, New Jersey",,,34007609204,3398062,44034,34,,"Census Tract 6092.04, Camden County, New Jersey",4034,38.76
ACSSF,NJ,1400000US34007609205,"Census Tract 6092.05, Camden County, New Jersey",,,34007609205,62919216,652506,34,,"Census Tract 6092.05, Camden County, New Jersey",5738,27.42
ACSSF,NJ,1400000US34007609206,"Census Tract 6092.06, Camden County, New Jersey",,,34007609206,5431416,27590,34,,"Census Tract 6092.06, Camden County, New Jersey",4968,5.73
ACSSF,NJ,1400000US34007609207,"Census Tract 6092.07, Camden County, New Jersey",,,34007609207,13454308,52871,34,,"Census Tract 6092.07, Camden County, New Jersey",4771,9.37
ACSSF,NJ,1400000US34007610300,"Census Tract 6103, Camden County, New Jersey",,,34007610300,1866264,970247,34,,"Census Tract 6103, Camden County, New Jersey",2130,
ACSSF,NJ,1400000US34007610400,"Census Tract 6104, Camden County, New Jersey",,,34007610400,1102538,0,34,,"Census Tract 6104, Camden County, New Jersey",4928,37.13
ACSSF,NJ,1400000US34007610500,"Census Tract 6105, Camden County, New Jersey",,,34007610500,5621954,3186122,34,,"Census Tract 6105, Camden County, New Jersey",6569,14.13
ACSSF,NJ,1400000US34007610600,"Census Tract 6106, Camden County, New Jersey",,,34007610600,1842384,220803,34,,"Census Tract 6106, Camden County, New Jersey",1317,63.22
ACSSF,NJ,1400000US34007610800,"Census Tract 6108, Camden County, New Jersey",,,34007610800,6799135,798407,34,,"Census Tract 6108, Camden County, New Jersey",2843,1.74
ACSSF,NJ,1400000US34007610900,"Census Tract 6109, Camden County, New Jersey",,,34007610900,1699777,74898,34,,"Census Tract 6109, Camden County, New Jersey",3194,4.54
ACSSF,NJ,1400000US34007611000,"Census Tract 6110, Camden County, New Jersey",,,34007611000,2842521,1003475,34,,"Census Tract 6110, Camden County, New Jersey",6341,11.94
ACSSF,NJ,1400000US34007611100,"Census Tract 6111, Camden County, New Jersey",,,34007611100,3083127,0,34,,"Census Tract 6111, Camden County, New Jersey",3160,1.71
ACSSF,NJ,1400000US34007611200,"Census Tract 6112, Camden County, New Jersey",,,34007611200,2844014,0,34,,"Census Tract 6112, Camden County, New Jersey",4465,14.46
ACSSF,NJ,1400000US34007611300,"Census Tract 6113, Camden County, New Jersey",,,34007611300,4998980,169597,34,,"Census Tract 6113, Camden County, New Jersey",4426,23.42
ACSSF,NJ,1400000US34007611400,"Census Tract 6114, Camden County, New Jersey",,,34007611400,7764524,129528,34,,"Census Tract 6114, Camden County, New Jersey",4407,19.32
ACSSF,NJ,1400000US34007611500,"Census Tract 6115, Camden County, New Jersey",,,34007611500,34219314,990124,34,,"Census Tract 6115, Camden County, New Jersey",4553,0
ACSSF,NJ,1400000US34007611600,"Census Tract 6116, Camden County, New Jersey",,,34007611600,1294862,102709,34,,"Census Tract 6116, Camden County, New Jersey",4222,4.57
ACSSF,NJ,1400000US34007611700,"Census Tract 6117, Camden County, New Jersey",,,34007611700,1844768,135782,34,,"Census Tract 6117, Camden County, New Jersey",2981,32.42
ACSSF,NJ,1400000US34009020101,"Census Tract 201.01, Cape May County, New Jersey",,,34009020101,2049251,566050,34,,"Census Tract 201.01, Cape May County, New Jersey",4133,2.68
ACSSF,NJ,1400000US34009020102,"Census Tract 201.02, Cape May County, New Jersey",,,34009020102,1719786,624115,34,,"Census Tract 201.02, Cape May County, New Jersey",1952,68.28
ACSSF,NJ,1400000US34009020201,"Census Tract 202.01, Cape May County, New Jersey",,,34009020201,1972496,4772868,34,,"Census Tract 202.01, Cape May County, New Jersey",1246,0
ACSSF,NJ,1400000US34009020203,"Census Tract 202.03, Cape May County, New Jersey",,,34009020203,3845001,7345398,34,,"Census Tract 202.03, Cape May County, New Jersey",1906,0
ACSSF,NJ,1400000US34009020205,"Census Tract 202.05, Cape May County, New Jersey",,,34009020205,5694495,2031968,34,,"Census Tract 202.05, Cape May County, New Jersey",1083,8.26
ACSSF,NJ,1400000US34009020206,"Census Tract 202.06, Cape May County, New Jersey",,,34009020206,2208972,1058588,34,,"Census Tract 202.06, Cape May County, New Jersey",940,0
ACSSF,NJ,1400000US34009020301,"Census Tract 203.01, Cape May County, New Jersey",,,34009020301,34217738,7178122,34,,"Census Tract 203.01, Cape May County, New Jersey",4471,2.4
ACSSF,NJ,1400000US34009020302,"Census Tract 203.02, Cape May County, New Jersey",,,34009020302,40398182,9377141,34,,"Census Tract 203.02, Cape May County, New Jersey",4785,1.7
ACSSF,NJ,1400000US34009020400,"Census Tract 204, Cape May County, New Jersey",,,34009020400,86032617,2375006,34,,"Census Tract 204, Cape May County, New Jersey",3303,0
ACSSF,NJ,1400000US34009020500,"Census Tract 205, Cape May County, New Jersey",,,34009020500,20769946,0,34,,"Census Tract 205, Cape May County, New Jersey",2083,42.96
ACSSF,NJ,1400000US34009020600,"Census Tract 206, Cape May County, New Jersey",,,34009020600,96246789,3529716,34,,"Census Tract 206, Cape May County, New Jersey",2003,3.14
ACSSF,NJ,1400000US34009020700,"Census Tract 207, Cape May County, New Jersey",,,34009020700,60242206,6521197,34,,"Census Tract 207, Cape May County, New Jersey",4230,3.64
ACSSF,NJ,1400000US34009020800,"Census Tract 208, Cape May County, New Jersey",,,34009020800,5709357,5105950,34,,"Census Tract 208, Cape May County, New Jersey",2079,0
ACSSF,NJ,1400000US34009020901,"Census Tract 209.01, Cape May County, New Jersey",,,34009020901,3676782,4868413,34,,"Census Tract 209.01, Cape May County, New Jersey",853,20
ACSSF,NJ,1400000US34009020902,"Census Tract 209.02, Cape May County, New Jersey",,,34009020902,11059075,6417183,34,,"Census Tract 209.02, Cape May County, New Jersey",1478,4.35
ACSSF,NJ,1400000US34009021001,"Census Tract 210.01, Cape May County, New Jersey",,,34009021001,59825003,27904253,34,,"Census Tract 210.01, Cape May County, New Jersey",2253,0
ACSSF,NJ,1400000US34009021002,"Census Tract 210.02, Cape May County, New Jersey",,,34009021002,65525776,7952180,34,,"Census Tract 210.02, Cape May County, New Jersey",3907,4.73
ACSSF,NJ,1400000US34009021100,"Census Tract 211, Cape May County, New Jersey",,,34009021100,22421919,2520866,34,,"Census Tract 211, Cape May County, New Jersey",5375,21.84
ACSSF,NJ,1400000US34009021300,"Census Tract 213, Cape May County, New Jersey",,,34009021300,4467965,3301937,34,,"Census Tract 213, Cape May County, New Jersey",3620,0
ACSSF,NJ,1400000US34009021400,"Census Tract 214, Cape May County, New Jersey",,,34009021400,3408501,655198,34,,"Census Tract 214, Cape May County, New Jersey",3788,13.24
ACSSF,NJ,1400000US34009021500,"Census Tract 215, Cape May County, New Jersey",,,34009021500,1322945,269465,34,,"Census Tract 215, Cape May County, New Jersey",1916,37.84
ACSSF,NJ,1400000US34009021600,"Census Tract 216, Cape May County, New Jersey",,,34009021600,3361724,1461310,34,,"Census Tract 216, Cape May County, New Jersey",3094,0
ACSSF,NJ,1400000US34009021701,"Census Tract 217.01, Cape May County, New Jersey",,,34009021701,10222267,290090,34,,"Census Tract 217.01, Cape May County, New Jersey",2756,0
ACSSF,NJ,1400000US34009021702,"Census Tract 217.02, Cape May County, New Jersey",,,34009021702,24838291,8957876,34,,"Census Tract 217.02, Cape May County, New Jersey",2563,0
ACSSF,NJ,1400000US34009021803,"Census Tract 218.03, Cape May County, New Jersey",,,34009021803,2702843,1676334,34,,"Census Tract 218.03, Cape May County, New Jersey",3922,17.03
ACSSF,NJ,1400000US34009021804,"Census Tract 218.04, Cape May County, New Jersey",,,34009021804,12689986,574506,34,,"Census Tract 218.04, Cape May County, New Jersey",5975,34.67
ACSSF,NJ,1400000US34009021805,"Census Tract 218.05, Cape May County, New Jersey",,,34009021805,5513836,11589,34,,"Census Tract 218.05, Cape May County, New Jersey",4064,4.42
ACSSF,NJ,1400000US34009021806,"Census Tract 218.06, Cape May County, New Jersey",,,34009021806,3519780,1758078,34,,"Census Tract 218.06, Cape May County, New Jersey",2171,0
ACSSF,NJ,1400000US34009021900,"Census Tract 219, Cape May County, New Jersey",,,34009021900,15385557,4327776,34,,"Census Tract 219, Cape May County, New Jersey",1686,0
ACSSF,NJ,1400000US34009022000,"Census Tract 220, Cape May County, New Jersey",,,34009022000,6244521,3757152,34,,"Census Tract 220, Cape May County, New Jersey",2789,5.26
ACSSF,NJ,1400000US34009022101,"Census Tract 221.01, Cape May County, New Jersey",,,34009022101,7661427,783863,34,,"Census Tract 221.01, Cape May County, New Jersey",1858,0
ACSSF,NJ,1400000US34009022102,"Census Tract 221.02, Cape May County, New Jersey",,,34009022102,26482159,1077256,34,,"Census Tract 221.02, Cape May County, New Jersey",6954,11.17
ACSSF,NJ,1400000US34009990100,"Census Tract 9901, Cape May County, New Jersey",,,34009990100,0,826098382,34,,"Census Tract 9901, Cape May County, New Jersey",0,
ACSSF,NJ,1400000US34011010101,"Census Tract 101.01, Cumberland County, New Jersey",,,34011010101,236975302,7075115,34,,"Census Tract 101.01, Cumberland County, New Jersey",2423,40.68
ACSSF,NJ,1400000US34011010103,"Census Tract 101.03, Cumberland County, New Jersey",,,34011010103,4324641,942,34,,"Census Tract 101.03, Cumberland County, New Jersey",3168,
ACSSF,NJ,1400000US34011010200,"Census Tract 102, Cumberland County, New Jersey",,,34011010200,82655642,6472398,34,,"Census Tract 102, Cumberland County, New Jersey",4665,14.74
ACSSF,NJ,1400000US34011010301,"Census Tract 103.01, Cumberland County, New Jersey",,,34011010301,95631367,3797769,34,,"Census Tract 103.01, Cumberland County, New Jersey",3079,19.72
ACSSF,NJ,1400000US34011010302,"Census Tract 103.02, Cumberland County, New Jersey",,,34011010302,125363234,15179265,34,,"Census Tract 103.02, Cumberland County, New Jersey",1559,9.55
ACSSF,NJ,1400000US34011010401,"Census Tract 104.01, Cumberland County, New Jersey",,,34011010401,105429858,6974001,34,,"Census Tract 104.01, Cumberland County, New Jersey",4404,8.27
ACSSF,NJ,1400000US34011010402,"Census Tract 104.02, Cumberland County, New Jersey",,,34011010402,1093686,0,34,,"Census Tract 104.02, Cumberland County, New Jersey",1065,
ACSSF,NJ,1400000US34011010500,"Census Tract 105, Cumberland County, New Jersey",,,34011010500,93337231,4145142,34,,"Census Tract 105, Cumberland County, New Jersey",2068,8.29
ACSSF,NJ,1400000US34011010600,"Census Tract 106, Cumberland County, New Jersey",,,34011010600,80531226,2544942,34,,"Census Tract 106, Cumberland County, New Jersey",4655,13.01
ACSSF,NJ,1400000US34011010701,"Census Tract 107.01, Cumberland County, New Jersey",,,34011010701,52112467,175481,34,,"Census Tract 107.01, Cumberland County, New Jersey",3974,25.92
ACSSF,NJ,1400000US34011010702,"Census Tract 107.02, Cumberland County, New Jersey",,,34011010702,28802551,216539,34,,"Census Tract 107.02, Cumberland County, New Jersey",3752,48.96
ACSSF,NJ,1400000US34011010800,"Census Tract 108, Cumberland County, New Jersey",,,34011010800,43619758,96957,34,,"Census Tract 108, Cumberland County, New Jersey",3143,11.61
ACSSF,NJ,1400000US34011020100,"Census Tract 201, Cumberland County, New Jersey",,,34011020100,518254,66298,34,,"Census Tract 201, Cumberland County, New Jersey",1282,52.06
ACSSF,NJ,1400000US34011020200,"Census Tract 202, Cumberland County, New Jersey",,,34011020200,609670,27072,34,,"Census Tract 202, Cumberland County, New Jersey",2992,14.94
ACSSF,NJ,1400000US34011020301,"Census Tract 203.01, Cumberland County, New Jersey",,,34011020301,771874,25644,34,,"Census Tract 203.01, Cumberland County, New Jersey",2295,67.28
ACSSF,NJ,1400000US34011020302,"Census Tract 203.02, Cumberland County, New Jersey",,,34011020302,784139,86481,34,,"Census Tract 203.02, Cumberland County, New Jersey",4268,52.84
ACSSF,NJ,1400000US34011020400,"Census Tract 204, Cumberland County, New Jersey",,,34011020400,3685666,7103,34,,"Census Tract 204, Cumberland County, New Jersey",3438,16.07
ACSSF,NJ,1400000US34011020502,"Census Tract 205.02, Cumberland County, New Jersey",,,34011020502,353813,0,34,,"Census Tract 205.02, Cumberland County, New Jersey",2632,
ACSSF,NJ,1400000US34011020503,"Census Tract 205.03, Cumberland County, New Jersey",,,34011020503,4508477,209373,34,,"Census Tract 205.03, Cumberland County, New Jersey",5168,50.42
ACSSF,NJ,1400000US34011020600,"Census Tract 206, Cumberland County, New Jersey",,,34011020600,4899528,268174,34,,"Census Tract 206, Cumberland County, New Jersey",4761,24.08
ACSSF,NJ,1400000US34011030100,"Census Tract 301, Cumberland County, New Jersey",,,34011030100,524734,0,34,,"Census Tract 301, Cumberland County, New Jersey",789,80.56
ACSSF,NJ,1400000US34011030200,"Census Tract 302, Cumberland County, New Jersey",,,34011030200,2637341,97757,34,,"Census Tract 302, Cumberland County, New Jersey",4435,34.46
ACSSF,NJ,1400000US34011030300,"Census Tract 303, Cumberland County, New Jersey",,,34011030300,2390226,115012,34,,"Census Tract 303, Cumberland County, New Jersey",3756,7.08
ACSSF,NJ,1400000US34011030401,"Census Tract 304.01, Cumberland County, New Jersey",,,34011030401,8065740,57212,34,,"Census Tract 304.01, Cumberland County, New Jersey",3820,30.16
ACSSF,NJ,1400000US34011030402,"Census Tract 304.02, Cumberland County, New Jersey",,,34011030402,30287914,3490176,34,,"Census Tract 304.02, Cumberland County, New Jersey",4065,0
ACSSF,NJ,1400000US34011030501,"Census Tract 305.01, Cumberland County, New Jersey",,,34011030501,42021678,1121242,34,,"Census Tract 305.01, Cumberland County, New Jersey",6552,20.24
ACSSF,NJ,1400000US34011030502,"Census Tract 305.02, Cumberland County, New Jersey",,,34011030502,22850249,1589871,34,,"Census Tract 305.02, Cumberland County, New Jersey",4015,4.27
ACSSF,NJ,1400000US34011040300,"Census Tract 403, Cumberland County, New Jersey",,,34011040300,1878754,0,34,,"Census Tract 403, Cumberland County, New Jersey",3801,2.35
ACSSF,NJ,1400000US34011040400,"Census Tract 404, Cumberland County, New Jersey",,,34011040400,5290442,1449,34,,"Census Tract 404, Cumberland County, New Jersey",6517,28.1
ACSSF,NJ,1400000US34011040500,"Census Tract 405, Cumberland County, New Jersey",,,34011040500,5433138,4305,34,,"Census Tract 405, Cumberland County, New Jersey",6035,42.8
ACSSF,NJ,1400000US34011040601,"Census Tract 406.01, Cumberland County, New Jersey",,,34011040601,4099238,0,34,,"Census Tract 406.01, Cumberland County, New Jersey",3596,4.23
ACSSF,NJ,1400000US34011040602,"Census Tract 406.02, Cumberland County, New Jersey",,,34011040602,2365001,0,34,,"Census Tract 406.02, Cumberland County, New Jersey",4228,17.25
ACSSF,NJ,1400000US34011040701,"Census Tract 407.01, Cumberland County, New Jersey",,,34011040701,7722849,105511,34,,"Census Tract 407.01, Cumberland County, New Jersey",4582,14.16
ACSSF,NJ,1400000US34011040702,"Census Tract 407.02, Cumberland County, New Jersey",,,34011040702,8116941,57139,34,,"Census Tract 407.02, Cumberland County, New Jersey",3699,0
ACSSF,NJ,1400000US34011040800,"Census Tract 408, Cumberland County, New Jersey",,,34011040800,16112648,21517,34,,"Census Tract 408, Cumberland County, New Jersey",5209,4.8
ACSSF,NJ,1400000US34011040901,"Census Tract 409.01, Cumberland County, New Jersey",,,34011040901,20145873,202170,34,,"Census Tract 409.01, Cumberland County, New Jersey",2437,67.19
ACSSF,NJ,1400000US34011040902,"Census Tract 409.02, Cumberland County, New Jersey",,,34011040902,19259987,73016,34,,"Census Tract 409.02, Cumberland County, New Jersey",6464,15.34
ACSSF,NJ,1400000US34011041001,"Census Tract 410.01, Cumberland County, New Jersey",,,34011041001,59214996,366181,34,,"Census Tract 410.01, Cumberland County, New Jersey",4245,0
ACSSF,NJ,1400000US34011041002,"Census Tract 410.02, Cumberland County, New Jersey",,,34011041002,24465160,685917,34,,"Census Tract 410.02, Cumberland County, New Jersey",3259,0
ACSSF,NJ,1400000US34011041101,"Census Tract 411.01, Cumberland County, New Jersey",,,34011041101,2074768,0,34,,"Census Tract 411.01, Cumberland County, New Jersey",2615,0
ACSSF,NJ,1400000US34011041102,"Census Tract 411.02, Cumberland County, New Jersey",,,34011041102,982111,0,34,,"Census Tract 411.02, Cumberland County, New Jersey",4005,41.18
ACSSF,NJ,1400000US34011990000,"Census Tract 9900, Cumberland County, New Jersey",,,34011990000,0,448306028,34,,"Census Tract 9900, Cumberland County, New Jersey",0,
ACSSF,NJ,1400000US34013000100,"Census Tract 1, Essex County, New Jersey",,,34013000100,938930,6653,34,,"Census Tract 1, Essex County, New Jersey",6075,11.62
ACSSF,NJ,1400000US34013000200,"Census Tract 2, Essex County, New Jersey",,,34013000200,763973,22301,34,,"Census Tract 2, Essex County, New Jersey",3741,27.92
ACSSF,NJ,1400000US34013000300,"Census Tract 3, Essex County, New Jersey",,,34013000300,327802,0,34,,"Census Tract 3, Essex County, New Jersey",4316,27.37
ACSSF,NJ,1400000US34013000400,"Census Tract 4, Essex County, New Jersey",,,34013000400,178899,0,34,,"Census Tract 4, Essex County, New Jersey",2611,31.27
ACSSF,NJ,1400000US34013000500,"Census Tract 5, Essex County, New Jersey",,,34013000500,207629,0,34,,"Census Tract 5, Essex County, New Jersey",2146,41.01
ACSSF,NJ,1400000US34013000600,"Census Tract 6, Essex County, New Jersey",,,34013000600,327539,0,34,,"Census Tract 6, Essex County, New Jersey",4146,40.54
ACSSF,NJ,1400000US34013000700,"Census Tract 7, Essex County, New Jersey",,,34013000700,653282,0,34,,"Census Tract 7, Essex County, New Jersey",6530,20.78
ACSSF,NJ,1400000US34013000800,"Census Tract 8, Essex County, New Jersey",,,34013000800,382013,0,34,,"Census Tract 8, Essex County, New Jersey",5089,19.49
ACSSF,NJ,1400000US34013000900,"Census Tract 9, Essex County, New Jersey",,,34013000900,328056,0,34,,"Census Tract 9, Essex County, New Jersey",3210,8.82
ACSSF,NJ,1400000US34013001000,"Census Tract 10, Essex County, New Jersey",,,34013001000,529858,0,34,,"Census Tract 10, Essex County, New Jersey",4042,39.79
ACSSF,NJ,1400000US34013001100,"Census Tract 11, Essex County, New Jersey",,,34013001100,569149,0,34,,"Census Tract 11, Essex County, New Jersey",3377,22.57
ACSSF,NJ,1400000US34013001300,"Census Tract 13, Essex County, New Jersey",,,34013001300,223286,0,34,,"Census Tract 13, Essex County, New Jersey",2453,52
ACSSF,NJ,1400000US34013001400,"Census Tract 14, Essex County, New Jersey",,,34013001400,332955,0,34,,"Census Tract 14, Essex County, New Jersey",3492,16.51
ACSSF,NJ,1400000US34013001500,"Census Tract 15, Essex County, New Jersey",,,34013001500,237650,0,34,,"Census Tract 15, Essex County, New Jersey",2059,51.47
ACSSF,NJ,1400000US34013001600,"Census Tract 16, Essex County, New Jersey",,,34013001600,261037,0,34,,"Census Tract 16, Essex County, New Jersey",2042,18.86
ACSSF,NJ,1400000US34013001700,"Census Tract 17, Essex County, New Jersey",,,34013001700,286405,0,34,,"Census Tract 17, Essex County, New Jersey",2550,66.11
ACSSF,NJ,1400000US34013001800,"Census Tract 18, Essex County, New Jersey",,,34013001800,694976,0,34,,"Census Tract 18, Essex County, New Jersey",2390,2.49
ACSSF,NJ,1400000US34013001900,"Census Tract 19, Essex County, New Jersey",,,34013001900,709181,0,34,,"Census Tract 19, Essex County, New Jersey",2259,49.3
ACSSF,NJ,1400000US34013002000,"Census Tract 20, Essex County, New Jersey",,,34013002000,406087,0,34,,"Census Tract 20, Essex County, New Jersey",4138,24.41
ACSSF,NJ,1400000US34013002100,"Census Tract 21, Essex County, New Jersey",,,34013002100,438393,0,34,,"Census Tract 21, Essex County, New Jersey",2791,37.28
ACSSF,NJ,1400000US34013002202,"Census Tract 22.02, Essex County, New Jersey",,,34013002202,433535,0,34,,"Census Tract 22.02, Essex County, New Jersey",3369,32.94
ACSSF,NJ,1400000US34013002203,"Census Tract 22.03, Essex County, New Jersey",,,34013002203,145405,0,34,,"Census Tract 22.03, Essex County, New Jersey",6237,51.24
ACSSF,NJ,1400000US34013002204,"Census Tract 22.04, Essex County, New Jersey",,,34013002204,368054,0,34,,"Census Tract 22.04, Essex County, New Jersey",2379,15.12
ACSSF,NJ,1400000US34013002300,"Census Tract 23, Essex County, New Jersey",,,34013002300,498553,0,34,,"Census Tract 23, Essex County, New Jersey",5619,8.67
ACSSF,NJ,1400000US34013002400,"Census Tract 24, Essex County, New Jersey",,,34013002400,386910,0,34,,"Census Tract 24, Essex County, New Jersey",3844,18.62
ACSSF,NJ,1400000US34013002500,"Census Tract 25, Essex County, New Jersey",,,34013002500,373350,0,34,,"Census Tract 25, Essex County, New Jersey",5569,53.49
ACSSF,NJ,1400000US34013002600,"Census Tract 26, Essex County, New Jersey",,,34013002600,206227,0,34,,"Census Tract 26, Essex County, New Jersey",1813,14.4
ACSSF,NJ,1400000US34013002800,"Census Tract 28, Essex County, New Jersey",,,34013002800,214167,0,34,,"Census Tract 28, Essex County, New Jersey",2413,44.08
ACSSF,NJ,1400000US34013003100,"Census Tract 31, Essex County, New Jersey",,,34013003100,267912,0,34,,"Census Tract 31, Essex County, New Jersey",1941,35.14
ACSSF,NJ,1400000US34013003500,"Census Tract 35, Essex County, New Jersey",,,34013003500,253692,0,34,,"Census Tract 35, Essex County, New Jersey",3548,70.49
ACSSF,NJ,1400000US34013003700,"Census Tract 37, Essex County, New Jersey",,,34013003700,329259,0,34,,"Census Tract 37, Essex County, New Jersey",2657,65.89
ACSSF,NJ,1400000US34013003800,"Census Tract 38, Essex County, New Jersey",,,34013003800,574740,0,34,,"Census Tract 38, Essex County, New Jersey",1861,55.26
ACSSF,NJ,1400000US34013003900,"Census Tract 39, Essex County, New Jersey",,,34013003900,308176,0,34,,"Census Tract 39, Essex County, New Jersey",1366,68.96
ACSSF,NJ,1400000US34013004100,"Census Tract 41, Essex County, New Jersey",,,34013004100,347849,0,34,,"Census Tract 41, Essex County, New Jersey",3978,49.85
ACSSF,NJ,1400000US34013004200,"Census Tract 42, Essex County, New Jersey",,,34013004200,290396,0,34,,"Census Tract 42, Essex County, New Jersey",2702,10.45
ACSSF,NJ,1400000US34013004300,"Census Tract 43, Essex County, New Jersey",,,34013004300,377481,0,34,,"Census Tract 43, Essex County, New Jersey",2570,19.49
ACSSF,NJ,1400000US34013004400,"Census Tract 44, Essex County, New Jersey",,,34013004400,221417,0,34,,"Census Tract 44, Essex County, New Jersey",1676,51.65
ACSSF,NJ,1400000US34013004500,"Census Tract 45, Essex County, New Jersey",,,34013004500,489028,0,34,,"Census Tract 45, Essex County, New Jersey",3312,22.52
ACSSF,NJ,1400000US34013004600,"Census Tract 46, Essex County, New Jersey",,,34013004600,394162,0,34,,"Census Tract 46, Essex County, New Jersey",3970,37.01
ACSSF,NJ,1400000US34013004700,"Census Tract 47, Essex County, New Jersey",,,34013004700,567566,0,34,,"Census Tract 47, Essex County, New Jersey",4674,0
ACSSF,NJ,1400000US34013004801,"Census Tract 48.01, Essex County, New Jersey",,,34013004801,168089,0,34,,"Census Tract 48.01, Essex County, New Jersey",2627,20.2
