OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA
169043881,254,Hamlin & 7th St NE,31514,38.927497,-76.997194,YES,NO,,,NO,1,14,400243.3095,139957.7003,
169043882,255,Columbia Pike & S Walter Reed Dr,31067,38.862478,-77.086599,YES,NO,,,NO,8,4,392484.1179,132743.6373,
169043883,256,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,31068,38.856319,-77.11153,YES,NO,,,NO,9,6,390319.5351,132062.2923,
169043884,257,Pershing & N George Mason Dr,31069,38.871822,-77.107906,YES,NO,,,NO,0,9,390636.1213,133782.8596,
169043885,258,Fenton St & New York Ave,32001,38.985404,-77.023082,YES,NO,,,NO,2,13,398000.1753,146386.1589,
169043886,259,Bethesda Ave & Arlington Rd,32002,38.981103,-77.097426,YES,NO,,,NO,2,16,391558.5023,145912.9575,
169043887,260,Montgomery Ave & Waverly St,32003,38.983838,-77.09221,YES,NO,,,NO,5,4,392010.7503,146216.0997,
169043888,344,Court House Metro / 15th & N Uhle St,31089,38.890612,-77.084801,YES,NO,,,NO,9,12,392643.0665,135866.5762,
169043889,345,Washington Adventist U / Flower Ave & Division St,32049,38.986743,-77.000035,YES,NO,,,NO,8,7,399996.9677,146534.5483,
169043890,346,6th & S Ball St,31090,38.864702,-77.048672,YES,NO,,,NO,7,8,395775.9137,132988.0787,
169043891,347,McKinley St & Connecticut Ave NW,31315,38.96497,-77.075946,YES,NO,,,NO,4,15,393418.1513,144120.2736,
169043892,348,15th & L St NW,31276,38.90366,-77.034846,YES,NO,,,NO,1,21,396977.4784,137312.1678,
169043893,349,17th & G St NW,31277,38.89841,-77.039624,YES,NO,,,NO,8,23,396562.7846,136729.5447,
169043894,350,Spring St & Second Ave,32050,38.997653,-77.034499,YES,NO,,,NO,4,10,397011.5202,147746.232,
169043895,351,18th & R St NW,31278,38.912648,-77.041834,YES,NO,,,NO,4,15,396371.8007,138310.1638,
169043896,352,S Joyce & 16th St S,31091,38.859254,-77.063275,YES,NO,,,NO,12,2,394508.1473,132384.0883,
169043897,353,Union Market/6th St & Neal Pl NE,31517,38.908008,-76.996985,YES,NO,,,NO,18,4,400261.5034,137794.2586,
169043898,354,Lee Hwy & N Monroe St,31092,38.896456,-77.104562,YES,NO,,,NO,4,11,390929.4394,136517.0839,
169043899,355,21st St N & N Pierce St,31093,38.898984,-77.078317,YES,NO,,,NO,4,9,393206.3848,136795.4315,
169043900,356,Lee Hwy & N Kirkwood Rd,31094,38.895377,-77.09713,YES,NO,,,NO,5,10,391574.024,136396.5942,
169043901,357,19th & G St NW,31279,38.898412,-77.043182,YES,NO,,,NO,1,22,396254.1432,136729.9067,
169043902,358,2nd St & Seaton Pl NE,31522,38.914751,-77.00356,YES,NO,,,NO,4,15,399691.2557,138542.7889,
169043903,359,Wilson Blvd & N Illinois St,31902,38.876528,-77.12712,YES,NO,,,NO,0,15,388969.4952,134307.4068,
169043904,364,Army Navy Dr & S Nash St,31095,38.862756,-77.067185,YES,NO,,,NO,2,9,394169.0712,132773.0781,
169043905,365,31st & Water St NW,31293,38.902814,-77.061043,YES,NO,,,NO,8,11,394705.1035,137219.4484,
169043906,367,11th & S St NW,31280,38.913761,-77.027025,YES,NO,,,NO,9,11,397656.1993,138433.2316,
169043907,368,S Walter Reed Dr & 8th St S,31096,38.86612,-77.08787,YES,NO,,,NO,10,5,392374.1977,133148.0312,
169043908,369,2nd & G St NE,31639,38.89967,-77.003666,YES,NO,,,NO,0,21,399681.9955,136868.6752,
169043909,370,8th & O St NW,31281,38.90864,-77.02277,YES,NO,,,NO,7,11,398025.0815,137864.6578,
169043910,371,Georgia & Missouri Ave NW,31411,38.961339,-77.027855,YES,NO,,,NO,5,14,397585.8274,143714.8292,
169043911,373,Oklahoma Ave & D St NE,31712,38.894474,-76.974828,YES,NO,,,NO,7,10,402183.6857,136292.1726,
169043912,374,Maryland Ave & E St NE,31640,38.896134,-76.9929,YES,NO,,,NO,3,16,400615.9148,136476.1686,
169043913,375,New York Ave & Hecht Ave NE,31518,38.915604,-76.983683,YES,NO,,,NO,12,10,401415.09,138637.5995,
169043914,376,Yuma St & Tenley Circle NW,31316,38.946182,-77.08059,YES,NO,,,NO,4,14,393013.8386,142034.9791,
169043915,377,Connecticut Ave & Chevy Chase Lake Dr,32051,38.994113,-77.076986,YES,NO,,,NO,6,8,393330.7482,147355.5038,
169043916,378,Key West Ave & Siesta Key Way,32052,39.105295,-77.194774,YES,NO,,,NO,11,4,383153.1879,159713.1322,
169043917,379,Lee Hwy & N Woodstock St,31900,38.898301,-77.118009,YES,NO,,,NO,2,17,389763.2023,136723.3155,
169043918,380,Saint Asaph & Madison St,31097,38.812718,-77.044097,YES,NO,,,NO,10,3,396170.1757,127217.2968,
169043919,381,King St Metro North / Cameron St,31098,38.80704,-77.059817,YES,NO,,,NO,6,9,394804.4809,126587.7799,
169043920,382,Madison & N Henry St,31099,38.813485,-77.049468,YES,NO,,,NO,6,9,395703.7505,127302.6778,
169043921,383,Medical Center Metro,32053,38.999378,-77.097882,YES,NO,,,NO,6,12,391521.1673,147941.7054,
169043922,384,Washington Blvd & N Frederick St,31901,38.884829,-77.127671,YES,NO,,,NO,5,6,388922.9724,135228.947,
169043923,385,Wisconsin Ave & Ingomar St NW,31317,38.958267,-77.084636,YES,NO,,,NO,1,18,392664.3441,143376.841,
169043924,386,16th & Irving St NW,31122,38.928893,-77.03625,YES,NO,,,NO,0,19,396856.8086,140113.2886,
169043925,387,16th & R St NW,31282,38.912652,-77.036278,YES,NO,,,NO,14,4,396853.6643,138310.4017,
169043926,388,Lyttonsville Rd & Lyttonsville Pl,32054,38.999679,-77.051168,YES,NO,,,NO,4,10,395567.6923,147971.816,
169043927,389,Woodmont Ave & Strathmore St,32055,38.979875,-77.093522,YES,NO,,,NO,2,8,391896.6255,145776.2839,
169043928,390,14th & L St NW,31283,38.903658,-77.031737,YES,NO,,,NO,1,17,397247.1512,137311.8475,
169043929,391,1st & O St NW,31519,38.908643,-77.012365,YES,NO,,,NO,3,12,398927.5421,137864.8171,
169043930,392,South Capitol & Atlantic St SW,31811,38.831516,-77.008133,YES,NO,,,NO,15,4,399293.8349,129303.1048,
169043931,393,18th & C St NW,31284,38.893511,-77.041544,YES,NO,,,NO,4,15,396395.9852,136185.791,
169043932,394,22nd & P ST NW,31285,38.909394,-77.048728,YES,NO,,,NO,9,8,395773.7018,137949.2396,
169043933,395,East West Hwy & 16th St,32056,38.995681,-77.038721,YES,NO,,,NO,4,14,396645.6961,147527.4668,
169043934,396,Royal & Wilkes St,31903,38.799267,-77.0447,YES,NO,,,NO,10,4,396117.074,125724.1768,
169043935,397,14th & Girard St NW,31123,38.925284,-77.032375,YES,NO,,,NO,0,23,397192.6628,139712.5324,
169043936,398,Potomac Ave & Main Line Blvd,31910,38.822738,-77.049265,YES,NO,,,NO,15,1,395721.9352,128329.8113,
169043937,399,11th & O St NW,31286,38.90843,-77.02714,YES,NO,,,NO,1,18,397646.0498,137841.4497,
169043938,400,10th St & L'Enfant Plaza SW,31287,38.884377,-77.025791,YES,NO,,,NO,4,19,397762.299,135171.3418,
169043939,401,Connecticut Ave & Yuma St NW,31318,38.947156,-77.065115,YES,NO,,,NO,5,14,394355.4076,142142.0313,
169043940,402,2nd St & Massachusetts Ave NE,31641,38.894972,-77.003135,YES,NO,,,NO,8,12,399728.0388,136347.1581,
169043941,403,Radford & Osage St,31908,38.828437,-77.086031,YES,NO,,,NO,2,21,392529.8532,128964.8036,
169043942,404,East Falls Church Metro/Sycamore St & 19th St N,31904,38.884859,-77.155988,YES,NO,,,NO,1,15,386466.1326,135236.0943,
169043943,405,Kennebec St & 11th St N,31905,38.880992,-77.135271,YES,NO,,,NO,10,5,388262.9483,134803.9606,
