CMPLNT_NUM,CMPLNT_FR_,CMPLNT_F_1,CMPLNT_TO_,CMPLNT_T_1,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_C,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_C,LOC_OF_OCC,PREM_TYP_D,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
492537924,8/14/2014,17:00:00,8/17/2014,21:00:00,8/18/2014,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,HOSPITAL,,,"1,065,540","213,942",40.75353246,-73.70659676,"(40.753532458, -73.706596761)"
681179819,7/8/2013,8:30:00,7/8/2013,9:00:00,7/8/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,,RESIDENCE - APT. HOUSE,,,"1,063,463","212,154",40.74864373,-73.71411441,"(40.748643726, -73.714114406)"
835418503,3/19/2016,8:00:00,3/19/2016,10:30:00,3/19/2016,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,063,213","207,863",40.7368683,-73.71506705,"(40.736868297, -73.715067046)"
350486343,11/17/2013,18:45:00,11/17/2013,18:55:00,11/17/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,059,506","203,150",40.72396464,-73.72849621,"(40.723964644, -73.72849621)"
738248923,7/27/2012,2:30:00,7/27/2012,16:00:00,7/27/2012,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,"1,059,116","189,805",40.68733924,-73.73005159,"(40.687339242, -73.730051594)"
585651217,1/4/2015,2:30:00,1/4/2015,6:30:00,1/5/2015,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,059,039","179,173",40.65815757,-73.7304472,"(40.658157571, -73.730447204)"
647686922,3/30/2012,11:00:00,3/30/2012,11:10:00,3/30/2012,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,INSIDE,PUBLIC SCHOOL,,,"1,058,758","215,902",40.75897188,-73.73105355,"(40.758971883, -73.731053545)"
187104606,7/18/2006,15:00:00,8/14/2006,15:00:00,8/15/2006,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,058,617","193,504",40.6974963,-73.73181003,"(40.697496303, -73.731810029)"
529809319,8/9/2013,8:00:00,,,8/9/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,COMMERCIAL BUILDING,,,"1,057,767","203,992",40.72629034,-73.73476086,"(40.726290343, -73.73476086)"
981710856,12/31/2006,18:00:00,1/6/2007,15:00:00,1/6/2007,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,"1,057,767","203,992",40.72629034,-73.73476086,"(40.726290343, -73.73476086)"
910646826,4/28/2006,19:00:00,,,4/28/2006,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,,,,"1,057,767","203,992",40.72629034,-73.73476086,"(40.726290343, -73.73476086)"
334564364,5/9/2015,6:00:00,5/9/2015,11:45:00,5/9/2015,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,057,538","203,789",40.72573506,-73.73558927,"(40.72573506, -73.73558927)"
393070377,5/2/2012,14:30:00,,,5/2/2012,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,PUBLIC SCHOOL,,,"1,057,168","198,456",40.71110038,-73.73698194,"(40.711100378, -73.736981938)"
251939894,10/29/2006,9:45:00,10/29/2006,9:45:00,10/31/2006,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,INSIDE,COMMERCIAL BUILDING,,,"1,056,614","219,998",40.77023211,-73.7387485,"(40.770232105, -73.738748497)"
309561706,9/11/2009,8:00:00,9/11/2009,9:15:00,9/11/2009,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,"1,056,618","196,175",40.70484411,-73.73899032,"(40.704844114, -73.738990324)"
997145863,2/17/2006,18:00:00,,,2/17/2006,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,"1,056,610","185,186",40.67468203,-73.73913721,"(40.674682032, -73.739137206)"
670544152,7/18/2008,19:00:00,7/18/2008,20:40:00,7/18/2008,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,,,"1,056,495","200,772",40.71746274,-73.73938462,"(40.717462739, -73.739384621)"
228585519,1/16/2009,16:00:00,1/16/2009,16:05:00,1/16/2009,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,"1,056,064","156,962",40.59721793,-73.74140594,"(40.597217933, -73.741405943)"
127325412,9/4/2010,8:00:00,9/4/2010,21:00:00,9/5/2010,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,"1,055,868","156,522",40.59601181,-73.74211638,"(40.596011813, -73.742116381)"
159411117,8/21/2006,15:30:00,8/21/2006,16:02:00,8/21/2006,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,"1,055,868","156,522",40.59601181,-73.74211638,"(40.596011813, -73.742116381)"
474530616,12/14/2009,8:00:00,,,12/14/2009,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,105,,STREET,,,"1,055,757","185,920",40.67670362,-73.74220454,"(40.676703619, -73.742204542)"
927808233,5/9/2014,10:02:00,5/9/2014,10:05:00,5/9/2014,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,REAR OF,PUBLIC SCHOOL,,,"1,055,572","184,562",40.67297772,-73.74288587,"(40.672977722, -73.742885869)"
120818164,7/14/2007,12:00:00,7/14/2007,12:59:00,7/14/2007,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,"1,055,321","195,040",40.70173933,-73.74368019,"(40.701739331, -73.743680192)"
637051774,6/28/2008,7:00:00,6/28/2008,11:00:00,6/28/2008,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,055,143","185,848",40.67651094,-73.74441888,"(40.676510935, -73.744418878)"
687886987,5/26/2014,9:25:00,5/26/2014,9:30:00,5/26/2014,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,STREET,,,"1,054,718","192,792",40.69557394,-73.74587845,"(40.695573942, -73.745878449)"
562894886,1/15/2008,14:00:00,1/15/2008,14:30:00,1/16/2008,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,,STREET,,,"1,054,631","192,994",40.69612908,-73.74619008,"(40.696129075, -73.746190079)"
981694273,8/30/2008,12:00:00,9/13/2008,16:00:00,9/13/2008,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,054,530","180,257",40.66116984,-73.74668713,"(40.661169836, -73.746687134)"
489234847,8/19/2006,12:15:00,8/20/2006,11:09:00,8/20/2006,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,054,274","185,175",40.67467063,-73.74755876,"(40.674670625, -73.747558761)"
615411229,6/12/2015,21:00:00,6/12/2015,21:08:00,6/12/2015,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,STREET,,,"1,054,262","185,897",40.67665244,-73.74759452,"(40.676652439, -73.747594522)"
632541890,4/30/2014,15:00:00,4/30/2014,15:18:00,4/30/2014,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,STREET,,,"1,054,031","196,387",40.70544678,-73.74831866,"(40.705446781, -73.74831866)"
288007745,1/11/2013,22:00:00,1/11/2013,22:05:00,1/11/2013,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,,STREET,,,"1,054,020","158,678",40.60194431,-73.74874843,"(40.601944313, -73.748748433)"
433894024,10/22/2012,18:30:00,10/22/2012,18:40:00,10/22/2012,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,105,,STREET,,,"1,053,942","181,828",40.66548651,-73.74879025,"(40.665486514, -73.748790246)"
133813173,7/13/2006,13:00:00,7/13/2006,14:30:00,7/13/2006,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,FRONT OF,RESIDENCE - APT. HOUSE,,,"1,053,828","219,650",40.76929931,-73.74881023,"(40.769299306, -73.748810231)"
918924884,8/17/2006,14:00:00,8/22/2006,20:59:00,8/22/2006,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,"1,053,936","156,259",40.59530533,-73.74907588,"(40.595305334, -73.749075881)"
590600395,10/10/2014,20:50:00,10/10/2014,23:00:00,10/10/2014,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,"1,053,917","159,316",40.6036963,-73.74911277,"(40.603696297, -73.749112769)"
754528204,10/21/2012,17:00:00,10/21/2012,17:30:00,10/21/2012,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,STREET,,,"1,053,263","200,641",40.71712898,-73.75104503,"(40.717128978, -73.751045025)"
849466045,11/15/2007,16:20:00,11/15/2007,17:45:00,11/15/2007,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,"1,053,364","158,349",40.60104642,-73.75111415,"(40.601046419, -73.751114148)"
467326121,9/18/2009,9:30:00,9/18/2009,20:30:00,9/18/2009,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,101,INSIDE,RESIDENCE - PUBLIC HOUSING,,REDFERN,"1,052,788","161,189",40.60884608,-73.75315956,"(40.608846083, -73.753159558)"
445081409,4/1/2009,0:01:00,9/18/2009,19:00:00,9/18/2009,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,101,INSIDE,RESIDENCE - PUBLIC HOUSING,,REDFERN,"1,052,788","161,189",40.60884608,-73.75315956,"(40.608846083, -73.753159558)"
194188680,1/9/2016,19:30:00,1/10/2016,11:36:00,1/10/2016,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE-HOUSE,,,"1,052,753","160,863",40.60795155,-73.75328892,"(40.607951554, -73.753288918)"
946749687,2/11/2001,16:00:00,,,2/11/2010,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,,,"1,052,444","186,002",40.67695483,-73.75414767,"(40.676954831, -73.754147669)"
186468459,2/12/2006,20:00:00,2/17/2006,14:00:00,2/17/2006,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,"1,052,393","196,466",40.70567638,-73.75422569,"(40.705676383, -73.75422569)"
219260918,1/29/2008,0:01:00,,,10/10/2008,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,052,199","182,264",40.66669678,-73.75506862,"(40.666696781, -73.755068622)"
522013439,2/21/2006,5:30:00,2/21/2006,6:00:00,2/23/2006,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,"1,052,144","196,388",40.70546421,-73.75512456,"(40.705464206, -73.755124555)"
395844165,1/13/2011,0:05:00,1/13/2011,13:45:00,1/31/2011,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,052,170","180,222",40.66109219,-73.75519373,"(40.661092186, -73.755193727)"
522509243,4/26/2013,7:00:00,4/26/2013,8:00:00,4/27/2013,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,,,"1,052,128","185,997",40.67694354,-73.75528696,"(40.676943536, -73.75528696)"
260624827,7/17/2008,12:00:00,,,7/18/2008,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,,,"1,051,624","201,421",40.71928252,-73.75694969,"(40.719282517, -73.756949691)"
319383680,10/20/2009,21:00:00,10/20/2009,21:15:00,10/20/2009,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,113,,STREET,,,"1,051,601","184,718",40.67343701,-73.75719968,"(40.673437007, -73.757199677)"
266720634,8/3/2008,10:00:00,,,8/3/2008,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,"1,051,432","202,534",40.72233888,-73.75763122,"(40.722338882, -73.757631218)"
892438790,1/14/2016,5:00:00,1/14/2016,5:11:00,1/14/2016,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE-HOUSE,,,"1,051,265","158,539",40.60158405,-73.75867096,"(40.601584049, -73.758670958)"
958321011,3/29/2006,14:10:00,,,3/30/2006,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,,PARK/PLAYGROUND,,,"1,051,143","202,267",40.72160822,-73.75867648,"(40.721608224, -73.758676482)"
192515539,3/7/2010,12:00:00,3/7/2010,21:00:00,3/9/2010,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE-HOUSE,,,"1,051,113","160,811",40.60782135,-73.75919584,"(40.607821351, -73.759195838)"
267030337,8/12/2008,15:00:00,8/24/2008,16:55:00,8/24/2008,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE - APT. HOUSE,,,"1,050,964","189,413",40.6863285,-73.75944959,"(40.686328495, -73.759449585)"
489051056,4/9/2007,8:00:00,,,4/11/2007,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,"1,050,944","182,530",40.66743643,-73.75958981,"(40.667436432, -73.759589811)"
445020413,4/19/2008,13:00:00,4/30/2008,0:45:00,4/30/2008,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE-HOUSE,,,"1,050,895","157,232",40.5979994,-73.76001627,"(40.597999401, -73.760016269)"
566073685,3/4/2011,16:00:00,3/23/2011,16:00:00,3/23/2011,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,INSIDE,RESIDENCE-HOUSE,,,"1,050,725","211,484",40.74690968,-73.7600934,"(40.746909681, -73.760093397)"
207990464,6/10/2016,21:07:00,6/10/2016,22:25:00,6/10/2016,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,111,INSIDE,RESIDENCE-HOUSE,,,"1,050,669","217,968",40.76470697,-73.76023145,"(40.764706968, -73.760231448)"
277468567,8/29/2014,12:00:00,,,9/2/2014,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,FRONT OF,RESIDENCE-HOUSE,,,"1,050,737","183,798",40.67091835,-73.76032348,"(40.670918353, -73.760323475)"
310578433,7/31/2009,9:30:00,7/31/2009,10:00:00,7/31/2009,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,111,FRONT OF,RESIDENCE - APT. HOUSE,,,"1,050,642","209,021",40.74015001,-73.76041725,"(40.740150008, -73.760417253)"
971705030,11/27/2007,10:11:00,11/27/2007,11:43:00,11/27/2007,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,FRONT OF,RESIDENCE-HOUSE,,,"1,050,687","182,581",40.66757835,-73.76051571,"(40.667578347, -73.760515712)"
152508723,8/28/2006,17:34:00,8/28/2006,18:06:00,8/29/2006,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,STREET,,,"1,050,346","201,743",40.72017597,-73.76155689,"(40.720175967, -73.761556892)"
275863976,10/23/2015,17:38:00,10/23/2015,17:38:00,10/26/2015,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE - APT. HOUSE,,,"1,050,227","197,046",40.70728476,-73.76203222,"(40.707284755, -73.76203222)"
820306956,5/31/2009,17:00:00,10/14/2009,18:00:00,10/14/2009,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE-HOUSE,,,"1,050,213","199,294",40.71345507,-73.76206069,"(40.713455065, -73.762060691)"
916192431,1/8/2009,16:45:00,1/8/2009,17:05:00,1/8/2009,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,FRONT OF,RESIDENCE-HOUSE,,,"1,050,286","158,910",40.60260971,-73.76219283,"(40.602609714, -73.762192831)"
736135720,3/14/2015,14:00:00,3/14/2015,14:05:00,3/14/2015,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,101,,STREET,,,"1,050,214","160,588",40.607216,-73.76243573,"(40.607216002, -73.762435729)"
364965069,2/25/2010,18:30:00,2/25/2010,18:35:00,2/25/2010,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,STREET,,,"1,049,740","198,575",40.7114851,-73.76377388,"(40.711485101, -73.763773876)"
116551462,1/31/2006,6:30:00,1/31/2006,10:00:00,1/31/2006,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,"1,049,702","187,105",40.680003,-73.7640224,"(40.680003004, -73.764022397)"
947983063,3/30/2013,16:00:00,6/11/2013,14:30:00,6/11/2013,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,PUBLIC SCHOOL,,,"1,049,620","161,053",40.60849673,-73.76457048,"(40.608496729, -73.764570475)"
445071976,10/23/2015,0:45:00,10/23/2015,0:55:00,10/23/2015,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,"1,049,596","156,578",40.59621398,-73.7647002,"(40.596213982, -73.764700204)"
210386424,10/21/2006,15:30:00,,,11/3/2006,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE-HOUSE,,,"1,049,512","160,439",40.60681223,-73.76496537,"(40.606812227, -73.76496537)"
661047272,10/28/2009,23:00:00,10/29/2009,1:00:00,10/30/2009,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,BAR/NIGHT CLUB,,,"1,049,390","187,641",40.6814765,-73.76514209,"(40.681476499, -73.765142088)"
415027717,9/16/2006,13:00:00,9/19/2006,17:00:00,9/19/2006,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE - APT. HOUSE,,,"1,049,280","199,216",40.71324788,-73.76542693,"(40.71324788, -73.765426933)"
727598397,2/9/2016,15:00:00,2/9/2016,17:00:00,2/10/2016,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE-HOUSE,,,"1,049,272","200,234",40.7160421,-73.76544596,"(40.716042096, -73.765445958)"
792375556,2/18/2015,21:00:00,2/18/2015,21:22:00,2/18/2015,124,KIDNAPPING & RELATED OFFENSES,185,KIDNAPPING 2,ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,111,,STREET,,,"1,049,160","216,544",40.76080968,-73.7656926,"(40.760809675, -73.765692603)"
302612790,5/31/2007,10:40:00,5/31/2007,12:00:00,5/31/2007,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,FRONT OF,LIQUOR STORE,,,"1,049,232","183,246",40.66941442,-73.76575412,"(40.669414416, -73.765754121)"
746131524,8/10/2011,17:00:00,8/10/2011,20:30:00,8/10/2011,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE-HOUSE,,,"1,049,150","196,232",40.70505849,-73.76592463,"(40.70505849, -73.765924625)"
703209599,4/6/2006,12:00:00,4/6/2006,12:14:00,4/6/2006,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE-HOUSE,,,"1,049,114","158,935",40.60268699,-73.76641317,"(40.60268699, -73.766413174)"
870962052,6/6/2012,8:20:00,6/6/2012,11:15:00,6/6/2012,124,KIDNAPPING & RELATED OFFENSES,183,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE - APT. HOUSE,,,"1,048,852","198,761",40.71200215,-73.76697516,"(40.712002153, -73.766975161)"
931585422,1/11/2012,16:00:00,1/12/2012,21:20:00,1/12/2012,124,KIDNAPPING & RELATED OFFENSES,193,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,,,"1,048,598","181,596",40.66489018,-73.76805531,"(40.664890179, -73.768055305)"
