Census Tract,Geography,Geographic Area Name,Total,"Chinese, except Taiwanese",Hmong,Japanese,Korean,Mongolian,Okinawan,Taiwanese,Other East Asian,Burmese,Cambodian,Filipino,Indonesian,Laotian,Malaysian,Mien,Singaporean,Thai,Vietnamese,Other Southeast Asian,Asian Indian,Bangladeshi,Bhutanese,Nepalese,Pakistani,Sikh,Sri Lankan,Other South Asian,Kazakh,Uzbek,Other Central Asian,"Other Asian, specified","Other Asian, not specified",Two or more Asian,Estimate!!Total:,Percent Asian of Census Tract,GEOID
21291,1400000US13001950100,Census Tract 9501; Appling County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628,0,13001950100
21292,1400000US13001950201,Census Tract 9502.01; Appling County; Georgia,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392,3.093645485,13001950201
21293,1400000US13001950202,Census Tract 9502.02; Appling County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,0,13001950202
21294,1400000US13001950301,Census Tract 9503.01; Appling County; Georgia,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2716,0.625920471,13001950301
21295,1400000US13001950302,Census Tract 9503.02; Appling County; Georgia,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,0.795906765,13001950302
21296,1400000US13001950400,Census Tract 9504; Appling County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719,0,13001950400
21297,1400000US13001950500,Census Tract 9505; Appling County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866,0,13001950500
21298,1400000US13003960100,Census Tract 9601; Atkinson County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110,0,13003960100
21299,1400000US13003960200,Census Tract 9602; Atkinson County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4572,0,13003960200
21300,1400000US13003960300,Census Tract 9603; Atkinson County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,13003960300
21301,1400000US13005970100,Census Tract 9701; Bacon County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510,0,13005970100
21302,1400000US13005970201,Census Tract 9702.01; Bacon County; Georgia,70,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,7,4623,1.514168289,13005970201
21303,1400000US13005970202,Census Tract 9702.02; Bacon County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,13005970202
21304,1400000US13007960100,Census Tract 9601; Baker County; Georgia,124,0,0,0,117,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,6.68824164,13007960100
21305,1400000US13007960200,Census Tract 9602; Baker County; Georgia,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,15.625,13007960200
21306,1400000US13009970101,Census Tract 9701.01; Baldwin County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406,0,13009970101
21307,1400000US13009970102,Census Tract 9701.02; Baldwin County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,0,13009970102
21308,1400000US13009970201,Census Tract 9702.01; Baldwin County; Georgia,498,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3376,14.75118483,13009970201
21309,1400000US13009970202,Census Tract 9702.02; Baldwin County; Georgia,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367,0.95040095,13009970202
21310,1400000US13009970301,Census Tract 9703.01; Baldwin County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,0,13009970301
21311,1400000US13009970302,Census Tract 9703.02; Baldwin County; Georgia,116,0,0,0,31,0,0,18,0,0,0,0,0,0,0,0,0,12,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3.408756979,13009970302
21312,1400000US13009970400,Census Tract 9704; Baldwin County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,0,13009970400
21313,1400000US13009970501,Census Tract 9705.01; Baldwin County; Georgia,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3860,0.103626943,13009970501
21314,1400000US13009970502,Census Tract 9705.02; Baldwin County; Georgia,13,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,0.481303221,13009970502
21315,1400000US13009970600,Census Tract 9706; Baldwin County; Georgia,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579,0.419111484,13009970600
21316,1400000US13009970701,Census Tract 9707.01; Baldwin County; Georgia,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,0.567214974,13009970701
21317,1400000US13009970702,Census Tract 9707.02; Baldwin County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,0,13009970702
21318,1400000US13009970801,Census Tract 9708.01; Baldwin County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2761,0,13009970801
21319,1400000US13009970802,Census Tract 9708.02; Baldwin County; Georgia,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4894,0.143032284,13009970802
21320,1400000US13011970100,Census Tract 9701; Banks County; Georgia,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4946,0.283057016,13011970100
21321,1400000US13011970200,Census Tract 9702; Banks County; Georgia,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4885,1.473899693,13011970200
21322,1400000US13011970300,Census Tract 9703; Banks County; Georgia,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4527,0.618511155,13011970300
21323,1400000US13011970400,Census Tract 9704; Banks County; Georgia,145,37,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4023,3.604275416,13011970400
21324,1400000US13013180103,Census Tract 1801.03; Barrow County; Georgia,502,0,444,0,36,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6014,8.34718989,13013180103
21325,1400000US13013180104,Census Tract 1801.04; Barrow County; Georgia,41,0,32,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,1.570279586,13013180104
21326,1400000US13013180105,Census Tract 1801.05; Barrow County; Georgia,170,0,167,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041,5.59026636,13013180105
21327,1400000US13013180106,Census Tract 1801.06; Barrow County; Georgia,159,0,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,87,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2584,6.153250774,13013180106
21328,1400000US13013180107,Census Tract 1801.07; Barrow County; Georgia,668,0,612,0,4,0,0,0,0,0,0,0,0,29,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,4212,15.85944919,13013180107
21329,1400000US13013180108,Census Tract 1801.08; Barrow County; Georgia,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103,2.578150177,13013180108
21330,1400000US13013180203,Census Tract 1802.03; Barrow County; Georgia,44,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3201,1.374570447,13013180203
21331,1400000US13013180204,Census Tract 1802.04; Barrow County; Georgia,97,0,87,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3141,3.088188475,13013180204
21332,1400000US13013180205,Census Tract 1802.05; Barrow County; Georgia,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,5394,0.444938821,13013180205
21333,1400000US13013180206,Census Tract 1802.06; Barrow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341,0,13013180206
21334,1400000US13013180301,Census Tract 1803.01; Barrow County; Georgia,88,0,0,0,0,0,0,0,0,0,0,15,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262,2.697731453,13013180301
21335,1400000US13013180302,Census Tract 1803.02; Barrow County; Georgia,349,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6176,5.650906736,13013180302
21336,1400000US13013180303,Census Tract 1803.03; Barrow County; Georgia,290,0,257,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5887,4.926108374,13013180303
21337,1400000US13013180401,Census Tract 1804.01; Barrow County; Georgia,341,0,254,12,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6328,5.38874842,13013180401
21338,1400000US13013180402,Census Tract 1804.02; Barrow County; Georgia,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6161,0.12984905,13013180402
21339,1400000US13013180501,Census Tract 1805.01; Barrow County; Georgia,670,0,497,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,7956,8.421317245,13013180501
21340,1400000US13013180502,Census Tract 1805.02; Barrow County; Georgia,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5211,0.518134715,13013180502
21341,1400000US13013180503,Census Tract 1805.03; Barrow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6776,0,13013180503
21342,1400000US13015960101,Census Tract 9601.01; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,0,13015960101
21343,1400000US13015960103,Census Tract 9601.03; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3588,0,13015960103
21344,1400000US13015960104,Census Tract 9601.04; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,0,13015960104
21345,1400000US13015960105,Census Tract 9601.05; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870,0,13015960105
21346,1400000US13015960201,Census Tract 9602.01; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,0,13015960201
21347,1400000US13015960202,Census Tract 9602.02; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3755,0,13015960202
21348,1400000US13015960203,Census Tract 9602.03; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190,0,13015960203
21349,1400000US13015960301,Census Tract 9603.01; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,0,13015960301
21350,1400000US13015960302,Census Tract 9603.02; Bartow County; Georgia,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3313,1.116812557,13015960302
21351,1400000US13015960403,Census Tract 9604.03; Bartow County; Georgia,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4296,0.418994413,13015960403
21352,1400000US13015960404,Census Tract 9604.04; Bartow County; Georgia,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,5535,7.353206865,13015960404
21353,1400000US13015960405,Census Tract 9604.05; Bartow County; Georgia,68,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4942,1.375961149,13015960405
21354,1400000US13015960406,Census Tract 9604.06; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709,0,13015960406
21355,1400000US13015960407,Census Tract 9604.07; Bartow County; Georgia,195,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,2892,6.742738589,13015960407
21356,1400000US13015960501,Census Tract 9605.01; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6613,0,13015960501
21357,1400000US13015960502,Census Tract 9605.02; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112,0,13015960502
21358,1400000US13015960601,Census Tract 9606.01; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5785,0,13015960601
21359,1400000US13015960602,Census Tract 9606.02; Bartow County; Georgia,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3660,0.382513661,13015960602
21360,1400000US13015960701,Census Tract 9607.01; Bartow County; Georgia,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4014,0.772296961,13015960701
21361,1400000US13015960702,Census Tract 9607.02; Bartow County; Georgia,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3429,0.816564596,13015960702
21362,1400000US13015960801,Census Tract 9608.01; Bartow County; Georgia,138,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,4728,2.918781726,13015960801
21363,1400000US13015960802,Census Tract 9608.02; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,0,13015960802
21364,1400000US13015960804,Census Tract 9608.04; Bartow County; Georgia,157,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3977,3.947699271,13015960804
21365,1400000US13015960805,Census Tract 9608.05; Bartow County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,0,13015960805
21366,1400000US13015960901,Census Tract 9609.01; Bartow County; Georgia,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744,0.29154519,13015960901
21367,1400000US13015960902,Census Tract 9609.02; Bartow County; Georgia,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,7677,0.612218314,13015960902
21368,1400000US13015961001,Census Tract 9610.01; Bartow County; Georgia,29,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5426,0.534463693,13015961001
21369,1400000US13015961002,Census Tract 9610.02; Bartow County; Georgia,27,5,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279,0.823421775,13015961002
21370,1400000US13017960100,Census Tract 9601; Ben Hill County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,13017960100
21371,1400000US13017960200,Census Tract 9602; Ben Hill County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,13017960200
21372,1400000US13017960300,Census Tract 9603; Ben Hill County; Georgia,54,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3411,1.583113456,13017960300
21373,1400000US13017960400,Census Tract 9604; Ben Hill County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050,0,13017960400
21374,1400000US13017960501,Census Tract 9605.01; Ben Hill County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,13017960501
21375,1400000US13017960502,Census Tract 9605.02; Ben Hill County; Georgia,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4228,0.212866604,13017960502
21376,1400000US13019970100,Census Tract 9701; Berrien County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,0,13019970100
21377,1400000US13019970200,Census Tract 9702; Berrien County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3737,0,13019970200
21378,1400000US13019970300,Census Tract 9703; Berrien County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675,0,13019970300
21379,1400000US13019970400,Census Tract 9704; Berrien County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,0,13019970400
21380,1400000US13019970500,Census Tract 9705; Berrien County; Georgia,194,0,0,0,13,0,0,0,0,175,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566,5.440269209,13019970500
21381,1400000US13019970600,Census Tract 9706; Berrien County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,13019970600
21382,1400000US13021010100,Census Tract 101; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,0,13021010100
21383,1400000US13021010200,Census Tract 102; Bibb County; Georgia,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1939,9.334708613,13021010200
21384,1400000US13021010400,Census Tract 104; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,0,13021010400
21385,1400000US13021010500,Census Tract 105; Bibb County; Georgia,225,50,0,7,56,0,0,0,0,0,0,20,0,4,0,0,0,0,23,0,42,0,0,0,4,0,0,0,0,0,0,0,0,19,2821,7.975895073,13021010500
21386,1400000US13021010800,Census Tract 108; Bibb County; Georgia,114,0,0,0,21,0,0,0,0,0,0,26,0,0,0,0,0,0,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,6.372275014,13021010800
21387,1400000US13021011001,Census Tract 110.01; Bibb County; Georgia,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230,0.371517028,13021011001
21388,1400000US13021011002,Census Tract 110.02; Bibb County; Georgia,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0.111982083,13021011002
21389,1400000US13021011100,Census Tract 111; Bibb County; Georgia,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0.545454545,13021011100
21390,1400000US13021011500,Census Tract 115; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,0,13021011500
21391,1400000US13021011701,Census Tract 117.01; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948,0,13021011701
21392,1400000US13021011702,Census Tract 117.02; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4030,0,13021011702
21393,1400000US13021011800,Census Tract 118; Bibb County; Georgia,40,0,0,0,30,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,1.008064516,13021011800
21394,1400000US13021011900,Census Tract 119; Bibb County; Georgia,41,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,1.826280624,13021011900
21395,1400000US13021012000,Census Tract 120; Bibb County; Georgia,129,0,0,10,4,0,0,0,0,0,0,4,0,9,0,0,0,0,15,0,77,0,0,0,0,0,0,0,0,0,0,0,0,10,4697,2.746433894,13021012000
21396,1400000US13021012101,Census Tract 121.01; Bibb County; Georgia,60,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2916,2.057613169,13021012101
21397,1400000US13021012102,Census Tract 121.02; Bibb County; Georgia,162,48,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,4880,3.319672131,13021012102
21398,1400000US13021012200,Census Tract 122; Bibb County; Georgia,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2360,0.720338983,13021012200
21399,1400000US13021012400,Census Tract 124; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4688,0,13021012400
21400,1400000US13021012500,Census Tract 125; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,0,13021012500
21401,1400000US13021012600,Census Tract 126; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3867,0,13021012600
21402,1400000US13021012700,Census Tract 127; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,0,13021012700
21403,1400000US13021012800,Census Tract 128; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,0,13021012800
21404,1400000US13021012900,Census Tract 129; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,13021012900
21405,1400000US13021013101,Census Tract 131.01; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5687,0,13021013101
21406,1400000US13021013102,Census Tract 131.02; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142,0,13021013102
21407,1400000US13021013201,Census Tract 132.01; Bibb County; Georgia,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6173,0.210594525,13021013201
21408,1400000US13021013202,Census Tract 132.02; Bibb County; Georgia,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,2994,4.609218437,13021013202
21409,1400000US13021013302,Census Tract 133.02; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3705,0,13021013302
21410,1400000US13021013407,Census Tract 134.07; Bibb County; Georgia,206,155,0,0,34,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4420,4.660633484,13021013407
21411,1400000US13021013408,Census Tract 134.08; Bibb County; Georgia,250,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,28,0,71,0,0,0,0,0,0,0,0,0,0,0,0,68,4530,5.518763797,13021013408
