Census Tract,Geography,Geographic Area Name,Total,"Chinese, except Taiwanese",Hmong,Japanese,Korean,Mongolian,Okinawan,Taiwanese,Other East Asian,Burmese,Cambodian,Filipino,Indonesian,Laotian,Malaysian,Mien,Singaporean,Thai,Vietnamese,Other Southeast Asian,Asian Indian,Bangladeshi,Bhutanese,Nepalese,Pakistani,Sikh,Sri Lankan,Other South Asian,Kazakh,Uzbek,Other Central Asian,"Other Asian, specified","Other Asian, not specified",Two or more Asian,Estimate!!Total:,Percent Asian of Census Tract,GEOID
23333,1400000US13153021124,Census Tract 211.24; Houston County; Georgia,459,0,0,0,0,0,0,0,0,0,19,92,0,0,0,0,0,0,154,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,7536,6.090764331,13153021124
23334,1400000US13153021125,Census Tract 211.25; Houston County; Georgia,714,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5981,11.93780304,13153021125
23335,1400000US13153021203,Census Tract 212.03; Houston County; Georgia,165,0,0,0,32,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3807,4.334121355,13153021203
23336,1400000US13153021204,Census Tract 212.04; Houston County; Georgia,687,25,0,0,260,0,0,0,0,0,0,54,0,0,0,0,0,0,310,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,7608,9.029968454,13153021204
23337,1400000US13153021205,Census Tract 212.05; Houston County; Georgia,305,236,0,0,4,0,0,0,0,0,0,32,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4640,6.573275862,13153021205
23338,1400000US13153021206,Census Tract 212.06; Houston County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,0,13153021206
23339,1400000US13153021300,Census Tract 213; Houston County; Georgia,66,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3885,1.698841699,13153021300
23340,1400000US13153021401,Census Tract 214.01; Houston County; Georgia,462,0,0,0,119,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,6203,7.448009028,13153021401
23341,1400000US13153021402,Census Tract 214.02; Houston County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6502,0,13153021402
23342,1400000US13153021501,Census Tract 215.01; Houston County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,13153021501
23343,1400000US13153021502,Census Tract 215.02; Houston County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3104,0,13153021502
23344,1400000US13155950100,Census Tract 9501; Irwin County; Georgia,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821,0.531726338,13155950100
23345,1400000US13155950201,Census Tract 9502.01; Irwin County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,0,13155950201
23346,1400000US13155950202,Census Tract 9502.02; Irwin County; Georgia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3144,0.159033079,13155950202
23347,1400000US13157010104,Census Tract 101.04; Jackson County; Georgia,124,66,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5421,2.287400849,13157010104
23348,1400000US13157010105,Census Tract 101.05; Jackson County; Georgia,46,0,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3456,1.331018519,13157010105
23349,1400000US13157010106,Census Tract 101.06; Jackson County; Georgia,32,3,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3931,0.814042228,13157010106
23350,1400000US13157010107,Census Tract 101.07; Jackson County; Georgia,65,0,31,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4934,1.317389542,13157010107
23351,1400000US13157010108,Census Tract 101.08; Jackson County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,0,13157010108
23352,1400000US13157010109,Census Tract 101.09; Jackson County; Georgia,92,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4171,2.205706066,13157010109
23353,1400000US13157010200,Census Tract 102; Jackson County; Georgia,122,19,37,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4818,2.532171025,13157010200
23354,1400000US13157010300,Census Tract 103; Jackson County; Georgia,194,8,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,6039,3.212452393,13157010300
23355,1400000US13157010400,Census Tract 104; Jackson County; Georgia,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5378,0.148754184,13157010400
23356,1400000US13157010500,Census Tract 105; Jackson County; Georgia,148,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5423,2.729116725,13157010500
23357,1400000US13157010601,Census Tract 106.01; Jackson County; Georgia,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5278,0.435771125,13157010601
23358,1400000US13157010602,Census Tract 106.02; Jackson County; Georgia,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5201,0.134589502,13157010602
23359,1400000US13157010701,Census Tract 107.01; Jackson County; Georgia,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487,0.361881785,13157010701
23360,1400000US13157010703,Census Tract 107.03; Jackson County; Georgia,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3877,0.103172556,13157010703
23361,1400000US13157010704,Census Tract 107.04; Jackson County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3812,0,13157010704
23362,1400000US13157010705,Census Tract 107.05; Jackson County; Georgia,443,0,395,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5040,8.78968254,13157010705
23363,1400000US13157010706,Census Tract 107.06; Jackson County; Georgia,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4023,1.168282376,13157010706
23364,1400000US13159010100,Census Tract 101; Jasper County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783,0,13159010100
23365,1400000US13159010200,Census Tract 102; Jasper County; Georgia,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3317,0.452215858,13159010200
23366,1400000US13159010501,Census Tract 105.01; Jasper County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927,0,13159010501
23367,1400000US13159010502,Census Tract 105.02; Jasper County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397,0,13159010502
23368,1400000US13159010503,Census Tract 105.03; Jasper County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458,0,13159010503
23369,1400000US13161960101,Census Tract 9601.01; Jeff Davis County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,13161960101
23370,1400000US13161960102,Census Tract 9601.02; Jeff Davis County; Georgia,28,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,4312,0.649350649,13161960102
23371,1400000US13161960201,Census Tract 9602.01; Jeff Davis County; Georgia,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3982,0.251130085,13161960201
23372,1400000US13161960202,Census Tract 9602.02; Jeff Davis County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929,0,13161960202
23373,1400000US13161960300,Census Tract 9603; Jeff Davis County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,13161960300
23374,1400000US13163960100,Census Tract 9601; Jefferson County; Georgia,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4637,1.27237438,13163960100
23375,1400000US13163960200,Census Tract 9602; Jefferson County; Georgia,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,0.322580645,13163960200
23376,1400000US13163960300,Census Tract 9603; Jefferson County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5490,0,13163960300
23377,1400000US13163960400,Census Tract 9604; Jefferson County; Georgia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3294,0.060716454,13163960400
23378,1400000US13165960100,Census Tract 9601; Jenkins County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5952,0,13165960100
23379,1400000US13165960200,Census Tract 9602; Jenkins County; Georgia,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752,0.072674419,13165960200
23380,1400000US13167960100,Census Tract 9601; Johnson County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549,0,13167960100
23381,1400000US13167960201,Census Tract 9602.01; Johnson County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,0,13167960201
23382,1400000US13167960202,Census Tract 9602.02; Johnson County; Georgia,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,0.964956831,13167960202
23383,1400000US13167960300,Census Tract 9603; Johnson County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822,0,13167960300
23384,1400000US13169030101,Census Tract 301.01; Jones County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2383,0,13169030101
23385,1400000US13169030103,Census Tract 301.03; Jones County; Georgia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2762,0.217233888,13169030103
23386,1400000US13169030105,Census Tract 301.05; Jones County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3551,0,13169030105
23387,1400000US13169030106,Census Tract 301.06; Jones County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,0,13169030106
23388,1400000US13169030200,Census Tract 302; Jones County; Georgia,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548,0.19729425,13169030200
23389,1400000US13169030303,Census Tract 303.03; Jones County; Georgia,92,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,4.047514298,13169030303
23390,1400000US13169030304,Census Tract 303.04; Jones County; Georgia,21,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742,0.561197221,13169030304
23391,1400000US13169030305,Census Tract 303.05; Jones County; Georgia,30,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4670,0.642398287,13169030305
23392,1400000US13169030306,Census Tract 303.06; Jones County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,0,13169030306
23393,1400000US13171970100,Census Tract 9701; Lamar County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7010,0,13171970100
23394,1400000US13171970201,Census Tract 9702.01; Lamar County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3407,0,13171970201
23395,1400000US13171970202,Census Tract 9702.02; Lamar County; Georgia,62,28,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,1.802325581,13171970202
23396,1400000US13171970300,Census Tract 9703; Lamar County; Georgia,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4819,0.643286989,13171970300
23397,1400000US13173950100,Census Tract 9501; Lanier County; Georgia,132,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2257,5.848471422,13173950100
23398,1400000US13173950201,Census Tract 9502.01; Lanier County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3624,0,13173950201
23399,1400000US13173950202,Census Tract 9502.02; Lanier County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4083,0,13173950202
23400,1400000US13175950100,Census Tract 9501; Laurens County; Georgia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3779,0.052924054,13175950100
23401,1400000US13175950201,Census Tract 9502.01; Laurens County; Georgia,104,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,4666,2.228889841,13175950201
23402,1400000US13175950202,Census Tract 9502.02; Laurens County; Georgia,59,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4899,1.204327414,13175950202
23403,1400000US13175950300,Census Tract 9503; Laurens County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,0,13175950300
23404,1400000US13175950400,Census Tract 9504; Laurens County; Georgia,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3827,1.384896786,13175950400
23405,1400000US13175950500,Census Tract 9505; Laurens County; Georgia,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,3649,5.23431077,13175950500
23406,1400000US13175950600,Census Tract 9506; Laurens County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,13175950600
23407,1400000US13175950700,Census Tract 9507; Laurens County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,0,13175950700
23408,1400000US13175950800,Census Tract 9508; Laurens County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106,0,13175950800
23409,1400000US13175950900,Census Tract 9509; Laurens County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,0,13175950900
23410,1400000US13175951001,Census Tract 9510.01; Laurens County; Georgia,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3307,1.481705473,13175951001
23411,1400000US13175951002,Census Tract 9510.02; Laurens County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4801,0,13175951002
23412,1400000US13175951100,Census Tract 9511; Laurens County; Georgia,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4079,0.318705565,13175951100
23413,1400000US13175951400,Census Tract 9514; Laurens County; Georgia,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,0.197628458,13175951400
23414,1400000US13177020101,Census Tract 201.01; Lee County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078,0,13177020101
23415,1400000US13177020102,Census Tract 201.02; Lee County; Georgia,315,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3237,9.731232623,13177020102
23416,1400000US13177020200,Census Tract 202; Lee County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,0,13177020200
23417,1400000US13177020301,Census Tract 203.01; Lee County; Georgia,57,0,0,0,43,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3931,1.450012719,13177020301
23418,1400000US13177020302,Census Tract 203.02; Lee County; Georgia,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3777,0.264760392,13177020302
23419,1400000US13177020403,Census Tract 204.03; Lee County; Georgia,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,7555,2.144275314,13177020403
23420,1400000US13177020404,Census Tract 204.04; Lee County; Georgia,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4398,2.182810368,13177020404
23421,1400000US13177020405,Census Tract 204.05; Lee County; Georgia,247,0,0,22,0,0,0,0,0,0,0,63,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5467,4.518017194,13177020405
23422,1400000US13179010101,Census Tract 101.01; Liberty County; Georgia,100,14,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6309,1.585037248,13179010101
23423,1400000US13179010102,Census Tract 101.02; Liberty County; Georgia,17,5,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,0.88128564,13179010102
23424,1400000US13179010103,Census Tract 101.03; Liberty County; Georgia,73,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,5.027548209,13179010103
23425,1400000US13179010202,Census Tract 102.02; Liberty County; Georgia,85,14,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,1.976744186,13179010202
23426,1400000US13179010204,Census Tract 102.04; Liberty County; Georgia,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,0.637659415,13179010204
23427,1400000US13179010205,Census Tract 102.05; Liberty County; Georgia,139,0,0,115,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6092,2.281680893,13179010205
23428,1400000US13179010206,Census Tract 102.06; Liberty County; Georgia,180,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6173,2.915924186,13179010206
23429,1400000US13179010207,Census Tract 102.07; Liberty County; Georgia,78,15,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6151,1.26808649,13179010207
23430,1400000US13179010208,Census Tract 102.08; Liberty County; Georgia,73,0,0,0,46,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5541,1.317451724,13179010208
23431,1400000US13179010301,Census Tract 103.01; Liberty County; Georgia,37,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,3.34841629,13179010301
23432,1400000US13179010302,Census Tract 103.02; Liberty County; Georgia,275,16,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,214,0,0,0,26,0,0,0,0,0,0,0,0,0,6069,4.531224254,13179010302
23433,1400000US13179010401,Census Tract 104.01; Liberty County; Georgia,56,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2383,2.349979018,13179010401
23434,1400000US13179010402,Census Tract 104.02; Liberty County; Georgia,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4093,1.563645248,13179010402
23435,1400000US13179010501,Census Tract 105.01; Liberty County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870,0,13179010501
23436,1400000US13179010503,Census Tract 105.03; Liberty County; Georgia,6,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3008,0.199468085,13179010503
23437,1400000US13179010504,Census Tract 105.04; Liberty County; Georgia,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2407,1.246364769,13179010504
23438,1400000US13179010600,Census Tract 106; Liberty County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,13179010600
23439,1400000US13179990000,Census Tract 9900; Liberty County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13179990000
23440,1400000US13181970100,Census Tract 9701; Lincoln County; Georgia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,0.175080245,13181970100
23441,1400000US13181970200,Census Tract 9702; Lincoln County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299,0,13181970200
23442,1400000US13183970101,Census Tract 9701.01; Long County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3469,0,13183970101
23443,1400000US13183970102,Census Tract 9701.02; Long County; Georgia,53,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7270,0.729023384,13183970102
23444,1400000US13183970201,Census Tract 9702.01; Long County; Georgia,9,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799,0.321543408,13183970201
23445,1400000US13183970202,Census Tract 9702.02; Long County; Georgia,68,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,2.082057563,13183970202
23446,1400000US13183980000,Census Tract 9800; Long County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13183980000
23447,1400000US13185010101,Census Tract 101.01; Lowndes County; Georgia,125,0,0,0,10,0,0,0,0,0,0,76,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5778,2.163378332,13185010101
23448,1400000US13185010102,Census Tract 101.02; Lowndes County; Georgia,442,88,0,41,0,0,0,0,0,0,0,277,0,0,0,0,0,22,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6647,6.649616368,13185010102
23449,1400000US13185010103,Census Tract 101.03; Lowndes County; Georgia,224,0,0,0,45,0,0,0,0,0,0,8,0,0,0,0,0,0,70,0,31,0,0,0,0,0,0,0,0,0,0,0,0,70,4480,5,13185010103
23450,1400000US13185010201,Census Tract 102.01; Lowndes County; Georgia,17,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4614,0.368443866,13185010201
23451,1400000US13185010203,Census Tract 102.03; Lowndes County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995,0,13185010203
23452,1400000US13185010204,Census Tract 102.04; Lowndes County; Georgia,494,17,0,0,5,0,0,0,0,0,0,92,0,0,0,0,0,0,21,0,0,0,0,0,319,0,0,0,0,0,0,0,9,31,9028,5.471865308,13185010204
23453,1400000US13185010301,Census Tract 103.01; Lowndes County; Georgia,134,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,4639,2.888553568,13185010301
